name,time,Ahr2empty,avgGenWattsIn,avgWattsOut,avg_temp_closet,avg_temp_outdoor,avg_temp_shed,batWatts,genInvWattsOut,genRunTime,heater_first_kWhr,heater_last_kWhr,heater_on,kWh_charge,kWh_discharge,maxWattsOut,max_temp_closet,min_soc,min_temp_closet,pakMinV,pakMinV_ID,soc,voltage,yr_mo
m5_energy,2024-01-30T17:00:00Z,316.79009375,0,396.6160665527016,17.95,0.2,4.1125,-262.6378868954094,0,0,322.747,322.758,240.42022100000003,11.56779296875,3.219380126953125,2261,18.5,52.71,17.3125,3.6,22,52.71,50.417941176470606,24-01
m5_energy,2024-01-30T17:05:00Z,316.205875,0,491.30942593440415,19.05,0.3125,4.0875,-339.4980478138984,0,0,322.761,322.774,300.527759,11.56779296875,3.24875537109375,732,19.25,52.61,18.75,3.6,22,52.61,50.412500000000016,24-01
