name,time,heat_interval,heater,heater_kWhr,heater_watts,interval,local_dt,temp_closet,temp_outdoor,temp_shed,yr_mo
temp,2023-09-05T18:35:19.93851084Z,0,0,196.708,0,60.14005,2023-09-05T14:35:19,31.125,40.1875,34.625,23-09
temp,2023-09-05T18:36:20.02453084Z,0,0,196.708,0,60.08602,2023-09-05T14:36:20,31.1875,38.875,34.75,23-09
temp,2023-09-05T18:37:20.24142684Z,0,0,196.708,0,60.216896,2023-09-05T14:37:20,31.1875,38.75,34.75,23-09
temp,2023-09-05T18:38:20.52516984Z,0,0,196.708,0,60.283743,2023-09-05T14:38:20,31.25,38.8125,34.75,23-09
temp,2023-09-05T18:39:20.65413684Z,0,0,196.708,0,60.128967,2023-09-05T14:39:20,31.25,38.625,34.75,23-09
temp,2023-09-05T18:40:20.78852384Z,0,0,196.708,0,60.134387,2023-09-05T14:40:20,31.25,38.4375,34.8125,23-09
temp,2023-09-05T18:41:20.89256484Z,0,0,196.708,0,60.104041,2023-09-05T14:41:20,31.25,38.5,34.875,23-09
temp,2023-09-05T18:42:21.10663884Z,0,0,196.708,0,60.214074,2023-09-05T14:42:21,31.25,37.9375,34.875,23-09
temp,2023-09-05T18:43:21.32177784Z,0,0,196.708,0,60.215139,2023-09-05T14:43:21,31.1875,37,34.875,23-09
temp,2023-09-05T18:44:21.53192184Z,0,0,196.708,0,60.210144,2023-09-05T14:44:21,31.25,37.125,34.9375,23-09
temp,2023-09-05T18:45:21.74472784Z,0,0,196.708,0,60.212806,2023-09-05T14:45:21,31.25,37.0625,34.9375,23-09
temp,2023-09-05T18:46:21.95619584Z,0,0,196.708,0,60.211468,2023-09-05T14:46:21,31.25,36.625,35,23-09
temp,2023-09-05T18:47:22.16793584Z,0,0,196.708,0,60.21174,2023-09-05T14:47:22,31.25,36.625,35,23-09
temp,2023-09-05T18:48:22.31844584Z,0,0,196.708,0,60.15051,2023-09-05T14:48:22,31.25,37.1875,35.0625,23-09
temp,2023-09-05T18:49:22.55850784Z,0,0,196.708,0,60.240062,2023-09-05T14:49:22,31.3125,37.75,35.125,23-09
temp,2023-09-05T18:50:22.64849384Z,0,0,196.708,0,60.089986,2023-09-05T14:50:22,31.3125,37.3125,35.0625,23-09
temp,2023-09-05T18:51:22.81587484Z,0,0,196.708,0,60.167381,2023-09-05T14:51:22,31.3125,37.625,35.0625,23-09
temp,2023-09-05T18:52:22.97645884Z,0,0,196.708,0,60.160584,2023-09-05T14:52:22,31.375,38.0625,35.0625,23-09
temp,2023-09-05T18:53:23.21459384Z,0,0,196.708,0,60.238135,2023-09-05T14:53:23,31.3125,38.3125,35.0625,23-09
temp,2023-09-05T18:54:23.39849884Z,0,0,196.708,0,60.183905,2023-09-05T14:54:23,31.25,38.625,35,23-09
temp,2023-09-05T18:55:23.53295284Z,0,0,196.708,0,60.134454,2023-09-05T14:55:23,31.25,39.0625,35,23-09
temp,2023-09-05T18:56:23.66347284Z,0,0,196.708,0,60.13052,2023-09-05T14:56:23,31.3125,38,35.0625,23-09
temp,2023-09-05T18:57:23.88353684Z,0,0,196.708,0,60.220064,2023-09-05T14:57:23,31.3125,37.0625,35.0625,23-09
temp,2023-09-05T18:58:24.07110584Z,0,0,196.708,0,60.187569,2023-09-05T14:58:24,31.3125,38,35.125,23-09
temp,2023-09-05T18:59:24.29852484Z,0,0,196.708,0,60.227419,2023-09-05T14:59:24,31.3125,38.125,35.0625,23-09
temp,2023-09-05T19:00:24.38847284Z,0,0,196.708,0,60.089948,2023-09-05T15:00:24,31.3125,38,35.125,23-09
temp,2023-09-05T19:01:24.53578784Z,0,0,196.708,0,60.147315,2023-09-05T15:01:24,31.25,37.75,35.0625,23-09
temp,2023-09-05T19:02:24.71852184Z,0,0,196.708,0,60.182734,2023-09-05T15:02:24,31.3125,37.125,35,23-09
temp,2023-09-05T19:03:24.85342284Z,0,0,196.708,0,60.134901,2023-09-05T15:03:24,31.3125,37.375,34.9375,23-09
temp,2023-09-05T19:04:25.11929084Z,0,0,196.708,0,60.265868,2023-09-05T15:04:25,31.25,36.75,34.9375,23-09
temp,2023-09-05T19:05:25.36003584Z,0,0,196.708,0,60.240745,2023-09-05T15:05:25,31.25,36.1875,35.125,23-09
temp,2023-09-05T19:06:25.47597184Z,0,0,196.708,0,60.115936,2023-09-05T15:06:25,31.3125,36.1875,35.0625,23-09
temp,2023-09-05T19:07:25.99497384Z,0,0,196.708,0,60.519002,2023-09-05T15:07:25,31.3125,36.875,35.125,23-09
temp,2023-09-05T19:08:26.19937884Z,0,0,196.708,0,60.204405,2023-09-05T15:08:26,31.3125,36.8125,35.0625,23-09
temp,2023-09-05T19:09:26.31129584Z,0,0,196.708,0,60.111917,2023-09-05T15:09:26,31.3125,36.5625,35.0625,23-09
temp,2023-09-05T19:10:26.44265584Z,0,0,196.708,0,60.13136,2023-09-05T15:10:26,31.25,36.125,35,23-09
temp,2023-09-05T19:11:26.59850084Z,0,0,196.708,0,60.155845,2023-09-05T15:11:26,31.3125,35.625,35.0625,23-09
temp,2023-09-05T19:12:26.67859384Z,0,0,196.708,0,60.080093,2023-09-05T15:12:26,31.25,35.8125,35.0625,23-09
temp,2023-09-05T19:13:26.84860984Z,0,0,196.708,0,60.170016,2023-09-05T15:13:26,31.3125,35.4375,35.0625,23-09
temp,2023-09-05T19:14:26.93646284Z,0,0,196.708,0,60.087853,2023-09-05T15:14:26,31.25,35.4375,35,23-09
temp,2023-09-05T19:15:27.02447784Z,0,0,196.708,0,60.088015,2023-09-05T15:15:27,31.25,35.375,35,23-09
temp,2023-09-05T19:16:27.29246684Z,0,0,196.708,0,60.267989,2023-09-05T15:16:27,31.3125,35.125,35.0625,23-09
temp,2023-09-05T19:17:27.48548084Z,0,0,196.708,0,60.193014,2023-09-05T15:17:27,31.25,35,35.0625,23-09
temp,2023-09-05T19:18:27.71881284Z,0,0,196.708,0,60.233332,2023-09-05T15:18:27,31.25,34.8125,35.0625,23-09
temp,2023-09-05T19:19:27.83850084Z,0,0,196.708,0,60.119688,2023-09-05T15:19:27,31.25,34.875,35.125,23-09
temp,2023-09-05T19:20:28.12837284Z,0,0,196.708,0,60.289872,2023-09-05T15:20:28,31.1875,34.8125,35.0625,23-09
temp,2023-09-05T19:21:28.25319584Z,0,0,196.708,0,60.124823,2023-09-05T15:21:28,31.25,34.75,35.0625,23-09
temp,2023-09-05T19:22:28.54257084Z,0,0,196.708,0,60.289375,2023-09-05T15:22:28,31.25,34.625,35,23-09
temp,2023-09-05T19:23:28.79253384Z,0,0,196.708,0,60.249963,2023-09-05T15:23:28,31.25,34.875,35.0625,23-09
temp,2023-09-05T19:24:28.93846484Z,0,0,196.708,0,60.145931,2023-09-05T15:24:28,31.25,34.5625,35,23-09
temp,2023-09-05T19:25:29.18849284Z,0,0,196.708,0,60.250028,2023-09-05T15:25:29,31.25,34.375,35.0625,23-09
temp,2023-09-05T19:26:29.41338284Z,0,0,196.708,0,60.22489,2023-09-05T15:26:29,31.1875,34.25,35.0625,23-09
temp,2023-09-05T19:27:29.56847084Z,0,0,196.708,0,60.155088,2023-09-05T15:27:29,31.125,34.4375,35,23-09
temp,2023-09-05T19:28:29.67848584Z,0,0,196.708,0,60.110015,2023-09-05T15:28:29,31.125,34.5,34.875,23-09
temp,2023-09-05T19:29:29.80853084Z,0,0,196.708,0,60.130045,2023-09-05T15:29:29,31.1875,34.3125,34.9375,23-09
temp,2023-09-05T19:30:30.05527184Z,0,0,196.708,0,60.246741,2023-09-05T15:30:30,31.125,34.125,34.875,23-09
temp,2023-09-05T19:31:30.24851284Z,0,0,196.708,0,60.193241,2023-09-05T15:31:30,31.125,34.25,34.9375,23-09
temp,2023-09-05T19:32:30.43845884Z,0,0,196.708,0,60.189946,2023-09-05T15:32:30,31.1875,34.125,34.8125,23-09
temp,2023-09-05T19:33:30.68875984Z,0,0,196.708,0,60.250301,2023-09-05T15:33:30,31.125,34,34.875,23-09
temp,2023-09-05T19:34:30.90226884Z,0,0,196.708,0,60.213509,2023-09-05T15:34:30,31.125,34,34.875,23-09
temp,2023-09-05T19:35:31.05485884Z,0,0,196.708,0,60.15259,2023-09-05T15:35:31,31.0625,33.9375,34.8125,23-09
temp,2023-09-05T19:36:31.32135484Z,0,0,196.708,0,60.266496,2023-09-05T15:36:31,31.0625,33.9375,34.875,23-09
temp,2023-09-05T19:37:31.43846984Z,0,0,196.708,0,60.117115,2023-09-05T15:37:31,31.0625,33.8125,34.875,23-09
temp,2023-09-05T19:38:32.28855384Z,0,0,196.708,0,60.850084,2023-09-05T15:38:32,31.0625,33.6875,34.875,23-09
temp,2023-09-05T19:39:32.39642684Z,0,0,196.708,0,60.107873,2023-09-05T15:39:32,31,33.625,34.875,23-09
temp,2023-09-05T19:40:32.55646084Z,0,0,196.708,0,60.160034,2023-09-05T15:40:32,31.0625,33.75,34.875,23-09
temp,2023-09-05T19:41:32.66861084Z,0,0,196.708,0,60.11215,2023-09-05T15:41:32,31.125,33.5,34.875,23-09
temp,2023-09-05T19:42:32.96515784Z,0,0,196.708,0,60.296547,2023-09-05T15:42:32,31.125,33.625,34.875,23-09
temp,2023-09-05T19:43:33.18906484Z,0,0,196.708,0,60.223907,2023-09-05T15:43:33,31.125,33.5,34.8125,23-09
temp,2023-09-05T19:44:33.41852384Z,0,0,196.708,0,60.229459,2023-09-05T15:44:33,31.0625,33.4375,34.875,23-09
temp,2023-09-05T19:45:33.61645984Z,0,0,196.708,0,60.197936,2023-09-05T15:45:33,31,33.3125,34.75,23-09
temp,2023-09-05T19:46:33.74655784Z,0,0,196.708,0,60.130098,2023-09-05T15:46:33,31.0625,33.3125,34.75,23-09
temp,2023-09-05T19:47:34.07030084Z,0,0,196.708,0,60.323743,2023-09-05T15:47:34,30.9375,33.1875,34.75,23-09
temp,2023-09-05T19:48:34.25852584Z,0,0,196.708,0,60.188225,2023-09-05T15:48:34,30.9375,33.25,34.75,23-09
temp,2023-09-05T19:49:34.33827584Z,0,0,196.708,0,60.07975,2023-09-05T15:49:34,31,33.3125,34.75,23-09
temp,2023-09-05T19:50:34.46849584Z,0,0,196.708,0,60.13022,2023-09-05T15:50:34,30.9375,33.25,34.75,23-09
temp,2023-09-05T19:51:34.54849384Z,0,0,196.708,0,60.079998,2023-09-05T15:51:34,30.875,33.1875,34.6875,23-09
temp,2023-09-05T19:52:34.71995784Z,0,0,196.708,0,60.171464,2023-09-05T15:52:34,30.875,33.1875,34.625,23-09
temp,2023-09-05T19:53:34.92858384Z,0,0,196.708,0,60.208626,2023-09-05T15:53:34,30.875,33.0625,34.6875,23-09
temp,2023-09-05T19:54:35.08299284Z,0,0,196.708,0,60.154409,2023-09-05T15:54:35,30.875,33,34.5625,23-09
temp,2023-09-05T19:55:35.34870784Z,0,0,196.708,0,60.265715,2023-09-05T15:55:35,30.875,33.0625,34.5625,23-09
temp,2023-09-05T19:56:35.46334784Z,0,0,196.708,0,60.11464,2023-09-05T15:56:35,30.8125,33.0625,34.625,23-09
temp,2023-09-05T19:57:35.77858484Z,0,0,196.708,0,60.315237,2023-09-05T15:57:35,30.8125,33.125,34.6875,23-09
temp,2023-09-05T19:58:35.88505584Z,0,0,196.708,0,60.106471,2023-09-05T15:58:35,30.75,33.1875,34.6875,23-09
temp,2023-09-05T19:59:36.19041684Z,0,0,196.708,0,60.305361,2023-09-05T15:59:36,30.8125,33.125,34.5625,23-09
temp,2023-09-05T20:00:36.36474884Z,0,0,196.708,0,60.174332,2023-09-05T16:00:36,30.8125,33.0625,34.625,23-09
temp,2023-09-05T20:01:36.49753384Z,0,0,196.708,0,60.132785,2023-09-05T16:01:36,30.8125,32.875,34.5625,23-09
temp,2023-09-05T20:02:36.83405184Z,0,0,196.708,0,60.336518,2023-09-05T16:02:36,30.875,32.8125,34.5,23-09
temp,2023-09-05T20:03:36.94650084Z,0,0,196.708,0,60.112449,2023-09-05T16:03:36,30.8125,32.875,34.5,23-09
temp,2023-09-05T20:04:37.25383284Z,0,0,196.708,0,60.307332,2023-09-05T16:04:37,30.75,32.75,34.5,23-09
temp,2023-09-05T20:05:37.45848284Z,0,0,196.708,0,60.20465,2023-09-05T16:05:37,30.8125,32.6875,34.5,23-09
temp,2023-09-05T20:06:37.53863884Z,0,0,196.708,0,60.080156,2023-09-05T16:06:37,30.875,32.75,34.5625,23-09
temp,2023-09-05T20:07:37.67642884Z,0,0,196.708,0,60.13779,2023-09-05T16:07:37,30.8125,32.6875,34.5625,23-09
temp,2023-09-05T20:08:37.87633484Z,0,0,196.708,0,60.199906,2023-09-05T16:08:37,30.6875,32.6875,34.5,23-09
temp,2023-09-05T20:09:37.96521384Z,0,0,196.708,0,60.088879,2023-09-05T16:09:37,30.75,32.5625,34.4375,23-09
temp,2023-09-05T20:10:38.08849084Z,0,0,196.708,0,60.123277,2023-09-05T16:10:38,30.75,32.5625,34.375,23-09
temp,2023-09-05T20:11:38.21162384Z,0,0,196.708,0,60.123133,2023-09-05T16:11:38,30.75,32.5,34.5,23-09
temp,2023-09-05T20:12:38.54256284Z,0,0,196.708,0,60.330939,2023-09-05T16:12:38,30.8125,32.4375,34.5,23-09
temp,2023-09-05T20:13:38.74372684Z,0,0,196.708,0,60.201164,2023-09-05T16:13:38,30.75,32.5,34.4375,23-09
temp,2023-09-05T20:14:38.95934884Z,0,0,196.708,0,60.215622,2023-09-05T16:14:38,30.6875,32.375,34.4375,23-09
temp,2023-09-05T20:15:39.20854084Z,0,0,196.708,0,60.249192,2023-09-05T16:15:39,30.625,32.375,34.25,23-09
temp,2023-09-05T20:16:39.38419184Z,0,0,196.708,0,60.175651,2023-09-05T16:16:39,30.6875,32.4375,34.3125,23-09
temp,2023-09-05T20:17:39.60712284Z,0,0,196.708,0,60.222931,2023-09-05T16:17:39,30.625,32.1875,34.25,23-09
temp,2023-09-05T20:18:39.80855384Z,0,0,196.708,0,60.201431,2023-09-05T16:18:39,30.625,32.1875,34.1875,23-09
temp,2023-09-05T20:19:39.98364984Z,0,0,196.708,0,60.175096,2023-09-05T16:19:39,30.75,32.1875,34.3125,23-09
temp,2023-09-05T20:20:40.06848184Z,0,0,196.708,0,60.084832,2023-09-05T16:20:40,30.625,32.125,34.25,23-09
temp,2023-09-05T20:21:40.24729184Z,0,0,196.708,0,60.17881,2023-09-05T16:21:40,30.6875,32.0625,34.25,23-09
temp,2023-09-05T20:22:40.43847384Z,0,0,196.708,0,60.191182,2023-09-05T16:22:40,30.625,32.0625,34.1875,23-09
temp,2023-09-05T20:23:40.66040984Z,0,0,196.708,0,60.221936,2023-09-05T16:23:40,30.75,31.9375,34.25,23-09
temp,2023-09-05T20:24:40.85772484Z,0,0,196.708,0,60.197315,2023-09-05T16:24:40,30.6875,32.0625,34.25,23-09
temp,2023-09-05T20:25:41.10122984Z,0,0,196.708,0,60.243505,2023-09-05T16:25:41,30.6875,32.125,34.25,23-09
temp,2023-09-05T20:26:41.24851184Z,0,0,196.708,0,60.147282,2023-09-05T16:26:41,30.625,32.125,34.3125,23-09
temp,2023-09-05T20:27:41.35847984Z,0,0,196.708,0,60.109968,2023-09-05T16:27:41,30.625,32.125,34.25,23-09
temp,2023-09-05T20:28:41.49163284Z,0,0,196.708,0,60.133153,2023-09-05T16:28:41,30.5625,32.125,34.25,23-09
temp,2023-09-05T20:29:41.70860384Z,0,0,196.708,0,60.216971,2023-09-05T16:29:41,30.5,32.0625,34.25,23-09
temp,2023-09-05T20:30:41.93846584Z,0,0,196.708,0,60.229862,2023-09-05T16:30:41,30.5,32,34.3125,23-09
temp,2023-09-05T20:31:42.11850984Z,0,0,196.708,0,60.180044,2023-09-05T16:31:42,30.4375,32,34.25,23-09
temp,2023-09-05T20:32:42.25024084Z,0,0,196.708,0,60.131731,2023-09-05T16:32:42,30.375,31.875,34.25,23-09
temp,2023-09-05T20:33:42.58518984Z,0,0,196.708,0,60.334949,2023-09-05T16:33:42,30.4375,31.875,34.1875,23-09
temp,2023-09-05T20:34:42.68853484Z,0,0,196.708,0,60.103345,2023-09-05T16:34:42,30.375,31.75,34.125,23-09
temp,2023-09-05T20:35:42.97443084Z,0,0,196.708,0,60.285896,2023-09-05T16:35:42,30.4375,31.8125,34.125,23-09
temp,2023-09-05T20:36:43.20857584Z,0,0,196.708,0,60.234145,2023-09-05T16:36:43,30.375,31.875,34.0625,23-09
temp,2023-09-05T20:37:43.41372884Z,0,0,196.708,0,60.205153,2023-09-05T16:37:43,30.3125,31.75,34.125,23-09
temp,2023-09-05T20:38:43.61699484Z,0,0,196.708,0,60.203266,2023-09-05T16:38:43,30.3125,31.6875,34.125,23-09
temp,2023-09-05T20:39:43.71573484Z,0,0,196.708,0,60.09874,2023-09-05T16:39:43,30.3125,31.6875,34.125,23-09
temp,2023-09-05T20:40:44.01854284Z,0,0,196.708,0,60.302808,2023-09-05T16:40:44,30.3125,31.75,34.0625,23-09
temp,2023-09-05T20:41:44.09851484Z,0,0,196.708,0,60.079972,2023-09-05T16:41:44,30.25,31.75,34.0625,23-09
temp,2023-09-05T20:42:44.27550284Z,0,0,196.708,0,60.176988,2023-09-05T16:42:44,30.25,31.6875,34,23-09
temp,2023-09-05T20:43:44.48680484Z,0,0,196.708,0,60.211302,2023-09-05T16:43:44,30.25,31.625,34.0625,23-09
temp,2023-09-05T20:44:44.71298584Z,0,0,196.708,0,60.226181,2023-09-05T16:44:44,30.25,31.4375,34.0625,23-09
temp,2023-09-05T20:45:44.91848484Z,0,0,196.708,0,60.205499,2023-09-05T16:45:44,30.3125,31.5,34,23-09
temp,2023-09-05T20:46:44.99817484Z,0,0,196.708,0,60.07969,2023-09-05T16:46:44,30.25,31.5,34.0625,23-09
temp,2023-09-05T20:47:45.33857084Z,0,0,196.708,0,60.340396,2023-09-05T16:47:45,30.25,31.4375,34,23-09
temp,2023-09-05T20:48:45.48515484Z,0,0,196.708,0,60.146584,2023-09-05T16:48:45,30.1875,31.3125,34,23-09
temp,2023-09-05T20:49:45.72850684Z,0,0,196.708,0,60.243352,2023-09-05T16:49:45,30.125,31.3125,33.9375,23-09
temp,2023-09-05T20:50:45.97633084Z,0,0,196.708,0,60.247824,2023-09-05T16:50:45,30.1875,31.125,33.8125,23-09
temp,2023-09-05T20:51:46.18754784Z,0,0,196.708,0,60.211217,2023-09-05T16:51:46,30.1875,31.0625,33.875,23-09
temp,2023-09-05T20:52:46.35645384Z,0,0,196.708,0,60.168906,2023-09-05T16:52:46,30.1875,31.1875,33.8125,23-09
temp,2023-09-05T20:53:46.43852584Z,0,0,196.708,0,60.082072,2023-09-05T16:53:46,30.1875,31.0625,33.875,23-09
temp,2023-09-05T20:54:46.60067884Z,0,0,196.708,0,60.162153,2023-09-05T16:54:46,30.1875,31.125,33.75,23-09
temp,2023-09-05T20:55:46.71855684Z,0,0,196.708,0,60.117878,2023-09-05T16:55:46,30.125,31.25,33.8125,23-09
temp,2023-09-05T20:56:47.00136884Z,0,0,196.708,0,60.282812,2023-09-05T16:56:47,30.125,31.1875,33.875,23-09
temp,2023-09-05T20:57:47.22943284Z,0,0,196.708,0,60.228064,2023-09-05T16:57:47,30.0625,31.1875,33.8125,23-09
temp,2023-09-05T20:58:47.35540284Z,0,0,196.708,0,60.12597,2023-09-05T16:58:47,30.125,31.1875,33.875,23-09
temp,2023-09-05T20:59:47.48849584Z,0,0,196.708,0,60.133093,2023-09-05T16:59:47,30.0625,31.1875,33.75,23-09
temp,2023-09-05T21:00:47.68849284Z,0,0,196.708,0,60.199997,2023-09-05T17:00:47,30.125,30.9375,33.75,23-09
temp,2023-09-05T21:01:47.86848584Z,0,0,196.708,0,60.179993,2023-09-05T17:01:47,30.125,31.0625,33.6875,23-09
temp,2023-09-05T21:02:48.06851684Z,0,0,196.708,0,60.200031,2023-09-05T17:02:48,30.125,31.125,33.625,23-09
temp,2023-09-05T21:03:48.15856684Z,0,0,196.708,0,60.09005,2023-09-05T17:03:48,30,31.0625,33.6875,23-09
temp,2023-09-05T21:04:48.30591084Z,0,0,196.708,0,60.147344,2023-09-05T17:04:48,30.0625,31.0625,33.75,23-09
temp,2023-09-05T21:05:48.54037384Z,0,0,196.708,0,60.234463,2023-09-05T17:05:48,30,31.0625,33.75,23-09
temp,2023-09-05T21:06:48.72850284Z,0,0,196.708,0,60.188129,2023-09-05T17:06:48,29.9375,31.0625,33.6875,23-09
temp,2023-09-05T21:07:48.85851684Z,0,0,196.708,0,60.130014,2023-09-05T17:07:48,30,31,33.6875,23-09
temp,2023-09-05T21:08:49.16049284Z,0,0,196.708,0,60.301976,2023-09-05T17:08:49,30.0625,31,33.6875,23-09
temp,2023-09-05T21:09:49.36858884Z,0,0,196.708,0,60.208096,2023-09-05T17:09:49,30,30.9375,33.6875,23-09
temp,2023-09-05T21:10:49.59891184Z,0,0,196.708,0,60.230323,2023-09-05T17:10:49,30,30.875,33.6875,23-09
temp,2023-09-05T21:11:49.78960284Z,0,0,196.708,0,60.190691,2023-09-05T17:11:49,29.9375,30.75,33.6875,23-09
temp,2023-09-05T21:12:50.01169684Z,0,0,196.708,0,60.222094,2023-09-05T17:12:50,29.9375,30.6875,33.625,23-09
temp,2023-09-05T21:13:50.19370884Z,0,0,196.708,0,60.182012,2023-09-05T17:13:50,29.875,30.6875,33.625,23-09
temp,2023-09-05T21:14:50.43645184Z,0,0,196.708,0,60.242743,2023-09-05T17:14:50,29.8125,30.6875,33.625,23-09
temp,2023-09-05T21:15:50.59646684Z,0,0,196.708,0,60.160015,2023-09-05T17:15:50,29.75,30.625,33.5625,23-09
temp,2023-09-05T21:16:50.86681784Z,0,0,196.708,0,60.270351,2023-09-05T17:16:50,29.8125,30.4375,33.5,23-09
temp,2023-09-05T21:17:50.98856384Z,0,0,196.708,0,60.121746,2023-09-05T17:17:50,29.8125,30.5,33.5,23-09
temp,2023-09-05T21:18:51.08690284Z,0,0,196.708,0,60.098339,2023-09-05T17:18:51,29.75,30.3125,33.4375,23-09
temp,2023-09-05T21:19:51.27162184Z,0,0,196.708,0,60.184719,2023-09-05T17:19:51,29.75,30.4375,33.4375,23-09
temp,2023-09-05T21:20:51.47137784Z,0,0,196.708,0,60.199756,2023-09-05T17:20:51,29.75,30.5,33.4375,23-09
temp,2023-09-05T21:21:51.71852484Z,0,0,196.708,0,60.247147,2023-09-05T17:21:51,29.6875,30.4375,33.4375,23-09
temp,2023-09-05T21:22:51.83857584Z,0,0,196.708,0,60.120051,2023-09-05T17:22:51,29.75,30.4375,33.4375,23-09
temp,2023-09-05T21:23:52.04003484Z,0,0,196.708,0,60.201459,2023-09-05T17:23:52,29.75,30.375,33.375,23-09
temp,2023-09-05T21:24:52.33909184Z,0,0,196.708,0,60.299057,2023-09-05T17:24:52,29.6875,30.4375,33.375,23-09
temp,2023-09-05T21:25:52.52159084Z,0,0,196.708,0,60.182499,2023-09-05T17:25:52,29.6875,30.375,33.3125,23-09
temp,2023-09-05T21:26:52.78803384Z,0,0,196.708,0,60.266443,2023-09-05T17:26:52,29.6875,30.4375,33.3125,23-09
temp,2023-09-05T21:27:52.92245484Z,0,0,196.708,0,60.134421,2023-09-05T17:27:52,29.6875,30.25,33.3125,23-09
temp,2023-09-05T21:28:53.16848984Z,0,0,196.708,0,60.246035,2023-09-05T17:28:53,29.75,30.3125,33.3125,23-09
temp,2023-09-05T21:29:53.41852784Z,0,0,196.708,0,60.250038,2023-09-05T17:29:53,29.6875,30.3125,33.3125,23-09
temp,2023-09-05T21:30:53.53853684Z,0,0,196.708,0,60.120009,2023-09-05T17:30:53,29.6875,30.375,33.25,23-09
temp,2023-09-05T21:31:53.84651184Z,0,0,196.708,0,60.307975,2023-09-05T17:31:53,29.6875,30.0625,33.25,23-09
temp,2023-09-05T21:32:54.06091384Z,0,0,196.708,0,60.214402,2023-09-05T17:32:54,29.625,30,33.25,23-09
temp,2023-09-05T21:33:54.26860084Z,0,0,196.708,0,60.207687,2023-09-05T17:33:54,29.625,30.0625,33.25,23-09
temp,2023-09-05T21:34:54.43851684Z,0,0,196.708,0,60.169916,2023-09-05T17:34:54,29.625,30.1875,33.25,23-09
temp,2023-09-05T21:35:54.68847484Z,0,0,196.708,0,60.249958,2023-09-05T17:35:54,29.6875,30.1875,33.25,23-09
temp,2023-09-05T21:36:54.89854184Z,0,0,196.708,0,60.210067,2023-09-05T17:36:54,29.625,30.1875,33.1875,23-09
temp,2023-09-05T21:37:55.06862284Z,0,0,196.708,0,60.170081,2023-09-05T17:37:55,29.5625,30.1875,33.25,23-09
temp,2023-09-05T21:38:55.31112484Z,0,0,196.708,0,60.242502,2023-09-05T17:38:55,29.5,30.1875,33.1875,23-09
temp,2023-09-05T21:39:55.53256584Z,0,0,196.708,0,60.221441,2023-09-05T17:39:55,29.5,30.0625,33.25,23-09
temp,2023-09-05T21:40:55.72698884Z,0,0,196.708,0,60.194423,2023-09-05T17:40:55,29.5,30.125,33.125,23-09
temp,2023-09-05T21:41:55.95908484Z,0,0,196.708,0,60.232096,2023-09-05T17:41:55,29.5,30.0625,33.0625,23-09
temp,2023-09-05T21:42:56.05854884Z,0,0,196.708,0,60.099464,2023-09-05T17:42:56,29.5,30.0625,33.0625,23-09
temp,2023-09-05T21:43:56.37857884Z,0,0,196.708,0,60.32003,2023-09-05T17:43:56,29.5625,30.0625,33.125,23-09
temp,2023-09-05T21:44:56.59648184Z,0,0,196.708,0,60.217903,2023-09-05T17:44:56,29.4375,30,33.0625,23-09
