name,time,Ahr2empty,avgVoltage,local_dt,medianV,pak2ndMinV,pak2ndMinV_ID,pakMinV,pakMinV_ID,soc
lowPack,2023-09-19T01:51:31.920251767Z,114.986,45.41,2023-09-18T21:51:31,3.24,3.22,11,3.15,27,19.13
lowPack,2023-09-19T01:52:02.639404418Z,114.841,45.39,2023-09-18T21:52:02,3.24,3.15,27,3.15,27,19.1
lowPack,2023-09-19T01:52:23.734453658Z,114.739,45.37,2023-09-18T21:52:23,3.24,3.15,27,3.15,27,19.09
lowPack,2023-09-19T01:52:54.358632582Z,114.593,45.35,2023-09-18T21:52:54,3.235,3.15,27,3.145,27,19.06
lowPack,2023-09-19T01:53:15.755524816Z,114.494,45.32,2023-09-18T21:53:15,3.235,3.21,11,3.145,27,19.05
lowPack,2023-09-19T01:53:46.269623398Z,114.35,45.31,2023-09-18T21:53:46,3.23,3.145,27,3.14,27,19.02
lowPack,2023-09-19T01:54:07.567178158Z,114.249,45.28,2023-09-18T21:54:07,3.23,3.14,27,3.14,27,19
lowPack,2023-09-19T01:54:38.074280787Z,114.103,45.26,2023-09-18T21:54:38,3.23,3.205,11,3.14,27,18.98
lowPack,2023-09-19T01:54:59.389458465Z,114.004,45.24,2023-09-18T21:54:59,3.23,3.135,27,3.135,27,18.96
lowPack,2023-09-19T01:55:30.104054623Z,113.86,45.21,2023-09-18T21:55:30,3.225,3.13,27,3.13,27,18.94
lowPack,2023-09-19T01:55:51.176843584Z,113.736,45.12,2023-09-18T21:55:51,3.22,3.13,27,3.115,27,18.92
lowPack,2023-09-19T01:56:21.787161887Z,113.563,45.09,2023-09-18T21:56:21,3.22,3.12,27,3.12,27,18.89
lowPack,2023-09-19T01:56:42.971293726Z,113.444,45.07,2023-09-18T21:56:42,3.215,3.19,11,3.12,27,18.87
lowPack,2023-09-19T01:57:13.686271605Z,113.27,45.03,2023-09-18T21:57:13,3.21,3.12,27,3.115,27,18.84
lowPack,2023-09-19T01:57:34.86954826Z,113.183,45.09,2023-09-18T21:57:34,3.22,3.19,7,3.115,27,18.83
lowPack,2023-09-19T01:58:05.524525057Z,113.126,45.22,2023-09-18T21:58:05,3.23,3.12,27,3.12,27,18.82
lowPack,2023-09-19T01:58:26.713078283Z,113.302,45.87,2023-09-18T21:58:26,3.265,3.17,27,3.135,27,18.85
lowPack,2023-09-19T01:58:57.369505813Z,113.709,46.28,2023-09-18T21:58:57,3.29,3.2,27,3.175,27,18.92
lowPack,2023-09-19T01:59:18.611520275Z,114.032,46.54,2023-09-18T21:59:18,3.3,3.205,27,3.205,27,18.97
lowPack,2023-09-19T01:59:49.240725162Z,114.499,46.67,2023-09-18T21:59:49,3.3,3.22,27,3.215,27,19.05
lowPack,2023-09-19T02:00:10.444029583Z,114.841,46.82,2023-09-18T22:00:10,3.32,3.24,27,3.23,27,19.1
lowPack,2023-09-19T02:00:41.063169267Z,115.325,46.91,2023-09-18T22:00:41,3.325,3.25,27,3.24,27,19.18
lowPack,2023-09-19T02:01:02.372856647Z,115.659,47,2023-09-18T22:01:02,3.33,3.255,27,3.25,27,19.24
lowPack,2023-09-19T02:01:32.950520788Z,116.139,47.09,2023-09-18T22:01:32,3.34,3.26,27,3.26,27,19.32
lowPack,2023-09-19T02:01:54.19801105Z,116.468,47.17,2023-09-18T22:01:54,3.34,3.315,7,3.27,27,19.37
lowPack,2023-09-19T02:02:24.799559141Z,116.946,47.25,2023-09-18T22:02:24,3.35,3.32,7,3.275,27,19.45
lowPack,2023-09-19T02:02:46.119562537Z,117.274,47.32,2023-09-18T22:02:46,3.35,3.285,27,3.28,27,19.51
lowPack,2023-09-19T02:03:16.717331695Z,117.754,47.39,2023-09-18T22:03:16,3.36,3.33,7,3.29,27,19.59
lowPack,2023-09-19T02:03:37.879638545Z,118.081,47.46,2023-09-18T22:03:37,3.365,3.3,27,3.3,27,19.64
lowPack,2023-09-19T02:04:08.525815432Z,118.558,47.54,2023-09-18T22:04:08,3.37,3.3,27,3.3,27,19.72
lowPack,2023-09-19T02:05:00.468239685Z,119.36,47.64,2023-09-18T22:05:00,3.38,3.32,27,3.31,27,19.86
lowPack,2023-09-19T02:05:21.571307613Z,119.688,47.73,2023-09-18T22:05:21,3.38,3.32,27,3.32,27,19.91
lowPack,2023-09-19T02:05:52.297193605Z,120.162,47.79,2023-09-18T22:05:52,3.39,3.33,27,3.325,27,19.99
lowPack,2023-09-24T23:43:06.433180738Z,120.049,45.33,2023-09-24T19:43:06,3.25,3.13,27,3.13,27,19.97
lowPack,2023-09-24T23:43:37.037368573Z,119.755,45.33,2023-09-24T19:43:37,3.25,3.13,27,3.13,27,19.92
lowPack,2023-09-24T23:43:58.217229832Z,119.558,45.36,2023-09-24T19:43:58,3.25,3.13,27,3.13,27,19.89
lowPack,2023-09-24T23:44:28.874575255Z,119.28,45.34,2023-09-24T19:44:28,3.245,3.13,27,3.125,27,19.84
lowPack,2023-09-24T23:44:50.142687738Z,119.088,45.31,2023-09-24T19:44:50,3.245,3.21,13,3.12,27,19.81
lowPack,2023-09-24T23:45:20.780827309Z,118.802,45.26,2023-09-24T19:45:20,3.24,3.12,27,3.115,27,19.76
lowPack,2023-09-24T23:45:41.967773901Z,118.602,45.21,2023-09-24T19:45:41,3.24,3.205,13,3.115,27,19.73
lowPack,2023-09-24T23:46:12.624521201Z,118.319,45.19,2023-09-24T19:46:12,3.235,3.11,27,3.11,27,19.68
lowPack,2023-09-24T23:46:33.813058748Z,118.121,45.14,2023-09-24T19:46:33,3.23,3.11,27,3.105,27,19.65
lowPack,2023-09-24T23:47:04.520532819Z,117.96,45.39,2023-09-24T19:47:04,3.245,3.105,27,3.105,27,19.62
lowPack,2023-09-24T23:47:25.717558546Z,117.767,45.16,2023-09-24T19:47:25,3.23,3.2,13,3.105,27,19.59
lowPack,2023-09-24T23:47:56.429156512Z,117.577,45.27,2023-09-24T19:47:56,3.25,3.1,27,3.1,27,19.56
lowPack,2023-09-24T23:48:17.783980805Z,117.684,46.05,2023-09-24T19:48:17,3.29,3.14,27,3.13,27,19.58
lowPack,2023-09-24T23:48:48.148083975Z,118.049,46.64,2023-09-24T19:48:48,3.32,3.21,27,3.175,27,19.64
lowPack,2023-09-24T23:49:09.549378216Z,118.363,46.96,2023-09-24T19:49:09,3.33,3.215,27,3.21,27,19.69
lowPack,2023-09-24T23:49:40.063919836Z,118.815,47.11,2023-09-24T19:49:40,3.345,3.23,27,3.23,27,19.77
lowPack,2023-09-24T23:50:01.366567368Z,119.133,47.24,2023-09-24T19:50:01,3.35,3.245,27,3.245,27,19.82
lowPack,2023-09-24T23:50:32.086651287Z,119.606,47.34,2023-09-24T19:50:32,3.36,3.26,27,3.25,27,19.9
lowPack,2023-09-24T23:50:53.176827362Z,119.931,47.44,2023-09-24T19:50:53,3.365,3.27,27,3.265,27,19.95
lowPack,2023-09-26T04:31:28.7890014Z,120.117,46.38,2023-09-26T00:31:28,3.305,3.22,27,3.21,27,19.98
lowPack,2023-09-26T04:31:50.034545866Z,119.993,46.2,2023-09-26T00:31:50,3.3,3.28,14,3.205,27,19.96
lowPack,2023-09-26T04:32:20.694288994Z,119.815,46.16,2023-09-26T00:32:20,3.3,3.2,27,3.2,27,19.93
lowPack,2023-09-26T04:32:41.926676561Z,119.694,46.13,2023-09-26T00:32:41,3.3,3.2,27,3.2,27,19.91
lowPack,2023-09-26T04:33:12.539004652Z,119.518,46.11,2023-09-26T00:33:12,3.295,3.2,27,3.2,27,19.88
lowPack,2023-09-26T04:33:33.725857997Z,119.393,46.07,2023-09-26T00:33:33,3.29,3.195,27,3.195,27,19.86
lowPack,2023-09-26T04:34:04.437490931Z,119.217,46.05,2023-09-26T00:34:04,3.29,3.27,11,3.19,27,19.83
lowPack,2023-09-26T04:34:25.619726506Z,119.097,46.03,2023-09-26T00:34:25,3.29,3.19,27,3.19,27,19.81
lowPack,2023-09-26T04:34:56.276395951Z,118.925,46.01,2023-09-26T00:34:56,3.29,3.19,27,3.19,27,19.78
lowPack,2023-09-26T04:35:17.468023011Z,118.805,45.99,2023-09-26T00:35:17,3.285,3.185,27,3.185,27,19.76
lowPack,2023-09-26T04:35:48.172057446Z,118.633,45.97,2023-09-26T00:35:48,3.285,3.18,27,3.18,27,19.73
lowPack,2023-09-26T04:36:09.438528956Z,118.515,45.94,2023-09-26T00:36:09,3.28,3.26,14,3.18,27,19.71
lowPack,2023-09-26T04:36:39.965327483Z,118.344,45.92,2023-09-26T00:36:39,3.28,3.26,11,3.18,27,19.69
lowPack,2023-09-26T04:37:31.972944691Z,118.051,45.88,2023-09-26T00:37:31,3.28,3.255,14,3.17,27,19.64
lowPack,2023-09-26T04:37:53.108861412Z,117.933,45.85,2023-09-26T00:37:53,3.275,3.25,14,3.17,27,19.62
lowPack,2023-09-26T04:38:23.708696945Z,117.76,45.82,2023-09-26T00:38:23,3.275,3.25,14,3.17,27,19.59
lowPack,2023-09-26T04:38:45.091815463Z,117.641,45.8,2023-09-26T00:38:45,3.27,3.17,27,3.165,27,19.57
lowPack,2023-09-26T04:39:15.67606908Z,117.47,45.78,2023-09-26T00:39:15,3.27,3.165,27,3.16,27,19.54
lowPack,2023-09-26T04:39:36.908008384Z,117.347,45.75,2023-09-26T00:39:36,3.27,3.16,27,3.16,27,19.52
lowPack,2023-09-26T04:40:07.625374818Z,117.177,45.73,2023-09-26T00:40:07,3.27,3.24,14,3.16,27,19.49
lowPack,2023-09-26T04:40:28.686070476Z,117.059,45.71,2023-09-26T00:40:28,3.265,3.16,27,3.155,27,19.47
lowPack,2023-09-26T04:40:59.437665157Z,116.896,45.69,2023-09-26T00:40:59,3.265,3.155,27,3.155,27,19.44
lowPack,2023-09-26T04:41:20.737357232Z,116.797,45.71,2023-09-26T00:41:20,3.265,3.155,27,3.155,27,19.43
lowPack,2023-09-26T04:41:51.255034756Z,116.645,45.69,2023-09-26T00:41:51,3.265,3.15,27,3.15,27,19.4
lowPack,2023-09-26T04:42:12.553424073Z,116.547,45.68,2023-09-26T00:42:12,3.26,3.15,27,3.15,27,19.39
lowPack,2023-09-26T04:42:43.16530724Z,116.414,45.7,2023-09-26T00:42:43,3.26,3.24,11,3.15,27,19.36
lowPack,2023-09-26T04:43:04.368731043Z,116.325,45.68,2023-09-26T00:43:04,3.26,3.15,27,3.15,27,19.35
lowPack,2023-09-26T04:43:35.085063111Z,116.198,45.67,2023-09-26T00:43:35,3.26,3.15,27,3.15,27,19.33
lowPack,2023-09-26T04:44:26.90003967Z,115.982,45.65,2023-09-26T00:44:26,3.26,3.15,27,3.145,27,19.29
lowPack,2023-09-26T04:44:48.194861553Z,115.893,45.62,2023-09-26T00:44:48,3.26,3.14,27,3.14,27,19.28
lowPack,2023-09-26T04:45:18.710375705Z,115.762,45.6,2023-09-26T00:45:18,3.26,3.14,27,3.14,27,19.26
lowPack,2023-09-26T04:45:39.853457532Z,115.674,45.59,2023-09-26T00:45:39,3.255,3.14,27,3.14,27,19.24
lowPack,2023-09-26T04:46:10.511701367Z,115.546,45.57,2023-09-26T00:46:10,3.255,3.135,27,3.135,27,19.22
lowPack,2023-09-26T04:46:31.777823337Z,115.455,45.54,2023-09-26T00:46:31,3.25,3.23,11,3.13,27,19.21
lowPack,2023-09-26T04:47:02.399982315Z,115.327,45.53,2023-09-26T00:47:02,3.25,3.13,27,3.13,27,19.18
lowPack,2023-09-26T04:47:54.246903563Z,115.108,45.5,2023-09-26T00:47:54,3.25,3.13,27,3.13,27,19.15
lowPack,2023-09-26T04:48:15.441044019Z,115.019,45.47,2023-09-26T00:48:15,3.25,3.125,27,3.125,27,19.13
lowPack,2023-09-26T04:48:46.15180801Z,114.889,45.45,2023-09-26T00:48:46,3.245,3.22,11,3.12,27,19.11
lowPack,2023-09-26T04:49:07.330258725Z,114.8,45.43,2023-09-26T00:49:07,3.245,3.22,11,3.12,27,19.1
lowPack,2023-09-26T04:49:37.935108561Z,114.67,45.41,2023-09-26T00:49:37,3.24,3.12,27,3.12,27,19.07
lowPack,2023-09-26T04:49:59.291153925Z,114.582,45.4,2023-09-26T00:49:59,3.24,3.12,27,3.12,27,19.06
lowPack,2023-09-26T04:50:29.846585733Z,114.453,45.38,2023-09-26T00:50:29,3.24,3.115,27,3.115,27,19.04
lowPack,2023-09-26T04:50:51.106596169Z,114.363,45.35,2023-09-26T00:50:51,3.24,3.21,14,3.11,27,19.02
lowPack,2023-09-26T04:51:21.67595827Z,114.234,45.34,2023-09-26T00:51:21,3.24,3.11,27,3.11,27,19
lowPack,2023-09-26T04:51:43.125381037Z,114.145,45.31,2023-09-26T00:51:43,3.24,3.21,11,3.11,27,18.99
lowPack,2023-09-26T04:52:13.589491305Z,114.016,45.3,2023-09-26T00:52:13,3.235,3.11,27,3.105,27,18.97
lowPack,2023-09-26T04:52:34.942655743Z,113.943,45.32,2023-09-26T00:52:34,3.24,3.105,27,3.105,27,18.95
lowPack,2023-09-26T04:53:05.427330365Z,113.877,45.4,2023-09-26T00:53:05,3.22,3.11,27,3.11,27,18.94
lowPack,2023-09-26T04:53:26.60609927Z,113.834,45.41,2023-09-26T00:53:26,3.24,3.21,14,3.11,27,18.94
lowPack,2023-09-26T04:53:57.262342334Z,113.77,45.41,2023-09-26T00:53:57,3.24,3.11,27,3.11,27,18.93
lowPack,2023-09-26T04:54:18.504653303Z,113.725,45.4,2023-09-26T00:54:18,3.24,3.11,27,3.11,27,18.92
lowPack,2023-09-26T04:54:49.161644262Z,113.66,45.4,2023-09-26T00:54:49,3.24,3.11,27,3.11,27,18.91
lowPack,2023-09-26T04:55:10.345426898Z,113.617,45.39,2023-09-26T00:55:10,3.24,3.11,27,3.11,27,18.9
lowPack,2023-09-26T04:55:40.955903115Z,113.558,45.4,2023-09-26T00:55:40,3.24,3.11,27,3.11,27,18.89
lowPack,2023-09-26T04:56:02.191672478Z,113.521,45.41,2023-09-26T00:56:02,3.24,3.11,27,3.11,27,18.88
lowPack,2023-09-26T04:56:32.864810356Z,113.468,45.4,2023-09-26T00:56:32,3.24,3.11,27,3.11,27,18.87
lowPack,2023-09-26T04:56:54.085733755Z,113.429,45.39,2023-09-26T00:56:54,3.24,3.11,27,3.11,27,18.87
lowPack,2023-09-26T04:57:24.697493853Z,113.375,45.39,2023-09-26T00:57:24,3.24,3.11,27,3.11,27,18.86
lowPack,2023-09-26T04:57:45.932535128Z,113.336,45.38,2023-09-26T00:57:45,3.24,3.21,11,3.11,27,18.85
lowPack,2023-09-26T04:58:16.535512267Z,113.284,45.38,2023-09-26T00:58:16,3.24,3.11,27,3.11,27,18.84
lowPack,2023-09-26T04:58:37.839896121Z,113.248,45.37,2023-09-26T00:58:37,3.24,3.105,27,3.105,27,18.84
lowPack,2023-09-26T04:59:08.561558888Z,113.196,45.37,2023-09-26T00:59:08,3.24,3.105,27,3.105,27,18.83
lowPack,2023-09-26T04:59:29.704334128Z,113.158,45.36,2023-09-26T00:59:29,3.24,3.21,11,3.105,27,18.82
lowPack,2023-09-26T05:00:00.38626675Z,113.105,45.35,2023-09-26T01:00:00,3.24,3.105,27,3.1,27,18.81
lowPack,2023-09-26T05:00:52.1968319Z,113.014,45.34,2023-09-26T01:00:52,3.24,3.21,11,3.1,27,18.8
lowPack,2023-09-26T05:01:13.376533341Z,112.977,45.33,2023-09-26T01:01:13,3.24,3.1,27,3.1,27,18.79
lowPack,2023-09-26T05:01:44.219633137Z,112.924,45.33,2023-09-26T01:01:44,3.24,3.1,27,3.1,27,18.78
lowPack,2023-09-26T05:02:05.31258081Z,112.888,45.32,2023-09-26T01:02:05,3.24,3.205,14,3.1,27,18.78
lowPack,2023-09-26T05:02:35.829051645Z,112.837,45.32,2023-09-26T01:02:35,3.235,3.205,11,3.1,27,18.77
lowPack,2023-09-26T05:02:57.048938884Z,112.8,45.31,2023-09-26T01:02:57,3.235,3.205,11,3.1,27,18.76
lowPack,2023-09-26T05:03:27.695131063Z,112.746,45.3,2023-09-26T01:03:27,3.235,3.1,27,3.1,27,18.75
lowPack,2023-09-26T05:03:48.944590974Z,112.709,45.29,2023-09-26T01:03:48,3.235,3.1,27,3.095,27,18.75
lowPack,2023-09-26T05:04:19.657055638Z,112.655,45.29,2023-09-26T01:04:19,3.235,3.1,27,3.095,27,18.74
lowPack,2023-09-26T05:04:40.747778903Z,112.617,45.28,2023-09-26T01:04:40,3.23,3.095,27,3.095,27,18.73
lowPack,2023-09-26T05:05:11.477662211Z,112.563,45.27,2023-09-26T01:05:11,3.23,3.095,27,3.095,27,18.72
lowPack,2023-09-26T05:05:32.656300867Z,112.527,45.27,2023-09-26T01:05:32,3.23,3.095,27,3.09,27,18.72
lowPack,2023-09-26T05:06:03.293941167Z,112.474,45.26,2023-09-26T01:06:03,3.23,3.09,27,3.09,27,18.71
lowPack,2023-09-26T05:06:24.481881856Z,112.438,45.25,2023-09-26T01:06:24,3.23,3.09,27,3.09,27,18.7
lowPack,2023-09-26T05:06:55.13599056Z,112.386,45.25,2023-09-26T01:06:55,3.23,3.09,27,3.09,27,18.69
lowPack,2023-09-26T05:07:16.324670574Z,112.35,45.24,2023-09-26T01:07:16,3.23,3.09,27,3.09,27,18.69
lowPack,2023-09-26T05:07:47.043376774Z,112.296,45.23,2023-09-26T01:07:47,3.22,3.09,27,3.09,27,18.68
lowPack,2023-09-26T05:08:08.211227391Z,112.259,45.22,2023-09-26T01:08:08,3.23,3.09,27,3.09,27,18.67
lowPack,2023-09-26T05:08:38.817040562Z,112.208,45.22,2023-09-26T01:08:38,3.23,3.085,27,3.085,27,18.67
lowPack,2023-09-26T05:09:00.062806765Z,112.172,45.21,2023-09-26T01:09:00,3.23,3.195,14,3.085,27,18.66
lowPack,2023-09-26T05:09:30.669078444Z,112.119,45.2,2023-09-26T01:09:30,3.23,3.085,27,3.085,27,18.65
lowPack,2023-09-26T05:09:51.968724196Z,112.082,45.19,2023-09-26T01:09:51,3.23,3.195,14,3.085,27,18.64
lowPack,2023-09-26T05:10:22.565917857Z,112.03,45.19,2023-09-26T01:10:22,3.23,3.195,11,3.08,27,18.64
lowPack,2023-09-26T05:10:43.825386337Z,111.994,45.18,2023-09-26T01:10:43,3.23,3.08,27,3.08,27,18.63
lowPack,2023-09-26T05:11:14.41175034Z,111.94,45.17,2023-09-26T01:11:14,3.225,3.08,27,3.08,27,18.62
lowPack,2023-09-26T05:11:35.602283605Z,111.903,45.16,2023-09-26T01:11:35,3.225,3.08,27,3.08,27,18.61
lowPack,2023-09-26T05:12:06.310806305Z,111.851,45.16,2023-09-26T01:12:06,3.225,3.19,11,3.08,27,18.61
lowPack,2023-09-26T05:12:27.688793029Z,111.813,45.14,2023-09-26T01:12:27,3.22,3.08,27,3.08,27,18.6
lowPack,2023-09-26T05:12:58.141552935Z,111.757,45.13,2023-09-26T01:12:58,3.22,3.08,27,3.08,27,18.59
lowPack,2023-09-26T05:13:19.338959359Z,111.719,45.12,2023-09-26T01:13:19,3.22,3.08,27,3.08,27,18.58
lowPack,2023-09-26T05:13:50.231156061Z,111.713,45.21,2023-09-26T01:13:50,3.23,3.19,11,3.08,27,18.58
lowPack,2023-09-26T05:14:11.326804213Z,111.9,45.78,2023-09-26T01:14:11,3.26,3.2,11,3.09,27,18.61
lowPack,2023-09-26T05:14:42.049254669Z,112.322,46.19,2023-09-26T01:14:42,3.29,3.125,27,3.12,27,18.68
lowPack,2023-09-26T05:15:03.145121633Z,112.667,46.46,2023-09-26T01:15:03,3.3,3.26,7,3.16,27,18.74
lowPack,2023-09-26T05:15:33.864085639Z,113.142,46.56,2023-09-26T01:15:33,3.31,3.17,27,3.17,27,18.82
lowPack,2023-09-26T05:15:55.159685075Z,113.47,46.67,2023-09-26T01:15:55,3.31,3.28,7,3.185,27,18.88
lowPack,2023-09-26T05:16:25.675848263Z,113.946,46.77,2023-09-26T01:16:25,3.32,3.195,27,3.195,27,18.96
lowPack,2023-09-26T05:16:46.978264433Z,114.272,46.86,2023-09-26T01:16:46,3.325,3.295,7,3.205,27,19.01
lowPack,2023-09-26T05:17:17.489958359Z,114.744,46.95,2023-09-26T01:17:17,3.335,3.22,27,3.215,27,19.09
lowPack,2023-09-26T05:17:38.782761616Z,115.074,47.04,2023-09-26T01:17:38,3.34,3.225,27,3.225,27,19.14
lowPack,2023-09-26T05:18:09.512731241Z,115.539,47.1,2023-09-26T01:18:09,3.345,3.315,7,3.23,27,19.22
lowPack,2023-09-26T05:18:30.510193576Z,115.865,47.18,2023-09-26T01:18:30,3.35,3.24,27,3.24,27,19.27
lowPack,2023-09-26T05:19:01.326471521Z,116.329,47.25,2023-09-26T01:19:01,3.355,3.25,27,3.25,27,19.35
lowPack,2023-09-26T05:19:22.625071121Z,116.657,47.32,2023-09-26T01:19:22,3.36,3.33,7,3.26,27,19.41
lowPack,2023-09-26T05:19:53.141283625Z,117.123,47.39,2023-09-26T01:19:53,3.365,3.265,27,3.265,27,19.48
lowPack,2023-09-26T05:20:14.441990738Z,117.447,47.47,2023-09-26T01:20:14,3.37,3.345,20,3.275,27,19.54
lowPack,2023-09-26T05:20:44.899210746Z,117.926,47.55,2023-09-26T01:20:44,3.38,3.28,27,3.28,27,19.62
lowPack,2023-09-26T05:21:06.09627959Z,118.275,47.64,2023-09-26T01:21:06,3.38,3.29,27,3.29,27,19.68
lowPack,2023-09-26T05:21:36.769713176Z,118.734,47.67,2023-09-26T01:21:36,3.385,3.295,27,3.295,27,19.75
lowPack,2023-09-26T05:21:57.978579175Z,119.073,47.74,2023-09-26T01:21:57,3.39,3.305,27,3.3,27,19.81
lowPack,2023-09-26T05:22:28.780357864Z,119.552,47.81,2023-09-26T01:22:28,3.395,3.31,27,3.305,27,19.89
lowPack,2023-09-26T05:22:49.903996359Z,119.901,47.9,2023-09-26T01:22:49,3.4,3.375,7,3.315,27,19.95
lowPack,2023-09-26T08:48:10.741529902Z,120.042,46.3,2023-09-26T04:48:10,3.31,3.22,27,3.22,27,19.97
lowPack,2023-09-26T08:48:31.93964548Z,119.926,46.29,2023-09-26T04:48:31,3.31,3.22,27,3.22,27,19.95
lowPack,2023-09-26T08:49:02.650372249Z,119.759,46.27,2023-09-26T04:49:02,3.305,3.215,27,3.215,27,19.92
lowPack,2023-09-26T08:49:23.828914204Z,119.641,46.24,2023-09-26T04:49:23,3.305,3.215,27,3.215,27,19.9
lowPack,2023-09-26T08:49:54.561526132Z,119.474,46.22,2023-09-26T04:49:54,3.305,3.21,27,3.21,27,19.87
lowPack,2023-09-26T08:50:15.670014155Z,119.356,46.2,2023-09-26T04:50:15,3.3,3.21,27,3.21,27,19.85
lowPack,2023-09-26T08:51:07.586582035Z,119.087,46.19,2023-09-26T04:51:07,3.3,3.21,27,3.21,27,19.81
lowPack,2023-09-26T08:51:38.172992275Z,118.942,46.19,2023-09-26T04:51:38,3.3,3.21,27,3.205,27,19.79
lowPack,2023-09-26T08:51:59.414537833Z,118.841,46.18,2023-09-26T04:51:59,3.3,3.205,27,3.205,27,19.77
lowPack,2023-09-26T08:52:30.017285744Z,118.696,46.16,2023-09-26T04:52:29,3.3,3.205,27,3.2,27,19.74
lowPack,2023-09-26T08:52:51.259518963Z,118.596,46.14,2023-09-26T04:52:51,3.3,3.2,27,3.2,27,19.73
lowPack,2023-09-26T08:53:21.930831858Z,118.451,46.12,2023-09-26T04:53:21,3.295,3.2,27,3.2,27,19.7
lowPack,2023-09-26T08:53:43.100501657Z,118.349,46.1,2023-09-26T04:53:43,3.29,3.2,27,3.2,27,19.69
lowPack,2023-09-26T08:54:13.760698195Z,118.204,46.09,2023-09-26T04:54:13,3.29,3.2,27,3.195,27,19.66
lowPack,2023-09-26T08:54:34.953407183Z,118.104,46.07,2023-09-26T04:54:34,3.29,3.195,27,3.195,27,19.65
lowPack,2023-09-26T08:55:05.603692035Z,117.96,46.05,2023-09-26T04:55:05,3.29,3.19,27,3.19,27,19.62
lowPack,2023-09-26T08:55:26.871256467Z,117.859,46.03,2023-09-26T04:55:26,3.29,3.19,27,3.19,27,19.61
lowPack,2023-09-26T08:55:57.500018499Z,117.717,46.01,2023-09-26T04:55:57,3.29,3.19,27,3.19,27,19.58
lowPack,2023-09-26T08:56:18.691848441Z,117.658,46.12,2023-09-26T04:56:18,3.295,3.19,27,3.19,27,19.57
lowPack,2023-09-26T08:56:49.346564977Z,117.575,46.13,2023-09-26T04:56:49,3.295,3.195,27,3.195,27,19.56
lowPack,2023-09-26T08:57:10.532035583Z,117.517,46.12,2023-09-26T04:57:10,3.295,3.27,11,3.195,27,19.55
lowPack,2023-09-26T08:57:41.139845207Z,117.434,46.12,2023-09-26T04:57:41,3.29,3.27,11,3.195,27,19.53
lowPack,2023-09-26T08:58:02.575655514Z,117.376,46.11,2023-09-26T04:58:02,3.29,3.195,27,3.19,27,19.52
lowPack,2023-09-26T08:58:33.089377548Z,117.291,46.1,2023-09-26T04:58:33,3.29,3.19,27,3.19,27,19.51
lowPack,2023-09-26T08:58:54.273568867Z,117.232,46.09,2023-09-26T04:58:54,3.29,3.19,27,3.19,27,19.5
lowPack,2023-09-26T08:59:24.882398222Z,117.156,46.1,2023-09-26T04:59:24,3.29,3.19,27,3.19,27,19.49
lowPack,2023-09-26T08:59:46.201740969Z,117.107,46.11,2023-09-26T04:59:46,3.29,3.19,27,3.19,27,19.48
lowPack,2023-09-26T09:00:16.919236831Z,117.035,46.1,2023-09-26T05:00:16,3.29,3.19,27,3.19,27,19.47
lowPack,2023-09-26T09:00:38.00545791Z,116.986,46.09,2023-09-26T05:00:37,3.29,3.19,27,3.19,27,19.46
lowPack,2023-09-26T09:01:08.727781566Z,116.914,46.08,2023-09-26T05:01:08,3.29,3.19,27,3.19,27,19.45
lowPack,2023-09-26T09:01:29.83432084Z,116.864,46.07,2023-09-26T05:01:29,3.29,3.19,27,3.19,27,19.44
lowPack,2023-09-26T09:02:00.463729555Z,116.792,46.07,2023-09-26T05:02:00,3.29,3.19,27,3.185,27,19.43
lowPack,2023-09-26T09:02:21.849583036Z,116.741,46.05,2023-09-26T05:02:21,3.29,3.185,27,3.185,27,19.42
lowPack,2023-09-26T09:03:13.661939485Z,116.618,46.05,2023-09-26T05:03:13,3.29,3.185,27,3.185,27,19.4
lowPack,2023-09-26T09:04:05.482888813Z,116.394,45.92,2023-09-26T05:04:05,3.255,3.15,27,3.145,27,19.36
lowPack,2023-09-26T09:04:36.199033902Z,116.036,45.31,2023-09-26T05:04:36,3.245,3.13,27,3.13,27,19.3
lowPack,2023-09-26T09:04:57.495219287Z,115.777,45.2,2023-09-26T05:04:57,3.24,3.12,27,3.12,27,19.26
lowPack,2023-09-26T09:05:28.004099536Z,115.409,45.1,2023-09-26T05:05:27,3.23,3.12,27,3.11,27,19.2
lowPack,2023-09-26T09:05:49.313066047Z,115.158,45.02,2023-09-26T05:05:49,3.225,3.11,27,3.105,27,19.16
lowPack,2023-09-26T09:06:40.977062359Z,114.539,44.9,2023-09-26T05:06:40,3.215,3.09,27,3.09,27,19.05
lowPack,2023-09-26T09:07:11.633490621Z,114.162,44.76,2023-09-26T05:07:11,3.21,3.09,27,3.07,27,18.99
lowPack,2023-09-26T09:07:32.88257545Z,113.883,44.64,2023-09-26T05:07:32,3.195,3.165,13,3.06,27,18.94
lowPack,2023-09-26T09:08:03.665394238Z,113.496,44.56,2023-09-26T05:08:03,3.195,3.06,27,3.055,27,18.88
lowPack,2023-09-26T09:08:24.714651561Z,113.43,45.13,2023-09-26T05:08:24,3.24,3.155,13,3.045,27,18.87
lowPack,2023-09-26T09:08:55.372449615Z,113.727,46.08,2023-09-26T05:08:55,3.29,3.14,27,3.115,27,18.92
lowPack,2023-09-26T09:09:16.557841655Z,114.023,46.51,2023-09-26T05:09:16,3.305,3.265,7,3.17,27,18.97
