name,time,avg_temp_closet,avg_temp_outdoor,avg_temp_shed,heater,heater_kWhr,heater_on,heater_watts,interval,local_dt,max_temp_closet,min_temp_closet,yr_mo
m30_temp,2023-10-24T03:30:00Z,16.195833333333333,8.091666666666667,13.872916666666667,0,0,0,0,1805.9111189999999,2023-10-23T23:30:40,16.375,16.0625,23-10
m30_temp,2023-10-24T04:00:00Z,15.962499999999999,7.329166666666667,13.433333333333332,0,0,0,0,1805.9788560000002,2023-10-24T00:00:46,16.125,15.8125,23-10
m30_temp,2023-10-24T04:30:00Z,15.714583333333332,7.377083333333335,13.029166666666667,0,0,0,0,1805.2899940000002,2023-10-24T00:30:52,15.8125,15.5625,23-10
m30_temp,2023-10-24T05:00:00Z,15.668750000000003,7.100520833333333,12.814583333333333,1,0.043000000000006366,841.4563906399999,85.40000000000002,1744.45794764,2023-10-24T01:00:58,16.5625,15.4375,23-10
m30_temp,2023-10-24T05:30:00Z,16.879166666666666,6.908333333333334,12.654166666666667,1,0.02200000000001978,482.206829,48.86666666666667,1806.463958,2023-10-24T01:30:02,17.75,16.375,23-10
m30_temp,2023-10-24T06:00:00Z,16.15625,6.356249999999999,12.295833333333334,0,0,0,0,1805.819056,2023-10-24T02:00:09,16.375,15.9375,23-10
m30_temp,2023-10-24T06:30:00Z,15.785416666666668,5.729166666666667,11.55625,0,0,0,0,1805.3171140000002,2023-10-24T02:30:14,15.9375,15.625,23-10
m30_temp,2023-10-24T07:00:00Z,15.879166666666665,6.029166666666668,11.704166666666667,1,0.03899999999998727,782.828457,79.33333333333333,1806.3599049999998,2023-10-24T03:00:20,17.125,15.4375,23-10
m30_temp,2023-10-24T07:30:00Z,16.63958333333333,5.96875,11.672916666666666,1,0.007999999999981355,181.192273,18.3,1805.8217610000002,2023-10-24T03:30:26,17.6875,16,23-10
m30_temp,2023-10-24T08:00:00Z,15.75625,5.764583333333333,11.452083333333334,0,0,0,0,1804.6881950000002,2023-10-24T04:00:32,16,15.5625,23-10
m30_temp,2023-10-24T08:30:00Z,16.420833333333334,5.379166666666666,11.241666666666665,1,0.04400000000001114,843.184943,85.63333333333334,1806.32378,2023-10-24T04:30:37,17.625,15.4375,23-10
m30_temp,2023-10-24T09:00:00Z,15.960416666666667,5.233333333333333,11.00625,0,0,0,0,1805.565464,2023-10-24T05:00:43,16.5625,15.625,23-10
m30_temp,2023-10-24T09:30:00Z,16.289583333333333,5.260416666666667,10.822916666666666,1,0.03999999999999204,782.896798,79.46666666666668,1806.540738,2023-10-24T05:30:49,17.625,15.4375,23-10
m30_temp,2023-10-24T10:00:00Z,15.956770833333332,4.842708333333333,10.622395833333334,0,0,0,0,1745.442254,2023-10-24T06:00:55,16.6875,15.5625,23-10
m30_temp,2023-10-24T10:30:00Z,16.402083333333334,4.672916666666667,10.38125,1,0.04400000000001114,843.2775570000001,85.8,1806.3353,2023-10-24T06:30:01,17.6875,15.4375,23-10
m30_temp,2023-10-24T11:00:00Z,15.920833333333334,4.295833333333333,10.2,0,0,0,0,1805.6324690000001,2023-10-24T07:00:07,16.625,15.5,23-10
m30_temp,2023-10-24T11:30:00Z,16.554166666666667,4.908333333333334,10.122916666666667,1,0.03999999999999204,783.158524,79.3,1806.6832510000002,2023-10-24T07:30:12,17.5625,15.4375,23-10
m30_temp,2023-10-24T12:00:00Z,15.800000000000002,5.577083333333334,9.997916666666667,1,0.020000000000010232,421.24647400000003,42.833333333333336,1806.31782,2023-10-24T08:00:19,16.625,15.4375,23-10
m30_temp,2023-10-24T12:30:00Z,16.585416666666667,5.866666666666666,9.685416666666667,1,0.016999999999995907,361.506291,36.699999999999996,1806.268928,2023-10-24T08:30:25,17.625,15.8125,23-10
m30_temp,2023-10-24T13:00:00Z,15.633333333333335,7.227083333333333,9.793750000000001,0,0,0,0,1805.776205,2023-10-24T09:00:32,15.8125,15.5625,23-10
m30_temp,2023-10-24T13:30:00Z,16.529166666666665,12.795833333333334,10.610416666666666,1,0.03700000000000614,721.8645849999999,73.1,1805.4817020000003,2023-10-24T09:30:37,17.625,15.4375,23-10
m30_temp,2023-10-24T14:00:00Z,16.25208333333333,19.922916666666666,11.402083333333332,0,0,0,0,1805.752023,2023-10-24T10:00:43,16.4375,16.125,23-10
m30_temp,2023-10-24T14:30:00Z,16.385416666666668,17.068749999999998,12.09375,0,0,0,0,1805.660026,2023-10-24T10:30:49,16.5,16.25,23-10
m30_temp,2023-10-24T15:00:00Z,16.4578125,16.868229166666666,12.737499999999999,0,0,0,0,1745.3985230000003,2023-10-24T11:00:54,16.625,16.3125,23-10
m30_temp,2023-10-24T15:30:00Z,16.16875,11.016666666666666,13.052083333333334,0,0,0,0,1805.271475,2023-10-24T11:30:00,16.375,16,23-10
m30_temp,2023-10-24T16:00:00Z,15.918750000000001,12.154166666666669,13.327083333333333,0,0,0,0,1805.222737,2023-10-24T12:00:05,16.0625,15.8125,23-10
m30_temp,2023-10-24T16:30:00Z,15.743749999999999,13.575000000000001,13.627083333333331,0,0,0,0,1805.187296,2023-10-24T12:30:10,15.875,15.625,23-10
m30_temp,2023-10-24T17:00:00Z,15.579166666666666,12.806249999999999,13.954166666666666,1,0,0,0,1804.5589949999999,2023-10-24T13:00:15,15.6875,15.4375,23-10
m30_temp,2023-10-24T17:30:00Z,16.679166666666667,13.879166666666665,14.216666666666667,1,0.06099999999997863,1203.1200039999999,121.76666666666667,1805.2209279999997,2023-10-24T13:30:20,17.625,15.4375,23-10
m30_temp,2023-10-24T18:00:00Z,16.466666666666665,15.529166666666667,14.627083333333333,0,0,0,0,1805.31619,2023-10-24T14:00:25,16.6875,16.25,23-10
m30_temp,2023-10-24T18:30:00Z,16.10625,15.879166666666665,14.945833333333333,0,0,0,0,1805.453855,2023-10-24T14:30:31,16.25,16.0625,23-10
m30_temp,2023-10-24T19:00:00Z,16.15416666666667,21.810416666666665,15.268749999999997,0,0,0,0,1805.257268,2023-10-24T15:00:36,16.25,16.0625,23-10
m30_temp,2023-10-24T19:30:00Z,16.245833333333334,17.218749999999996,16.06041666666667,0,0,0,0,1804.6807030000002,2023-10-24T15:30:41,16.25,16.1875,23-10
m30_temp,2023-10-24T20:00:00Z,16.195833333333333,14.302083333333334,16.477083333333336,0,0,0,0,1804.5855150000002,2023-10-24T16:00:46,16.25,16.125,23-10
m30_temp,2023-10-24T20:30:00Z,16.118750000000002,14.114583333333334,16.677083333333332,0,0,0,0,1805.2807360000002,2023-10-24T16:30:50,16.1875,16.0625,23-10
m30_temp,2023-10-24T21:00:00Z,16.03125,13.665104166666667,16.776041666666668,0,0,0,0,1745.1060300000001,2023-10-24T17:00:56,16.0625,16,23-10
m30_temp,2023-10-24T21:30:00Z,15.970833333333333,13.387500000000001,16.997916666666665,0,0,0,0,1805.5065490000002,2023-10-24T17:30:01,16.0625,15.9375,23-10
m30_temp,2023-10-24T22:00:00Z,16.05,13.362499999999999,17.09375,0,0,0,0,1805.343581,2023-10-24T18:00:06,16.1875,15.9375,23-10
m30_temp,2023-10-24T22:30:00Z,16.260416666666668,12.629166666666665,16.960416666666667,0,0,0,0,1805.149625,2023-10-24T18:30:12,16.3125,16.1875,23-10
m30_temp,2023-10-24T23:00:00Z,16.2375,12.127083333333331,16.74791666666667,0,0,0,0,1804.5300229999998,2023-10-24T19:00:17,16.3125,16.1875,23-10
m30_temp,2023-10-24T23:30:00Z,16.172916666666666,11.497916666666667,16.38125,0,0,0,0,1804.5138789999999,2023-10-24T19:30:21,16.25,16.125,23-10
m30_temp,2023-10-25T00:00:00Z,16.089583333333334,11.03125,15.96875,0,0,0,0,1805.820011,2023-10-24T20:00:26,16.125,16.0625,23-10
m30_temp,2023-10-25T00:30:00Z,16.0125,10.608333333333333,15.389583333333333,0,0,0,0,1805.3261059999998,2023-10-24T20:30:32,16.0625,15.9375,23-10
m30_temp,2023-10-25T01:00:00Z,15.904166666666667,10.258333333333333,14.952083333333334,0,0,0,0,1805.367879,2023-10-24T21:00:37,15.9375,15.8125,23-10
m30_temp,2023-10-25T01:30:00Z,15.78125,10.145833333333334,15.258333333333333,0,0,0,0,1804.072106,2023-10-24T21:30:42,15.875,15.6875,23-10
m30_temp,2023-10-25T02:00:00Z,15.645833333333334,9.452083333333333,14.69375,0,0,0,0,1804.781311,2023-10-24T22:00:46,15.75,15.5625,23-10
m30_temp,2023-10-25T02:30:00Z,15.685416666666669,9.085416666666667,14.21875,1,0.034000000000020236,661.999605,66.86666666666667,1806.1586969999998,2023-10-24T22:30:51,16.625,15.4375,23-10
m30_temp,2023-10-25T03:00:00Z,16.87708333333333,9.002604166666666,14.283854166666666,1,0.02199999999999136,481.703621,48.63333333333333,1745.1140309999998,2023-10-24T23:00:58,17.5625,16.375,23-10
m30_temp,2023-10-25T03:30:00Z,16.2625,8.710416666666665,14.106250000000003,0,0,0,0,1805.694225,2023-10-24T23:30:03,16.375,16.125,23-10
m30_temp,2023-10-25T04:00:00Z,15.966666666666667,8.3375,13.8125,0,0,0,0,1805.2167329999997,2023-10-25T00:00:08,16.125,15.8125,23-10
m30_temp,2023-10-25T04:30:00Z,15.737499999999999,8.6,13.683333333333335,0,0,0,0,1805.4950290000002,2023-10-25T00:30:14,15.875,15.625,23-10
m30_temp,2023-10-25T05:00:00Z,15.570833333333333,8.883333333333333,13.589583333333332,1,0,0,0,1804.670825985,2023-10-25T01:00:19,15.625,15.4375,23-10
m30_temp,2023-10-25T05:30:00Z,16.702083333333334,8.639583333333334,13.822916666666666,1,0.04599999999999227,903.129034,91.46666666666665,1805.690181,2023-10-25T01:30:24,17.625,15.5,23-10
m30_temp,2023-10-25T06:00:00Z,16.2,8.4625,13.633333333333333,0,0,0,0,1805.3504040000003,2023-10-25T02:00:29,16.5,15.9375,23-10
m30_temp,2023-10-25T06:30:00Z,15.797916666666666,8.358333333333333,13.541666666666664,0,0,0,0,1805.1996960000001,2023-10-25T02:30:35,15.9375,15.625,23-10
m30_temp,2023-10-25T07:00:00Z,15.577083333333334,8.15625,13.497916666666667,0,0,0,0,1805.139645,2023-10-25T03:00:40,15.6875,15.5,23-10
m30_temp,2023-10-25T07:30:00Z,16.670833333333334,8.072916666666666,13.314583333333333,1,0.043000000000006366,842.603509,85.63333333333333,1806.120068,2023-10-25T03:30:45,17.625,15.4375,23-10
m30_temp,2023-10-25T08:00:00Z,16.045833333333334,7.947916666666665,13.181249999999999,0,0,0,0,1804.9306459999998,2023-10-25T04:00:51,16.4375,15.8125,23-10
m30_temp,2023-10-25T08:30:00Z,15.655729166666665,7.7078125,12.958333333333334,0,0,0,0,1744.419959,2023-10-25T04:30:56,15.8125,15.5,23-10
m30_temp,2023-10-25T09:00:00Z,16.479166666666664,7.620833333333334,12.90625,1,0.04099999999999682,782.559065,79.13333333333333,1806.1647,2023-10-25T05:00:00,17.6875,15.4375,23-10
m30_temp,2023-10-25T09:30:00Z,16.08125,7.222916666666666,12.654166666666667,0,0,0,0,1805.018509,2023-10-25T05:30:07,16.625,15.75,23-10
m30_temp,2023-10-25T10:00:00Z,15.658333333333333,7.314583333333332,12.620833333333332,0,0,0,0,1805.4361819999997,2023-10-25T06:00:12,15.8125,15.5625,23-10
m30_temp,2023-10-25T10:30:00Z,16.508333333333336,7.199999999999999,12.539583333333333,1,0.040000000000020464,782.801627,78.53333333333333,1805.9023420000003,2023-10-25T06:30:17,17.5625,15.4375,23-10
m30_temp,2023-10-25T11:00:00Z,15.870833333333332,6.935416666666666,12.35,0,0,0,0,1805.3077119999998,2023-10-25T07:00:23,16.3125,15.5625,23-10
m30_temp,2023-10-25T11:30:00Z,16.479166666666664,7.160416666666666,12.254166666666665,1,0.04099999999999682,782.9623429999999,78.96666666666667,1806.6600159999998,2023-10-25T07:30:28,17.6875,15.4375,23-10
m30_temp,2023-10-25T12:00:00Z,16.033333333333335,9.527083333333335,12.166666666666666,0,0,0,0,1804.841323,2023-10-25T08:00:35,16.5625,15.75,23-10
m30_temp,2023-10-25T12:30:00Z,15.629166666666668,10.464583333333332,12.166666666666666,1,0.012000000000000455,300.679939,30.599999999999998,1805.078621,2023-10-25T08:30:40,16.3125,15.4375,23-10
m30_temp,2023-10-25T13:00:00Z,16.766666666666666,17.960416666666667,12.664583333333335,1,0.025000000000005684,482.039073,48.833333333333336,1804.9300599999997,2023-10-25T09:00:45,17.625,16.1875,23-10
m30_temp,2023-10-25T13:30:00Z,16.325,25.431249999999995,13.410416666666665,0,0,0,0,1805.407863,2023-10-25T09:30:50,16.5,16.125,23-10
m30_temp,2023-10-25T14:00:00Z,16.3421875,13.794791666666669,14.0078125,0,0,0,0,1744.562069,2023-10-25T10:00:55,16.5,16.25,23-10
m30_temp,2023-10-25T14:30:00Z,16.125,13.543750000000001,14.3125,0,0,0,0,1804.690018,2023-10-25T10:30:00,16.25,16.0625,23-10
m30_temp,2023-10-25T15:00:00Z,16.506249999999998,27.1875,14.793750000000001,0,0,0,0,1805.3165209999997,2023-10-25T11:00:04,16.8125,16,23-10
m30_temp,2023-10-25T15:30:00Z,16.741666666666667,25.122916666666665,15.445833333333333,0,0,0,0,1804.922179,2023-10-25T11:30:10,17,16.625,23-10
m30_temp,2023-10-25T16:00:00Z,17.433333333333334,36.24375,16.241666666666664,0,0,0,0,1805.3812669999998,2023-10-25T12:00:15,17.75,17,23-10
m30_temp,2023-10-25T16:30:00Z,17.883333333333333,41.78958333333333,17.13958333333333,0,0,0,0,1805.482579,2023-10-25T12:30:20,18,17.75,23-10
m30_temp,2023-10-25T17:00:00Z,17.95208333333333,36.35,17.933333333333334,0,0,0,0,1804.304203,2023-10-25T13:00:26,18,17.875,23-10
m30_temp,2023-10-25T17:30:00Z,17.93958333333333,27.112499999999997,18.560416666666665,0,0,0,0,1805.1210760000001,2023-10-25T13:30:30,18.0625,17.875,23-10
m30_temp,2023-10-25T18:00:00Z,18.04375,27.28125,19.035416666666666,0,0,0,0,1805.1322689999997,2023-10-25T14:00:35,18.1875,17.9375,23-10
m30_temp,2023-10-25T18:30:00Z,17.983333333333334,25.32708333333333,19.508333333333336,0,0,0,0,1805.4976639999998,2023-10-25T14:30:40,18.0625,17.9375,23-10
m30_temp,2023-10-25T19:00:00Z,17.95208333333333,22.74166666666667,19.885416666666664,0,0,0,0,1805.0697320000002,2023-10-25T15:00:46,18.0625,17.875,23-10
m30_temp,2023-10-25T19:30:00Z,17.925,21.583333333333332,20.114583333333332,0,0,0,0,1805.252501,2023-10-25T15:30:51,18,17.875,23-10
m30_temp,2023-10-25T20:00:00Z,17.930729166666666,20.813020833333333,20.26875,0,0,0,0,1745.119961,2023-10-25T16:00:56,17.9375,17.875,23-10
m30_temp,2023-10-25T20:30:00Z,17.927083333333332,19.522916666666664,20.347916666666666,0,0,0,0,1805.500225,2023-10-25T16:30:01,18,17.875,23-10
m30_temp,2023-10-25T21:00:00Z,17.93125,18.54791666666667,20.345833333333335,0,0,0,0,1805.479859,2023-10-25T17:00:07,17.9375,17.875,23-10
m30_temp,2023-10-25T21:30:00Z,17.92083333333333,17.616666666666667,20.3,0,0,0,0,1805.5499639999998,2023-10-25T17:30:12,17.9375,17.875,23-10
m30_temp,2023-10-25T22:00:00Z,17.914583333333336,17.058333333333334,20.177083333333332,0,0,0,0,1805.9896480000002,2023-10-25T18:00:18,17.9375,17.875,23-10
m30_temp,2023-10-25T22:30:00Z,17.935416666666665,16.679166666666664,20.081249999999997,0,0,0,0,1805.720706,2023-10-25T18:30:24,18,17.875,23-10
m30_temp,2023-10-25T23:00:00Z,17.96875,16.295833333333334,19.958333333333332,0,0,0,0,1805.1197009999998,2023-10-25T19:00:29,18,17.9375,23-10
m30_temp,2023-10-25T23:30:00Z,18.060416666666665,16.020833333333332,19.84375,0,0,0,0,1805.5375360000003,2023-10-25T19:30:34,18.125,18,23-10
m30_temp,2023-10-26T00:00:00Z,18.09583333333333,15.9375,19.750000000000004,0,0,0,0,1805.430738,2023-10-25T20:00:40,18.125,18.0625,23-10
m30_temp,2023-10-26T00:30:00Z,18.085416666666664,16.010416666666668,19.633333333333333,0,0,0,0,1806.0725280000001,2023-10-25T20:30:46,18.125,18.0625,23-10
m30_temp,2023-10-26T01:00:00Z,18.05625,16.04375,19.554166666666667,0,0,0,0,1803.9762589999998,2023-10-25T21:00:51,18.0625,18,23-10
m30_temp,2023-10-26T01:30:00Z,18.014583333333334,15.658333333333333,19.464583333333334,0,0,0,0,1745.0128359999999,2023-10-25T21:30:56,18.0625,18,23-10
m30_temp,2023-10-26T02:00:00Z,17.979166666666668,15.512500000000001,19.364583333333332,0,0,0,0,1805.555239,2023-10-25T22:00:01,18.0625,17.9375,23-10
m30_temp,2023-10-26T02:30:00Z,17.925,15.210416666666667,19.25208333333333,0,0,0,0,1805.120742,2023-10-25T22:30:06,17.9375,17.875,23-10
m30_temp,2023-10-26T03:00:00Z,17.891666666666666,15.033333333333333,19.129166666666666,0,0,0,0,1805.4259729999999,2023-10-25T23:00:11,17.9375,17.8125,23-10
m30_temp,2023-10-26T03:30:00Z,17.818749999999998,14.941666666666665,19,0,0,0,0,1805.6759800000002,2023-10-25T23:30:17,17.875,17.75,23-10
m30_temp,2023-10-26T04:00:00Z,17.76875,14.627083333333331,18.893749999999997,0,0,0,0,1805.5021049999998,2023-10-26T00:00:22,17.8125,17.6875,23-10
m30_temp,2023-10-26T04:30:00Z,17.708333333333332,14.674999999999999,18.772916666666664,0,0,0,0,1805.4799580000001,2023-10-26T00:30:28,17.75,17.6875,23-10
m30_temp,2023-10-26T05:00:00Z,17.647916666666667,14.283333333333333,18.62708333333333,0,0,0,0,1804.2739720640002,2023-10-26T01:00:33,17.6875,17.5625,23-10
m30_temp,2023-10-26T05:30:00Z,17.58125,14.220833333333333,18.504166666666666,0,0,0,0,1805.1142209999998,2023-10-26T01:30:37,17.6875,17.5,23-10
m30_temp,2023-10-26T06:00:00Z,17.51458333333333,14.179166666666667,18.385416666666668,0,0,0,0,1805.2956669999999,2023-10-26T02:00:43,17.5625,17.4375,23-10
