name,time,avgWatts,interval,kWh_charge,kWh_discharge,local_dt,maxChargeCurrent,maxChargeWatts,maxDischargeCurrent,maxDischargeWatts,min_Ahr2empty,min_Voltage,min_soc,pakMinT,pakMinV,yr_mo
m5_battery,2023-12-25T02:15:00Z,-1320.4334528173588,286.5673382282257,13.373072265625,14.410251953125,2023-12-24T21:15:30,-25.35,-1275.63,-27.21,-1369.14,319.6708125,50.306176470588206,53.18,10,3.595,23-12
m5_battery,2023-12-25T02:20:00Z,-1280.007247557298,277.26044631004333,13.373072265625,14.5095400390625,2023-12-24T21:20:10,-20.46,-1030.34,-27.5,-1383.09,317.6970625,50.292352941176446,52.86,11,3.595,23-12
m5_battery,2023-12-25T02:25:00Z,-1120.6825364039555,308.2655031681061,13.373072265625,14.605953125,2023-12-24T21:25:00,-20.15,-1014.9,-23.8,-1197.66,315.7796875,50.321071428571464,52.54,11,3.595,23-12
m5_battery,2023-12-25T02:30:00Z,-1154.7910704227736,306.9561200141907,13.373072265625,14.7053564453125,2023-12-24T21:30:11,-22.06,-1109.84,-23.75,-1194.89,313.8054375,50.30342857142854,52.21,11,3.595,23-12
m5_battery,2023-12-25T02:35:00Z,-1156.78509845222,286.20400738716125,13.373072265625,14.7978291015625,2023-12-24T21:35:23,-16.53,-832.54,-29.27,-1470.02,311.9683125,50.21611111111113,51.9,11,3.59,23-12
m5_battery,2023-12-25T02:40:00Z,-934.754460803586,307.3744287490845,13.373072265625,14.87827734375,2023-12-24T21:40:03,-16.39,-825.49,-19.86,-999.52,310.36746875,50.331960784313715,51.64,11,3.595,23-12
m5_battery,2023-12-25T02:45:00Z,-1014.315978989731,276.60143184661865,13.373072265625,14.9567890625,2023-12-24T21:45:14,-18.21,-916.68,-54,-2696.76,308.80796875,50.282941176470565,51.38,11,3.59,23-12
m5_battery,2023-12-25T02:50:00Z,-1467.0185429891221,307.9818181991577,13.373072265625,15.07990234375,2023-12-24T21:50:04,-20.46,-1028.96,-33.35,-1670.63,306.35621875,50.08677419354837,50.97,11,3.585,23-12
m5_battery,2023-12-25T02:55:00Z,-1635.5563411656651,308.6317415237427,13.373072265625,15.219451171875,2023-12-24T21:55:15,-23.53,-1180.51,-60.09,-2998.76,303.564625,50.02764705882351,50.5,11,3.575,23-12
m5_battery,2023-12-25T03:00:00Z,-1740.0728920644613,286.9224910736084,13.373072265625,15.3590869140625,2023-12-24T22:00:48,-34.05,-1703.15,-35.73,-1786.82,300.7745625,49.98897959183671,50.04,11,3.58,23-12
m5_battery,2023-12-25T03:05:00Z,-1086.2125765969747,307.09273862838745,13.373072265625,15.457451171875,2023-12-24T22:05:07,-13.11,-659.23,-39.29,-1961.5,298.80859375,49.92956521739131,49.71,11,3.575,23-12
m5_battery,2023-12-25T03:10:00Z,-768.7364954908182,276.6861820220947,13.373072265625,15.5174765625,2023-12-24T22:10:18,-13.08,-657.98,-20.12,-1010.35,297.615125,50.20939393939396,49.51,11,3.59,23-12
m5_battery,2023-12-25T03:15:00Z,-669.241842773425,306.7873396873474,13.373072265625,15.5753896484375,2023-12-24T22:15:08,-9.31,-468.63,-13.96,-702.34,296.46575,50.284062499999976,49.32,11,3.59,23-12
m5_battery,2023-12-25T03:20:00Z,-487.91153549046106,286.91907024383545,13.373072265625,15.6143115234375,2023-12-24T22:20:19,-9.22,-464.38,-10.24,-515.34,295.69028125,50.33639999999998,49.19,11,3.595,23-12
m5_battery,2023-12-25T03:25:00Z,-481.5487280079378,306.9956440925598,13.373072265625,15.655697265625,2023-12-24T22:25:30,-9.09,-457.74,-10.02,-504.43,294.8683125,50.34,49.06,11,3.595,23-12
m5_battery,2023-12-25T03:30:00Z,-608.1008918953369,277.2951469421387,13.373072265625,15.702501953125,2023-12-24T22:30:42,-9.31,-468.81,-46.31,-2331.79,293.93903125,50.29437500000001,48.9,11,3.585,23-12
m5_battery,2023-12-25T03:35:00Z,-606.4429114846345,306.790244102478,13.373072265625,15.754810546875,2023-12-24T22:35:01,-11.57,-581.93,-13.4,-673.8,292.90034375,50.285172413793084,48.73,11,3.59,23-12
m5_battery,2023-12-25T03:40:00Z,-598.349010720744,308.74689984321594,13.373072265625,15.8061572265625,2023-12-24T22:40:12,-11.48,-577.5,-12.51,-628.98,291.87740625,50.279999999999994,48.56,11,3.59,23-12
m5_battery,2023-12-25T03:45:00Z,-680.6421859970985,284.46693897247314,13.373072265625,15.860310546875,2023-12-24T22:45:23,-11.31,-568.85,-18.21,-914.21,290.80115625,50.191041666666706,48.38,11,3.585,23-12
m5_battery,2023-12-25T03:50:00Z,-642.6616236700382,308.02185106277466,13.373072265625,15.9162666015625,2023-12-24T22:50:55,-10.59,-532.33,-15.89,-798.1,289.688625,50.23388888888882,48.2,11,3.59,23-12
m5_battery,2023-12-25T03:55:00Z,-558.1919255710483,275.66102409362793,13.373072265625,15.959416015625,2023-12-24T22:55:15,-10.57,-531.43,-12.41,-623.84,288.82765625,50.2644680851064,48.05,11,3.59,23-12
m5_battery,2023-12-25T04:00:00Z,-476.89927738775407,307.4086899757385,13.373072265625,16.0012880859375,2023-12-24T23:00:26,-7.01,-352.86,-11.57,-581.45,287.99596875,50.2613043478261,47.91,11,3.59,23-12
m5_battery,2023-12-25T04:05:00Z,-370.2696750668611,307.9301393032074,13.373072265625,16.0331474609375,2023-12-24T23:05:16,-7,-352.08,-8.01,-403.11,287.364,50.31310344827585,47.81,11,3.59,23-12
m5_battery,2023-12-25T04:10:00Z,-438.73980371166255,284.87437987327576,13.373072265625,16.0684326171875,2023-12-24T23:10:27,-6.99,-351.59,-35.21,-1760.13,286.6600625,50.27058823529411,47.69,11,3.585,23-12
m5_battery,2023-12-25T04:15:00Z,-496.7438782202885,307.8268656730652,13.373072265625,16.111220703125,2023-12-24T23:15:59,-9.43,-473.88,-10.48,-526.65,285.81034375,50.2630303030303,47.55,11,3.59,23-12
m5_battery,2023-12-25T04:20:00Z,-589.0314186018505,277.40513014793396,13.373072265625,16.155966796875,2023-12-24T23:20:19,-9.37,-470.88,-16.38,-822.04,284.91984375,50.174117647058836,47.4,11,3.585,23-12
m5_battery,2023-12-25T04:25:00Z,-486.96190466975173,307.93771481513977,13.373072265625,16.197857421875,2023-12-24T23:25:08,-9.27,-466.04,-11.04,-554.9,284.08759375,50.24878787878788,47.26,11,3.59,23-12
m5_battery,2023-12-25T04:30:00Z,-522.5371969663798,286.5183193683624,13.373072265625,16.239267578125,2023-12-24T23:30:20,-7.26,-364.81,-12.03,-604.86,283.2608125,50.21960784313724,47.13,11,3.59,23-12
m5_battery,2023-12-25T04:35:00Z,-563.9190406634291,306.17968487739563,13.373072265625,16.2878486328125,2023-12-24T23:35:00,-10.7,-537.19,-11.72,-588.69,282.29459375,50.2041379310345,46.97,11,3.585,23-12
m5_battery,2023-12-25T04:40:00Z,-560.1700645146991,277.09861946105957,13.373072265625,16.3313408203125,2023-12-24T23:40:11,-10.75,-540.02,-11.73,-588.77,281.42928125,50.19900000000003,46.82,11,3.585,23-12
m5_battery,2023-12-25T04:45:00Z,-384.71651740913217,307.4097001552582,13.373072265625,16.3643720703125,2023-12-24T23:45:01,-6.96,-350.08,-11.46,-575.49,280.77075,50.20755102040817,46.71,11,3.585,23-12
m5_battery,2023-12-25T04:50:00Z,-411.01384159349203,307.2007598876953,13.373072265625,16.400318359375,2023-12-24T23:50:12,-6.97,-350.17,-38.31,-1925.41,280.055625,50.21329411764704,46.59,11,3.58,23-12
m5_battery,2023-12-25T04:55:00Z,-579.1023012936989,286.9247839450836,13.373072265625,16.44600390625,2023-12-24T23:55:24,-9.39,-471.32,-16.2,-812.37,279.145875,50.12322580645157,46.44,11,3.58,23-12
m5_battery,2023-12-25T05:00:00Z,-491.2488818982125,307.51720571517944,13.373072265625,16.469908203125,2023-12-25T00:00:04,-9.32,-467.97,-11.06,-555.04,278.304875,50.19382352941178,46.3,11,3.585,23-12
m5_battery,2023-12-25T05:05:00Z,-485.53206950523116,277.30379033088684,0,0.05086178588867187,2023-12-25T00:05:15,-9.29,-466.32,-10.21,-512.42,277.553875,50.189411764705916,46.18,11,3.585,23-12
m5_battery,2023-12-25T05:10:00Z,-472.79656407957486,307.9341790676117,0,0.09211100006103516,2023-12-25T00:10:05,-6.88,-345.65,-11.6,-582.02,276.73309375,50.17294871794868,46.04,11,3.58,23-12
m5_battery,2023-12-25T05:15:00Z,-559.614008649395,307.81439566612244,0,0.1401365966796875,2023-12-25T00:15:16,-10.71,-537.27,-11.64,-584.01,275.7738125,50.14937500000002,45.88,11,3.58,23-12
m5_battery,2023-12-25T05:20:00Z,-555.5631887663976,286.9274847507477,0,0.18469430541992188,2023-12-25T00:20:27,-10.69,-536.11,-11.61,-582.38,274.8861875,50.13857142857147,45.73,11,3.58,23-12
m5_battery,2023-12-25T05:25:00Z,-563.1010073634347,276.8800382614136,0,0.22860574340820314,2023-12-25T00:25:09,-10.7,-536.68,-12.92,-647.66,274.0109375,50.121898734177236,45.59,11,3.58,23-12
m5_battery,2023-12-25T05:30:00Z,-520.0544769852361,306.77947974205017,0,0.2734040222167969,2023-12-25T00:30:19,-7.72,-387.28,-14.25,-715.16,273.11803125,50.087586206896546,45.44,11,3.58,23-12
m5_battery,2023-12-25T05:35:00Z,-540.695545337809,305.96472120285034,0,0.3200159301757812,2023-12-25T00:35:09,-7.39,-370.85,-58.22,-2888.98,272.185375,50.08333333333329,45.28,11,3.575,23-12
m5_battery,2023-12-25T05:40:00Z,-628.2324624928078,286.30587100982666,0,0.3704501953125,2023-12-25T00:40:20,-12.2,-610.98,-12.93,-647.8,271.1795,50.07434782608695,45.12,11,3.58,23-12
m5_battery,2023-12-25T05:45:00Z,-619.8386403592082,306.5832951068878,0,0.4238151550292969,2023-12-25T00:45:00,-11.96,-599.03,-12.82,-641.77,270.1155625,50.06199999999998,44.94,11,3.575,23-12
m5_battery,2023-12-25T05:50:00Z,-617.0386783194283,276.06825733184814,0,0.4716331481933594,2023-12-25T00:50:42,-12.02,-602,-12.73,-637.38,269.16115625,50.05033333333331,44.78,11,3.575,23-12
m5_battery,2023-12-25T05:55:00Z,-539.0427154221339,307.31191849708557,0,0.517913818359375,2023-12-25T00:55:02,-9.68,-484.6,-12.73,-637.04,268.23475,50.04874999999998,44.63,11,3.575,23-12
m5_battery,2023-12-25T06:00:00Z,-489.0760458484361,308.31359457969666,0,0.5600281982421875,2023-12-25T01:00:13,-9.36,-468.79,-10.17,-509.58,267.3944375,50.073823529411754,44.49,11,3.575,23-12
m5_battery,2023-12-25T06:05:00Z,-609.813156623746,235.31121587753296,0,0.6004383544921875,2023-12-25T01:05:24,-9.45,-473.29,-13.85,-692.57,266.58884375,50.00826086956523,44.35,11,3.57,23-12
m5_battery,2023-12-25T06:10:00Z,-741.2196056415413,359.62817788124084,0,0.675091064453125,2023-12-25T01:10:04,-13.25,-662.15,-19.87,-991.81,265.092375,49.912291666666675,44.1,11,3.57,23-12
m5_battery,2023-12-25T06:15:00Z,-672.7940059411569,277.0924835205078,0,0.7272879638671875,2023-12-25T01:15:16,-13.12,-655.77,-13.89,-694.37,264.0480625,49.97062500000002,43.93,11,3.57,23-12
m5_battery,2023-12-25T06:20:00Z,-783.5122402935315,285.650603055954,0,0.7898277587890625,2023-12-25T01:20:06,-13.14,-656.58,-47.51,-2354.5,262.79665625,49.914489795918385,43.72,11,3.565,23-12
m5_battery,2023-12-25T06:25:00Z,-755.1959942926532,328.7040972709656,0,0.859253662109375,2023-12-25T01:25:17,-9.63,-481.56,-16.41,-819.02,261.40421875,49.89911111111114,43.49,11,3.565,23-12
m5_battery,2023-12-25T06:30:00Z,-485.900768645113,285.693959236145,0,0.8982117309570312,2023-12-25T01:30:28,-9.2,-460.06,-10.05,-502.2,260.625734375,49.98020408163266,43.36,11,3.57,23-12
m5_battery,2023-12-25T06:35:00Z,-467.482649444336,307.20156502723694,0,0.9385120239257813,2023-12-25T01:35:08,-7.13,-356.47,-10.05,-502.57,259.821171875,49.97916666666668,43.23,11,3.57,23-12
m5_battery,2023-12-25T06:40:00Z,-371.45290248985276,277.5024564266205,0,0.9672454833984375,2023-12-25T01:40:19,-7.2,-360,-7.77,-388.54,259.244421875,50.003125000000004,43.13,11,3.57,23-12
m5_battery,2023-12-25T06:45:00Z,-456.2417210236397,306.58320903778076,0,1.0063738403320313,2023-12-25T01:45:09,-7,-349.75,-13.64,-680.76,258.46225,49.919677419354855,43,11,3.57,23-12
m5_battery,2023-12-25T06:50:00Z,-374.2050461972188,286.6310498714447,0,1.036411865234375,2023-12-25T01:50:42,-7.19,-359.42,-7.83,-391.32,257.861875,49.9884375,42.9,11,3.57,23-12
m5_battery,2023-12-25T06:55:00Z,-375.55030379257437,308.8339855670929,0,1.0687607421875,2023-12-25T01:55:01,-7.19,-359.54,-7.92,-395.65,257.21690625,49.98071428571428,42.79,11,3.57,23-12
m5_battery,2023-12-25T07:00:00Z,-411.4450790217879,276.6853060722351,0,1.1004517822265625,2023-12-25T02:00:12,-7.07,-353.15,-33.94,-1681.5,256.5794375,49.93514285714289,42.69,11,3.565,23-12
m5_battery,2023-12-25T07:05:00Z,-496.34190765162725,308.0176339149475,0,1.1431109619140625,2023-12-25T02:05:02,-9.58,-478.63,-10.44,-521.21,255.726328125,49.921818181818196,42.55,11,3.565,23-12
m5_battery,2023-12-25T07:10:00Z,-591.5518650636309,307.20459032058716,0,1.1933251953125,2023-12-25T02:10:13,-9.66,-482.1,-14.07,-701.65,254.721328125,49.85225806451611,42.38,11,3.56,23-12
m5_battery,2023-12-25T07:15:00Z,-676.0581258738328,286.31386041641235,0,1.247369384765625,2023-12-25T02:15:24,-13.21,-658.37,-14.06,-700.8,253.634203125,49.83723404255316,42.2,11,3.56,23-12
m5_battery,2023-12-25T07:20:00Z,-684.9624307799844,308.02235078811646,0,1.308186767578125,2023-12-25T02:20:05,-11.1,-553.26,-19.92,-991.05,252.416390625,49.744687500000005,41.99,11,3.555,23-12
m5_battery,2023-12-25T07:25:00Z,-562.5772979224232,276.27687335014343,0,1.3518018798828124,2023-12-25T02:25:16,-10.96,-546.49,-11.7,-583.44,251.540484375,49.83968749999998,41.85,11,3.56,23-12
m5_battery,2023-12-25T07:30:00Z,-427.69611444690344,306.37653040885925,0,1.3895067138671875,2023-12-25T02:30:06,-7.14,-356.39,-11.6,-578.43,250.782921875,49.834210526315765,41.72,11,3.56,23-12
m5_battery,2023-12-25T07:35:00Z,-372.4717207748459,307.81127882003784,0,1.4215855712890626,2023-12-25T02:35:17,-7.16,-357.03,-7.91,-394.79,250.140578125,49.881951219512246,41.62,11,3.56,23-12
m5_battery,2023-12-25T07:40:00Z,-372.61551984367196,286.3133399486542,0,1.4515289306640624,2023-12-25T02:40:28,-7.18,-357.96,-7.88,-392.91,249.540953125,49.87660000000001,41.52,11,3.56,23-12
m5_battery,2023-12-25T07:45:00Z,-460.49456954366786,307.5093762874603,0,1.4910711669921874,2023-12-25T02:45:09,-7.13,-355.48,-43.96,-2173.53,248.74578125,49.83068965517241,41.38,11,3.555,23-12
m5_battery,2023-12-25T07:50:00Z,-476.38826855432194,276.2750313282013,0,1.528077880859375,2023-12-25T02:50:20,-9.08,-452.73,-10.14,-505.09,248.004078125,49.82235294117646,41.26,11,3.56,23-12
m5_battery,2023-12-25T07:55:00Z,-545.4710838560869,307.4294812679291,0,1.574883544921875,2023-12-25T02:55:10,-8.97,-446.84,-15.86,-788.98,247.064828125,49.73116279069769,41.1,11,3.555,23-12
m5_battery,2023-12-25T08:00:00Z,-456.84176409879575,285.4915499687195,0,1.6115146484375,2023-12-25T03:00:21,-6.67,-332.24,-9.84,-489.91,246.330296875,49.798958333333324,40.98,11,3.56,23-12
m5_battery,2023-12-25T08:05:00Z,-349.7570028756043,307.4108576774597,0,1.6415660400390626,2023-12-25T03:05:01,-6.63,-330.61,-7.59,-378.28,245.72578125,49.82833333333331,40.88,11,3.56,23-12
m5_battery,2023-12-25T08:10:00Z,-443.8506494065866,276.0706341266632,0,1.675777099609375,2023-12-25T03:10:12,-6.71,-334.28,-38.92,-1929.12,245.038640625,49.74371428571428,40.77,11,3.545,23-12
m5_battery,2023-12-25T08:15:00Z,-671.4552897840957,308.22490906715393,0,1.73363330078125,2023-12-25T03:15:02,-13.04,-648.29,-13.94,-693.35,243.876796875,49.701666666666696,40.57,11,3.545,23-12
m5_battery,2023-12-25T08:20:00Z,-671.5836841496327,306.99402022361755,0,1.79117236328125,2023-12-25T03:20:14,-12.96,-644.17,-14.05,-697.97,242.715546875,49.67781250000001,40.38,11,3.55,23-12
m5_battery,2023-12-25T08:25:00Z,-732.9221191205044,286.31316614151,0,1.8497738037109375,2023-12-25T03:25:25,-12.96,-644.07,-47.61,-2364.97,241.536734375,49.62469387755099,40.18,11,3.54,23-12
m5_battery,2023-12-25T08:30:00Z,-814.2516711314028,306.7970073223114,0,1.919404052734375,2023-12-25T03:30:06,-11.45,-568.62,-22.41,-1109.91,240.13421875,49.51454545454545,39.95,11,3.54,23-12
m5_battery,2023-12-25T08:35:00Z,-585.3364048370383,277.3015112876892,0,1.9647674560546875,2023-12-25T03:35:17,-11.36,-564.16,-12.4,-615.47,239.22103125,49.64857142857146,39.8,11,3.55,23-12
m5_battery,2023-12-25T08:40:00Z,-567.871181467034,306.9985775947571,0,2.013850341796875,2023-12-25T03:40:06,-9.27,-460.43,-12.31,-611.27,238.2313125,49.634347826086994,39.63,11,3.545,23-12
m5_battery,2023-12-25T08:45:00Z,-466.97181307607934,307.19538474082947,0,2.054030029296875,2023-12-25T03:45:17,-8.97,-445.53,-10,-496.77,237.423171875,49.65482758620691,39.5,11,3.55,23-12
m5_battery,2023-12-25T08:50:00Z,-469.2221094850005,286.0980923175812,0,2.091624267578125,2023-12-25T03:50:29,-8.99,-446.53,-10.02,-497.49,236.666859375,49.648958333333375,39.37,11,3.545,23-12
m5_battery,2023-12-25T08:55:00Z,-463.58577136773084,307.201562166214,0,2.131440673828125,2023-12-25T03:55:09,-8.89,-441.59,-9.91,-491.93,235.86315625,49.636938775510245,39.24,11,3.545,23-12
m5_battery,2023-12-25T09:00:00Z,-461.98254242054173,277.50071358680725,0,2.1672392578125,2023-12-25T04:00:21,-8.91,-442.51,-9.86,-489.29,235.14296875,49.62382352941174,39.12,11,3.545,23-12
m5_battery,2023-12-25T09:05:00Z,-558.7872241588743,308.2217667102814,0,2.21578955078125,2023-12-25T04:05:10,-8.88,-440.78,-50.1,-2481.87,234.16175,49.506249999999994,38.96,11,3.535,23-12
m5_battery,2023-12-25T09:10:00Z,-481.88465496474527,287.11653113365173,0,2.25445458984375,2023-12-25T04:10:21,-9.2,-456.12,-10.74,-532.68,233.38340625,49.59090909090907,38.83,11,3.54,23-12
m5_battery,2023-12-25T09:15:00Z,-626.2184000931029,306.3595163822174,0,2.30843359375,2023-12-25T04:15:02,-9.3,-461.02,-14.04,-695.39,232.2945625,49.51260000000002,38.65,11,3.54,23-12
m5_battery,2023-12-25T09:20:00Z,-664.292656904338,277.70848536491394,0,2.359995361328125,2023-12-25T04:20:44,-12.94,-640.65,-13.92,-689.08,231.25384375,49.49408163265305,38.47,11,3.535,23-12
m5_battery,2023-12-25T09:25:00Z,-605.8878863961933,306.99500250816345,0,2.41200634765625,2023-12-25T04:25:03,-10.65,-527.51,-13.73,-679.81,230.200703125,49.48885714285715,38.3,11,3.535,23-12
m5_battery,2023-12-25T09:30:00Z,-500.24859371657385,308.42840099334717,0,2.45592724609375,2023-12-25T04:30:14,-6.89,-341.29,-11.58,-573.14,229.31540625,49.49955555555555,38.15,11,3.535,23-12
m5_battery,2023-12-25T09:35:00Z,-356.83227441864955,285.69425082206726,0,2.4845556640625,2023-12-25T04:35:25,-6.78,-336.02,-7.68,-380.67,228.7385625,49.55088235294115,38.05,11,3.54,23-12
m5_battery,2023-12-25T09:40:00Z,-421.09734371715075,305.56776762008667,0,2.520908935546875,2023-12-25T04:40:06,-6.72,-333.27,-13.75,-680,228.00278125,49.456399999999995,37.93,11,3.53,23-12
m5_battery,2023-12-25T09:45:00Z,-365.04502464910263,277.3004879951477,0,2.549549560546875,2023-12-25T04:45:48,-6.73,-333.47,-13.38,-661.6,227.425296875,49.52039473684217,37.84,11,3.535,23-12
m5_battery,2023-12-25T09:50:00Z,-428.71394085089514,306.38021063804626,0,2.585962158203125,2023-12-25T04:50:07,-6.88,-340.56,-33.36,-1638.05,226.690453125,49.4808695652174,37.71,11,3.53,23-12
m5_battery,2023-12-25T09:55:00Z,-484.2140652155429,308.4251825809479,0,2.627455322265625,2023-12-25T04:55:18,-9.17,-453.93,-10.28,-508.62,225.849953125,49.469428571428594,37.57,11,3.53,23-12
m5_battery,2023-12-25T10:00:00Z,-475.8668582017034,287.4889817237854,0,2.665688232421875,2023-12-25T05:00:50,-9.13,-451.71,-10.21,-504.9,225.07846875,49.452857142857155,37.45,11,3.53,23-12
m5_battery,2023-12-25T10:05:00Z,-472.66064190520575,306.7976472377777,0,2.7063251953125,2023-12-25T05:05:40,-8.99,-444.83,-10.13,-501.03,224.257546875,49.44000000000003,37.31,11,3.53,23-12
m5_battery,2023-12-25T10:10:00Z,-474.55363114968776,277.5045540332794,0,2.743506103515625,2023-12-25T05:10:21,-6.84,-338.47,-11.54,-570.17,223.506109375,49.40424242424244,37.18,11,3.53,23-12
