name,time,Ahr2empty,avgVoltage,local_dt,medianV,pakMinV,pakMinV_ID,pak_01,pak_02,pak_03,pak_04,pak_05,pak_06,pak_07,pak_08,pak_09,pak_10,pak_11,pak_12,pak_13,pak_14,pak_15,pak_16,pak_17,pak_18,pak_19,pak_20,pak_21,pak_22,pak_23,pak_24,pak_25,pak_26,pak_27,pak_28,soc
d1_lowPack,2023-11-27T19:43:58.782332685Z,604.219,56.81,2023-11-27T14:43:58,4.055,4.03,27,4.06,4.06,4.06,4.06,4.06,4.06,4.055,4.06,4.06,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.05,4.055,4.05,4.055,4.05,4.03,4.05,100.53
d1_lowPack,2023-11-27T19:44:29.596659013Z,604.195,56.82,2023-11-27T14:44:29,4.055,4.03,27,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.055,4.06,4.06,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.05,4.055,4.05,4.03,4.05,100.53
d1_lowPack,2023-11-27T19:44:50.64670734Z,604.179,56.82,2023-11-27T14:44:50,4.055,4.03,27,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.055,4.06,4.06,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.05,4.055,4.05,4.05,4.05,4.03,4.05,100.52
d1_lowPack,2023-11-27T19:45:21.341625028Z,604.154,56.81,2023-11-27T14:45:21,4.06,4.03,27,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.055,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.055,4.06,4.055,4.055,4.03,4.05,100.52
d1_lowPack,2023-11-27T19:45:42.495284341Z,604.241,57.03,2023-11-27T14:45:42,4.055,4.035,27,4.06,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.035,4.055,100.53
d1_lowPack,2023-11-27T19:46:13.137818115Z,604.182,56.77,2023-11-27T14:46:13,4.05,4.03,27,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.05,4.055,4.055,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.03,4.05,100.52
d1_lowPack,2023-11-27T19:46:34.433958131Z,604.153,56.79,2023-11-27T14:46:34,4.055,4.03,27,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.05,4.055,4.05,4.055,4.05,4.03,4.05,100.52
d1_lowPack,2023-11-27T19:47:04.974996705Z,604.122,56.8,2023-11-27T14:47:04,4.055,4.03,27,4.06,4.06,4.06,4.06,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.055,4.05,4.05,4.05,4.05,4.05,4.03,4.05,100.51
d1_lowPack,2023-12-10T19:49:54.915121491Z,144.541,46.97,2023-12-10T14:49:54,3.365,3.335,24,3.385,3.37,3.37,3.38,3.395,3.38,3.365,3.37,3.38,3.36,3.36,3.365,3.35,3.35,3.38,3.385,3.395,3.38,3.37,3.355,3.35,3.35,3.365,3.34,3.35,3.36,3.405,3.36,24.04
d1_lowPack,2023-12-10T19:52:30.569504415Z,143.453,46.96,2023-12-10T14:52:30,3.36,3.34,24,3.385,3.37,3.37,3.38,3.395,3.38,3.36,3.37,3.38,3.36,3.355,3.36,3.35,3.345,3.38,3.385,3.395,3.38,3.365,3.35,3.35,3.345,3.36,3.34,3.35,3.355,3.41,3.36,23.86
d1_lowPack,2023-12-10T19:53:01.079984559Z,143.191,46.87,2023-12-10T14:53:01,3.355,3.33,24,3.38,3.365,3.365,3.37,3.39,3.37,3.355,3.36,3.375,3.35,3.35,3.35,3.34,3.34,3.375,3.38,3.39,3.37,3.36,3.34,3.34,3.335,3.355,3.33,3.34,3.35,3.4,3.355,23.82
d1_lowPack,2023-12-10T19:53:22.387600858Z,142.996,46.8,2023-12-10T14:53:22,3.35,3.325,24,3.375,3.36,3.36,3.37,3.385,3.37,3.35,3.355,3.375,3.35,3.345,3.35,3.34,3.335,3.375,3.38,3.39,3.37,3.355,3.34,3.34,3.33,3.35,3.325,3.34,3.345,3.4,3.35,23.79
d1_lowPack,2023-12-10T19:53:53.107278516Z,142.715,46.76,2023-12-10T14:53:53,3.35,3.32,24,3.375,3.36,3.36,3.365,3.385,3.37,3.35,3.35,3.37,3.35,3.34,3.35,3.335,3.33,3.37,3.38,3.385,3.37,3.35,3.335,3.335,3.33,3.35,3.32,3.34,3.345,3.4,3.35,23.74
d1_lowPack,2023-12-10T19:54:14.191540299Z,142.551,46.84,2023-12-10T14:54:14,3.355,3.32,24,3.38,3.365,3.365,3.37,3.39,3.375,3.355,3.36,3.38,3.355,3.35,3.355,3.34,3.34,3.38,3.38,3.39,3.375,3.36,3.34,3.34,3.335,3.355,3.33,3.34,3.35,3.405,3.355,23.71
d1_lowPack,2023-12-10T19:54:44.735942263Z,142.322,46.85,2023-12-10T14:54:44,3.355,3.33,24,3.38,3.365,3.36,3.37,3.39,3.37,3.355,3.36,3.38,3.355,3.35,3.35,3.34,3.335,3.38,3.38,3.39,3.37,3.36,3.34,3.34,3.335,3.355,3.33,3.34,3.35,3.405,3.355,23.68
d1_lowPack,2023-12-10T19:55:06.016247021Z,142.164,46.84,2023-12-10T14:55:05,3.355,3.33,24,3.38,3.36,3.36,3.37,3.39,3.37,3.355,3.36,3.375,3.35,3.345,3.35,3.34,3.335,3.375,3.38,3.39,3.37,3.355,3.34,3.34,3.335,3.355,3.33,3.34,3.35,3.405,3.355,23.65
d1_lowPack,2023-12-10T19:55:36.741249867Z,141.93,46.82,2023-12-10T14:55:36,3.35,3.325,24,3.38,3.36,3.36,3.37,3.39,3.37,3.35,3.355,3.375,3.35,3.345,3.35,3.34,3.33,3.375,3.38,3.39,3.37,3.355,3.34,3.335,3.33,3.35,3.325,3.34,3.345,3.405,3.35,23.61
d1_lowPack,2023-12-10T19:55:58.03417908Z,141.772,46.81,2023-12-10T14:55:58,3.35,3.325,24,3.38,3.36,3.36,3.37,3.39,3.37,3.35,3.355,3.375,3.35,3.345,3.35,3.335,3.33,3.375,3.38,3.39,3.37,3.35,3.34,3.335,3.33,3.35,3.325,3.34,3.345,3.405,3.35,23.58
d1_lowPack,2023-12-10T19:56:28.546733281Z,141.543,46.8,2023-12-10T14:56:28,3.35,3.32,24,3.38,3.36,3.36,3.365,3.39,3.37,3.35,3.355,3.375,3.35,3.34,3.35,3.335,3.33,3.375,3.38,3.39,3.37,3.35,3.335,3.33,3.33,3.35,3.32,3.335,3.345,3.4,3.35,23.55
d1_lowPack,2023-12-10T19:56:49.858208034Z,141.385,46.78,2023-12-10T14:56:49,3.35,3.32,24,3.375,3.36,3.36,3.365,3.39,3.37,3.35,3.35,3.37,3.35,3.34,3.35,3.33,3.33,3.375,3.38,3.39,3.37,3.35,3.335,3.33,3.33,3.35,3.32,3.335,3.34,3.4,3.35,23.52
d1_lowPack,2023-12-10T19:57:41.586319252Z,140.995,46.76,2023-12-10T14:57:41,3.35,3.32,24,3.375,3.355,3.355,3.36,3.385,3.37,3.345,3.35,3.37,3.35,3.34,3.345,3.33,3.325,3.37,3.375,3.39,3.365,3.35,3.33,3.33,3.325,3.35,3.32,3.33,3.34,3.4,3.35,23.45
d1_lowPack,2023-12-10T19:58:12.387218687Z,140.769,46.73,2023-12-10T14:58:12,3.35,3.315,24,3.37,3.355,3.355,3.36,3.385,3.365,3.34,3.35,3.37,3.345,3.34,3.345,3.33,3.325,3.37,3.375,3.385,3.365,3.35,3.33,3.33,3.32,3.345,3.315,3.33,3.34,3.4,3.35,23.42
d1_lowPack,2023-12-10T19:59:04.187665428Z,140.372,46.71,2023-12-10T14:59:04,3.345,3.31,24,3.37,3.35,3.35,3.36,3.38,3.365,3.34,3.35,3.37,3.34,3.335,3.34,3.325,3.32,3.37,3.37,3.385,3.36,3.345,3.325,3.325,3.32,3.345,3.31,3.325,3.34,3.4,3.345,23.35
d1_lowPack,2023-12-10T19:59:25.325704771Z,140.211,46.68,2023-12-10T14:59:25,3.34,3.31,24,3.37,3.35,3.35,3.36,3.38,3.365,3.34,3.345,3.37,3.34,3.33,3.34,3.325,3.32,3.37,3.37,3.385,3.36,3.34,3.325,3.32,3.32,3.34,3.31,3.325,3.335,3.4,3.34,23.32
d1_lowPack,2023-12-10T19:59:55.915561497Z,139.985,46.66,2023-12-10T14:59:55,3.34,3.31,24,3.37,3.35,3.35,3.36,3.38,3.36,3.34,3.345,3.37,3.34,3.33,3.34,3.32,3.32,3.365,3.37,3.38,3.36,3.34,3.32,3.32,3.32,3.34,3.31,3.32,3.335,3.4,3.34,23.29
d1_lowPack,2023-12-10T20:00:17.154028193Z,139.819,46.64,2023-12-10T15:00:17,3.34,3.31,24,3.37,3.35,3.35,3.36,3.38,3.36,3.335,3.34,3.365,3.34,3.33,3.34,3.32,3.32,3.365,3.37,3.38,3.36,3.34,3.32,3.32,3.315,3.34,3.31,3.32,3.33,3.4,3.34,23.26
d1_lowPack,2023-12-10T20:00:47.801022835Z,139.595,46.63,2023-12-10T15:00:47,3.34,3.305,24,3.37,3.35,3.35,3.355,3.38,3.36,3.335,3.34,3.365,3.34,3.33,3.335,3.32,3.315,3.365,3.37,3.38,3.36,3.34,3.32,3.32,3.315,3.34,3.305,3.32,3.33,3.4,3.34,23.22
d1_lowPack,2023-12-10T20:01:08.952373239Z,139.433,46.62,2023-12-10T15:01:08,3.34,3.305,24,3.37,3.345,3.345,3.355,3.38,3.36,3.335,3.34,3.365,3.34,3.33,3.335,3.32,3.315,3.365,3.37,3.38,3.36,3.34,3.32,3.315,3.315,3.34,3.305,3.32,3.33,3.4,3.34,23.19
d1_lowPack,2023-12-10T20:01:39.649147595Z,139.203,46.6,2023-12-10T15:01:39,3.335,3.3,24,3.365,3.345,3.345,3.35,3.38,3.36,3.33,3.34,3.36,3.335,3.325,3.33,3.32,3.31,3.365,3.37,3.38,3.355,3.335,3.315,3.315,3.31,3.335,3.3,3.315,3.33,3.4,3.335,23.16
d1_lowPack,2023-12-10T20:02:00.842377366Z,139.044,46.58,2023-12-10T15:02:00,3.335,3.3,24,3.365,3.34,3.34,3.35,3.38,3.36,3.33,3.34,3.36,3.335,3.325,3.33,3.315,3.31,3.36,3.37,3.38,3.355,3.335,3.315,3.31,3.31,3.335,3.3,3.315,3.33,3.4,3.335,23.13
d1_lowPack,2023-12-10T20:02:31.494282993Z,138.817,46.56,2023-12-10T15:02:31,3.335,3.3,24,3.365,3.34,3.34,3.35,3.38,3.36,3.33,3.335,3.36,3.335,3.32,3.33,3.315,3.31,3.36,3.37,3.38,3.355,3.33,3.31,3.31,3.31,3.33,3.3,3.315,3.325,3.4,3.335,23.09
d1_lowPack,2023-12-10T20:02:52.683983788Z,138.658,46.54,2023-12-10T15:02:52,3.33,3.3,24,3.36,3.34,3.34,3.35,3.38,3.355,3.33,3.335,3.36,3.33,3.32,3.33,3.31,3.31,3.36,3.365,3.38,3.35,3.33,3.31,3.31,3.31,3.33,3.3,3.31,3.325,3.4,3.33,23.07
d1_lowPack,2023-12-10T20:03:23.404742651Z,138.429,46.52,2023-12-10T15:03:23,3.33,3.295,24,3.36,3.34,3.34,3.35,3.375,3.355,3.325,3.33,3.36,3.33,3.32,3.325,3.31,3.305,3.36,3.365,3.38,3.35,3.33,3.31,3.31,3.305,3.33,3.295,3.31,3.32,3.4,3.33,23.03
d1_lowPack,2023-12-10T20:03:44.571552503Z,138.27,46.5,2023-12-10T15:03:44,3.33,3.295,24,3.36,3.34,3.34,3.35,3.375,3.35,3.325,3.33,3.36,3.33,3.32,3.325,3.31,3.305,3.36,3.365,3.38,3.35,3.33,3.31,3.305,3.305,3.33,3.295,3.31,3.32,3.4,3.33,23
d1_lowPack,2023-12-10T20:04:15.289439218Z,138.039,46.48,2023-12-10T15:04:15,3.33,3.29,24,3.36,3.335,3.335,3.345,3.375,3.35,3.32,3.33,3.36,3.33,3.315,3.32,3.31,3.3,3.36,3.36,3.375,3.35,3.33,3.305,3.3,3.3,3.33,3.29,3.305,3.32,3.4,3.33,22.96
d1_lowPack,2023-12-10T20:04:36.590121423Z,137.88,46.46,2023-12-10T15:04:36,3.33,3.29,24,3.36,3.33,3.335,3.34,3.37,3.35,3.32,3.33,3.355,3.33,3.31,3.32,3.305,3.3,3.355,3.36,3.375,3.35,3.325,3.3,3.3,3.3,3.325,3.29,3.305,3.32,3.395,3.33,22.94
d1_lowPack,2023-12-10T20:05:07.087387912Z,137.646,46.43,2023-12-10T15:05:07,3.325,3.29,24,3.36,3.33,3.33,3.34,3.37,3.35,3.32,3.33,3.355,3.325,3.31,3.32,3.3,3.3,3.355,3.36,3.375,3.345,3.32,3.3,3.3,3.3,3.325,3.29,3.3,3.315,3.395,3.325,22.9
d1_lowPack,2023-12-10T20:05:28.4012805Z,137.485,46.41,2023-12-10T15:05:28,3.32,3.285,24,3.355,3.33,3.33,3.34,3.37,3.35,3.32,3.325,3.35,3.325,3.31,3.32,3.3,3.3,3.35,3.36,3.375,3.345,3.32,3.3,3.3,3.295,3.32,3.285,3.3,3.315,3.395,3.32,22.87
d1_lowPack,2023-12-10T20:05:59.121290182Z,137.25,46.39,2023-12-10T15:05:59,3.32,3.28,24,3.35,3.33,3.33,3.34,3.37,3.345,3.315,3.32,3.35,3.32,3.31,3.315,3.3,3.295,3.35,3.36,3.37,3.34,3.32,3.3,3.295,3.29,3.32,3.285,3.3,3.31,3.395,3.32,22.83
d1_lowPack,2023-12-10T20:06:20.219667367Z,137.089,46.36,2023-12-10T15:06:20,3.32,3.28,24,3.35,3.33,3.33,3.34,3.37,3.345,3.31,3.32,3.35,3.32,3.305,3.315,3.3,3.29,3.35,3.355,3.37,3.34,3.32,3.295,3.29,3.29,3.32,3.28,3.295,3.31,3.39,3.32,22.8
d1_lowPack,2023-12-10T20:07:12.033549086Z,136.692,46.33,2023-12-10T15:07:12,3.315,3.28,24,3.35,3.325,3.325,3.335,3.37,3.34,3.31,3.32,3.35,3.32,3.3,3.31,3.295,3.29,3.35,3.35,3.37,3.34,3.315,3.29,3.29,3.29,3.315,3.28,3.29,3.31,3.39,3.315,22.74
d1_lowPack,2023-12-10T20:07:42.747776045Z,136.455,46.29,2023-12-10T15:07:42,3.315,3.275,24,3.35,3.32,3.32,3.33,3.365,3.34,3.305,3.315,3.35,3.315,3.3,3.31,3.29,3.285,3.35,3.35,3.37,3.335,3.31,3.29,3.29,3.285,3.315,3.275,3.29,3.305,3.39,3.315,22.7
d1_lowPack,2023-12-10T20:08:04.041533648Z,136.34,46.38,2023-12-10T15:08:04,3.335,3.275,24,3.37,3.34,3.34,3.35,3.38,3.36,3.325,3.34,3.365,3.34,3.32,3.33,3.315,3.31,3.37,3.37,3.39,3.35,3.325,3.31,3.305,3.305,3.335,3.295,3.31,3.325,3.41,3.335,22.68
d1_lowPack,2023-12-12T00:51:27.41359075Z,155.258,46.86,2023-12-11T19:51:27,3.375,3.35,22,3.385,3.38,3.38,3.385,3.39,3.38,3.375,3.37,3.38,3.365,3.37,3.375,3.365,3.365,3.38,3.385,3.39,3.385,3.375,3.365,3.365,3.35,3.365,3.355,3.365,3.365,3.395,3.365,25.83
d1_lowPack,2023-12-12T00:51:57.930888414Z,154.704,46.81,2023-12-11T19:51:57,3.37,3.345,22,3.38,3.375,3.375,3.38,3.385,3.375,3.37,3.37,3.375,3.36,3.37,3.37,3.36,3.36,3.375,3.38,3.385,3.38,3.37,3.36,3.36,3.345,3.36,3.35,3.36,3.355,3.39,3.36,25.73
d1_lowPack,2023-12-12T00:52:19.115804995Z,154.316,46.76,2023-12-11T19:52:19,3.365,3.345,22,3.38,3.375,3.375,3.375,3.385,3.375,3.365,3.365,3.375,3.355,3.365,3.37,3.36,3.355,3.37,3.38,3.385,3.38,3.37,3.355,3.355,3.345,3.355,3.345,3.36,3.355,3.39,3.36,25.67
d1_lowPack,2023-12-12T01:18:45.616326956Z,142.013,46.89,2023-12-11T20:18:45,3.36,3.335,24,3.38,3.37,3.37,3.375,3.39,3.38,3.36,3.36,3.38,3.36,3.355,3.36,3.35,3.345,3.38,3.385,3.395,3.38,3.365,3.35,3.345,3.34,3.36,3.34,3.345,3.35,3.405,3.355,23.62
d1_lowPack,2023-12-12T01:19:06.709858286Z,141.815,46.87,2023-12-11T20:19:06,3.36,3.335,24,3.38,3.37,3.37,3.375,3.39,3.375,3.36,3.36,3.38,3.36,3.355,3.36,3.35,3.345,3.38,3.385,3.395,3.38,3.36,3.35,3.345,3.34,3.36,3.335,3.34,3.35,3.4,3.355,23.59
d1_lowPack,2023-12-12T01:19:37.430820408Z,141.529,46.84,2023-12-11T20:19:37,3.36,3.33,24,3.38,3.365,3.365,3.37,3.39,3.375,3.355,3.36,3.375,3.355,3.35,3.36,3.345,3.34,3.38,3.385,3.39,3.375,3.36,3.345,3.34,3.335,3.355,3.33,3.34,3.35,3.4,3.355,23.54
d1_lowPack,2023-12-12T01:19:58.727803961Z,141.332,46.81,2023-12-11T20:19:58,3.355,3.33,24,3.38,3.365,3.365,3.37,3.39,3.37,3.35,3.36,3.375,3.355,3.35,3.355,3.345,3.34,3.375,3.38,3.39,3.37,3.36,3.34,3.34,3.335,3.355,3.33,3.34,3.345,3.4,3.35,23.51
d1_lowPack,2023-12-12T01:20:29.24359205Z,141.058,46.82,2023-12-11T20:20:29,3.35,3.32,24,3.37,3.36,3.36,3.365,3.38,3.37,3.345,3.35,3.37,3.35,3.34,3.35,3.335,3.33,3.37,3.375,3.385,3.37,3.35,3.335,3.33,3.325,3.35,3.32,3.33,3.34,3.395,3.345,23.47
d1_lowPack,2023-12-12T01:20:50.381823404Z,140.833,46.67,2023-12-11T20:20:50,3.345,3.32,24,3.37,3.355,3.355,3.36,3.38,3.365,3.34,3.35,3.37,3.345,3.34,3.345,3.33,3.33,3.37,3.375,3.385,3.365,3.35,3.33,3.33,3.32,3.345,3.32,3.325,3.335,3.395,3.34,23.43
d1_lowPack,2023-12-12T01:21:21.056560478Z,140.499,46.62,2023-12-11T20:21:21,3.34,3.315,24,3.365,3.35,3.35,3.36,3.38,3.36,3.34,3.34,3.365,3.34,3.335,3.34,3.33,3.325,3.365,3.37,3.38,3.36,3.345,3.325,3.325,3.315,3.34,3.315,3.32,3.33,3.39,3.34,23.37
d1_lowPack,2023-12-12T01:21:42.356869913Z,140.276,46.61,2023-12-11T20:21:42,3.34,3.31,24,3.37,3.35,3.35,3.36,3.38,3.36,3.34,3.345,3.365,3.34,3.335,3.34,3.33,3.325,3.365,3.375,3.385,3.36,3.345,3.33,3.325,3.32,3.34,3.315,3.325,3.335,3.395,3.34,23.34
d1_lowPack,2023-12-12T01:22:13.07977843Z,139.861,46.33,2023-12-11T20:22:13,3.3,3.265,22,3.33,3.315,3.315,3.325,3.35,3.33,3.3,3.3,3.33,3.3,3.295,3.3,3.285,3.28,3.33,3.34,3.355,3.33,3.31,3.285,3.28,3.27,3.3,3.265,3.28,3.29,3.365,3.3,23.27
d1_lowPack,2023-12-12T01:22:34.127133179Z,139.464,45.82,2023-12-11T20:22:34,3.29,3.255,24,3.325,3.31,3.31,3.32,3.34,3.32,3.285,3.29,3.32,3.29,3.285,3.295,3.28,3.27,3.32,3.335,3.35,3.32,3.3,3.27,3.27,3.255,3.285,3.255,3.27,3.28,3.36,3.29,23.2
d1_lowPack,2023-12-12T01:23:04.848008172Z,138.889,45.68,2023-12-11T20:23:04,3.28,3.24,22,3.315,3.3,3.3,3.31,3.33,3.31,3.275,3.28,3.315,3.28,3.275,3.285,3.265,3.26,3.315,3.33,3.34,3.31,3.29,3.26,3.255,3.24,3.275,3.245,3.26,3.27,3.355,3.28,23.1
d1_lowPack,2023-12-12T01:23:26.190683247Z,138.488,45.58,2023-12-11T20:23:26,3.275,3.235,22,3.31,3.29,3.295,3.3,3.33,3.305,3.27,3.27,3.31,3.275,3.27,3.28,3.26,3.255,3.31,3.325,3.34,3.31,3.28,3.25,3.25,3.235,3.27,3.235,3.255,3.265,3.35,3.275,23.04
d1_lowPack,2023-12-12T01:23:56.707014887Z,137.91,45.47,2023-12-11T20:23:56,3.27,3.225,22,3.3,3.285,3.285,3.295,3.32,3.3,3.26,3.26,3.3,3.27,3.26,3.27,3.25,3.245,3.3,3.32,3.335,3.3,3.275,3.24,3.24,3.225,3.26,3.225,3.245,3.26,3.35,3.265,22.94
d1_lowPack,2023-12-12T01:24:17.995894527Z,137.516,45.4,2023-12-11T20:24:17,3.265,3.215,22,3.3,3.28,3.28,3.29,3.32,3.295,3.25,3.26,3.3,3.265,3.255,3.265,3.245,3.24,3.3,3.315,3.33,3.295,3.27,3.24,3.23,3.215,3.255,3.22,3.24,3.255,3.345,3.26,22.88
d1_lowPack,2023-12-12T01:24:48.570105684Z,137.061,45.62,2023-12-11T20:24:48,3.3,3.21,22,3.33,3.31,3.31,3.32,3.35,3.32,3.29,3.295,3.33,3.3,3.29,3.3,3.28,3.28,3.33,3.34,3.36,3.325,3.3,3.275,3.27,3.26,3.295,3.26,3.275,3.29,3.375,3.3,22.8
d1_lowPack,2023-12-12T01:25:09.81798649Z,136.921,46.27,2023-12-11T20:25:09,3.335,3.26,22,3.365,3.34,3.345,3.35,3.38,3.355,3.325,3.335,3.36,3.34,3.325,3.335,3.32,3.32,3.365,3.37,3.385,3.355,3.335,3.315,3.31,3.31,3.335,3.305,3.315,3.33,3.41,3.335,22.78
d1_lowPack,2023-12-18T22:59:09.366124392Z,136.668,47.29,2023-12-18T17:59:09,3.38,3.355,25,3.405,3.38,3.38,3.39,3.41,3.395,3.37,3.385,3.4,3.38,3.37,3.38,3.37,3.365,3.4,3.4,3.41,3.39,3.38,3.365,3.365,3.37,3.38,3.36,3.355,3.37,3.43,3.375,22.73
d1_lowPack,2023-12-18T22:59:30.633344555Z,136.609,47.28,2023-12-18T17:59:30,3.38,3.355,25,3.405,3.38,3.38,3.39,3.41,3.395,3.37,3.385,3.4,3.38,3.37,3.38,3.365,3.365,3.4,3.4,3.41,3.39,3.38,3.36,3.365,3.37,3.38,3.36,3.355,3.37,3.43,3.375,22.73
d1_lowPack,2023-12-18T23:00:01.176889309Z,136.529,47.28,2023-12-18T18:00:01,3.38,3.355,25,3.405,3.38,3.38,3.39,3.41,3.395,3.37,3.385,3.4,3.38,3.37,3.375,3.365,3.36,3.4,3.4,3.41,3.39,3.38,3.36,3.36,3.37,3.38,3.355,3.355,3.37,3.425,3.375,22.71
d1_lowPack,2023-12-18T23:00:22.448532913Z,136.471,47.28,2023-12-18T18:00:22,3.38,3.355,24,3.405,3.38,3.38,3.39,3.41,3.395,3.37,3.385,3.4,3.38,3.37,3.375,3.365,3.36,3.4,3.4,3.41,3.39,3.38,3.36,3.36,3.37,3.38,3.36,3.355,3.37,3.43,3.375,22.7
d1_lowPack,2023-12-18T23:00:53.03235842Z,136.382,47.26,2023-12-18T18:00:53,3.37,3.35,25,3.4,3.375,3.37,3.385,3.405,3.39,3.37,3.38,3.39,3.375,3.365,3.37,3.36,3.36,3.4,3.395,3.405,3.385,3.37,3.36,3.36,3.36,3.375,3.35,3.35,3.36,3.42,3.37,22.69
d1_lowPack,2023-12-18T23:01:14.285670676Z,136.287,47.15,2023-12-18T18:01:14,3.37,3.345,25,3.4,3.375,3.37,3.38,3.405,3.39,3.365,3.38,3.39,3.375,3.36,3.37,3.36,3.355,3.395,3.395,3.405,3.385,3.37,3.355,3.355,3.36,3.375,3.35,3.345,3.36,3.42,3.37,22.67
d1_lowPack,2023-12-18T23:01:44.921685683Z,136.161,47.14,2023-12-18T18:01:44,3.37,3.345,25,3.4,3.375,3.37,3.38,3.405,3.39,3.365,3.38,3.39,3.375,3.36,3.37,3.36,3.355,3.395,3.395,3.41,3.385,3.37,3.355,3.355,3.36,3.375,3.35,3.35,3.36,3.42,3.37,22.65
d1_lowPack,2023-12-18T23:02:06.283708439Z,136.081,47.16,2023-12-18T18:02:06,3.37,3.345,25,3.4,3.37,3.37,3.38,3.405,3.39,3.365,3.375,3.39,3.375,3.36,3.37,3.36,3.355,3.395,3.395,3.405,3.385,3.37,3.355,3.355,3.36,3.375,3.35,3.345,3.36,3.42,3.37,22.64
d1_lowPack,2023-12-18T23:02:36.797927016Z,136.007,47.23,2023-12-18T18:02:36,3.38,3.345,25,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.4,3.38,3.37,3.37,3.365,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.355,3.35,3.37,3.43,3.37,22.63
d1_lowPack,2023-12-18T23:02:57.958506271Z,135.965,47.27,2023-12-18T18:02:57,3.38,3.35,25,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.4,3.38,3.37,3.375,3.365,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.355,3.35,3.37,3.43,3.37,22.62
d1_lowPack,2023-12-18T23:03:28.677271355Z,135.902,47.26,2023-12-18T18:03:28,3.38,3.35,25,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.4,3.38,3.37,3.375,3.365,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.355,3.35,3.37,3.43,3.37,22.61
d1_lowPack,2023-12-18T23:03:49.911044728Z,135.858,47.26,2023-12-18T18:03:49,3.38,3.35,25,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.395,3.38,3.37,3.37,3.365,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.355,3.35,3.37,3.43,3.37,22.6
d1_lowPack,2023-12-18T23:04:20.627806719Z,135.795,47.26,2023-12-18T18:04:20,3.38,3.35,25,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.395,3.38,3.37,3.37,3.365,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.35,3.35,3.37,3.43,3.37,22.59
d1_lowPack,2023-12-18T23:04:41.700945715Z,135.752,47.26,2023-12-18T18:04:41,3.38,3.35,24,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.395,3.38,3.37,3.37,3.365,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.35,3.35,3.37,3.43,3.37,22.58
d1_lowPack,2023-12-18T23:05:12.308356665Z,135.691,47.26,2023-12-18T18:05:12,3.38,3.35,24,3.405,3.38,3.38,3.39,3.41,3.39,3.37,3.38,3.395,3.38,3.37,3.37,3.36,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.355,3.35,3.37,3.43,3.37,22.57
d1_lowPack,2023-12-18T23:05:33.74397648Z,135.649,47.26,2023-12-18T18:05:33,3.375,3.35,24,3.405,3.38,3.375,3.39,3.41,3.39,3.37,3.38,3.395,3.38,3.37,3.37,3.36,3.36,3.4,3.4,3.41,3.39,3.375,3.36,3.36,3.365,3.38,3.35,3.35,3.37,3.43,3.37,22.57
d1_lowPack,2023-12-18T23:06:04.199000945Z,135.588,47.25,2023-12-18T18:06:04,3.375,3.35,24,3.405,3.38,3.375,3.385,3.41,3.39,3.37,3.38,3.395,3.38,3.37,3.37,3.36,3.36,3.4,3.4,3.41,3.39,3.37,3.36,3.36,3.36,3.38,3.35,3.35,3.365,3.43,3.37,22.56
