name,time,avgWatts,interval,kWh_charge,kWh_discharge,local_dt,maxChargeCurrent,maxChargeWatts,maxDischargeCurrent,maxDischargeWatts,min_Ahr2empty,min_m30Voltage,min_soc,pakMinT,pakMinV,yr_mo
battery,2023-05-17T15:30:00Z,6268.784796427807,0.4981281791130701,15.7997666015625,5.45920361328125,2023-05-17T11:59:51,118.56,6668.83,44.65,999,475.27834375,55.633,79.08,11,3.91,23-05
battery,2023-05-17T16:00:00Z,3815.428632482472,0.49231985794173344,17.694865234375,5.45920361328125,2023-05-17T12:29:45,93.67,5311.69,27.41,999,531.2220625,56.69411764705883,88.39,12,3.995,23-05
battery,2023-05-17T16:30:00Z,1961.3237293739985,0.4889097515741984,18.6683359375,5.45920361328125,2023-05-17T12:59:29,47.19,2682.86,22.67,999,564.085375,56.837428571428546,93.85,12,4.03,23-05
battery,2023-05-17T17:00:00Z,1055.4724635765876,0.4984168260627323,19.20115625,5.45920361328125,2023-05-17T13:29:44,26.77,1524.32,0.64,36.43,581.13625,56.891764705882395,96.69,12,4.035,23-05
battery,2023-05-17T17:30:00Z,485.2019610243781,0.49880935635831614,19.4505703125,5.4654580078125,2023-05-17T13:59:59,46.41,2658.83,-14.68,-832.14,590.4040625,54.78442307692307,98.23,12,4.04,23-05
battery,2023-05-17T18:00:00Z,270.84915660351925,0.49288887143135074,19.59809765625,5.4789443359375,2023-05-17T14:29:53,64.93,3739.71,-17.34,-982.39,601.094125,54.566808510638296,100.01,12,4.04,23-05
battery,2023-05-17T18:30:00Z,289.9746908328569,0.4897065481874678,19.74412890625,5.4821884765625,2023-05-17T14:59:37,23.59,1348.28,-16.54,-937.84,601.4580625,56.859374999999964,100.07,12,4.04,23-05
battery,2023-05-17T19:00:00Z,226.09304549140174,0.49779108617040846,19.86221875,5.485359375,2023-05-17T15:29:53,18.36,1048.72,-59.79,-3357.3,603.99675,56.794857142857104,100.49,12,4.035,23-05
battery,2023-05-17T19:30:00Z,92.54949846807854,0.4924383513795005,19.909216796875,5.48597021484375,2023-05-17T15:59:46,5.05,287.57,-1.28,-72.92,605.99275,56.90294117647061,100.83,12,4.05,23-05
battery,2023-05-17T20:00:00Z,36.743542711078504,0.48919091383616126,19.947017578125,5.50416015625,2023-05-17T16:29:31,15.97,908.74,-56.27,-3165.22,606.78975,56.84382352941176,100.96,12,4.035,23-05
