name,time,Bat_Ahr,Bat_Watts_in,DC_A,DC_V,SOC,heat,interval,kWhr,local_dt,old_plug,parm,watts
power,2023-02-09T03:56:08Z,,,,,,,,,2023-02-08T22:56:08,OFF,,
power,2023-02-09T04:00:47Z,,,,,,,,108.205,2023-02-08T23:00:47,,lamp_pwr,0
power,2023-02-09T04:00:48Z,,,,,,ON,,,2023-02-08T23:00:48,,,
power,2023-02-09T04:01:08Z,,,,,,,,,2023-02-08T23:01:08,OFF,,
power,2023-02-09T04:05:47Z,,,,,,,,108.205,2023-02-08T23:05:47,,lamp_pwr,0
power,2023-02-09T04:05:48Z,,,,,,ON,,,2023-02-08T23:05:48,,,
power,2023-02-09T04:06:08Z,,,,,,,,,2023-02-08T23:06:08,OFF,,
power,2023-02-09T04:10:47Z,,,,,,,,108.205,2023-02-08T23:10:47,,lamp_pwr,0
power,2023-02-09T04:10:48Z,,,,,,ON,,,2023-02-08T23:10:48,,,
power,2023-02-09T04:11:08Z,,,,,,,,,2023-02-08T23:11:08,OFF,,
power,2023-02-09T04:15:47Z,,,,,,,,108.205,2023-02-08T23:15:47,,lamp_pwr,1
power,2023-02-09T04:15:48Z,,,,,,ON,,,2023-02-08T23:15:48,,,
power,2023-02-09T04:16:08Z,,,,,,,,,2023-02-08T23:16:08,OFF,,
power,2023-02-09T04:20:47Z,,,,,,,,108.205,2023-02-08T23:20:47,,lamp_pwr,1
power,2023-02-09T04:20:48Z,,,,,,ON,,,2023-02-08T23:20:48,,,
power,2023-02-09T04:21:08Z,,,,,,,,,2023-02-08T23:21:08,OFF,,
power,2023-02-09T04:25:47Z,,,,,,,,108.205,2023-02-08T23:25:47,,lamp_pwr,1
power,2023-02-09T04:25:48Z,,,,,,ON,,,2023-02-08T23:25:48,,,
power,2023-02-09T04:26:08Z,,,,,,,,,2023-02-08T23:26:08,OFF,,
power,2023-02-09T04:30:47Z,,,,,,,,108.205,2023-02-08T23:30:47,,lamp_pwr,0
power,2023-02-09T04:30:48Z,,,,,,ON,,,2023-02-08T23:30:48,,,
power,2023-02-09T04:31:08Z,,,,,,,,,2023-02-08T23:31:08,OFF,,
power,2023-02-09T04:35:47Z,,,,,,,,108.205,2023-02-08T23:35:47,,lamp_pwr,0
power,2023-02-09T04:35:48Z,,,,,,ON,,,2023-02-08T23:35:48,,,
power,2023-02-09T04:36:08Z,,,,,,,,,2023-02-08T23:36:08,OFF,,
power,2023-02-09T04:40:47Z,,,,,,,,108.205,2023-02-08T23:40:47,,lamp_pwr,0
power,2023-02-09T04:40:48Z,,,,,,ON,,,2023-02-08T23:40:48,,,
power,2023-02-09T04:41:08Z,,,,,,,,,2023-02-08T23:41:08,OFF,,
power,2023-02-09T04:45:47Z,,,,,,,,108.205,2023-02-08T23:45:47,,lamp_pwr,0
power,2023-02-09T04:45:48Z,,,,,,ON,,,2023-02-08T23:45:48,,,
power,2023-02-09T04:45:53Z,,,,,,,,,2023-02-08T23:45:53,ON,,
power,2023-02-09T04:46:08Z,,,,,,,,,2023-02-08T23:46:08,ON,,
power,2023-02-09T04:46:10Z,,,,,,,,,2023-02-08T23:46:10,ON,,
power,2023-02-09T04:50:47Z,,,,,,,,108.22,2023-02-08T23:50:47,,lamp_pwr,185
power,2023-02-09T04:50:48Z,,,,,,ON,,,2023-02-08T23:50:48,,,
power,2023-02-09T04:51:08Z,,,,,,,,,2023-02-08T23:51:08,ON,,
power,2023-02-09T04:51:23Z,,,,,,,,,2023-02-08T23:51:23,ON,,
power,2023-02-09T04:55:47Z,,,,,,,,108.236,2023-02-08T23:55:47,,lamp_pwr,187
power,2023-02-09T04:55:48Z,,,,,,ON,,,2023-02-08T23:55:48,,,
power,2023-02-09T04:56:08Z,,,,,,,,,2023-02-08T23:56:08,ON,,
power,2023-02-09T05:00:47Z,,,,,,,,108.252,2023-02-09T00:00:47,,lamp_pwr,185
power,2023-02-09T05:00:48Z,,,,,,ON,,,2023-02-09T00:00:48,,,
power,2023-02-09T05:01:08Z,,,,,,,,,2023-02-09T00:01:08,ON,,
power,2023-02-09T05:05:47Z,,,,,,,,108.268,2023-02-09T00:05:47,,lamp_pwr,186
power,2023-02-09T05:05:48Z,,,,,,ON,,,2023-02-09T00:05:48,,,
power,2023-02-09T05:06:08Z,,,,,,,,,2023-02-09T00:06:08,ON,,
power,2023-02-09T05:10:47Z,,,,,,,,108.283,2023-02-09T00:10:47,,lamp_pwr,185
power,2023-02-09T05:10:48Z,,,,,,ON,,,2023-02-09T00:10:48,,,
power,2023-02-09T05:11:08Z,,,,,,,,,2023-02-09T00:11:08,ON,,
power,2023-02-09T05:15:47Z,,,,,,,,108.299,2023-02-09T00:15:47,,lamp_pwr,187
power,2023-02-09T05:15:48Z,,,,,,ON,,,2023-02-09T00:15:48,,,
power,2023-02-09T05:16:08Z,,,,,,,,,2023-02-09T00:16:08,ON,,
power,2023-02-09T05:20:47Z,,,,,,,,108.315,2023-02-09T00:20:47,,lamp_pwr,186
power,2023-02-09T05:20:48Z,,,,,,ON,,,2023-02-09T00:20:48,,,
power,2023-02-09T05:21:08Z,,,,,,,,,2023-02-09T00:21:08,ON,,
power,2023-02-09T05:25:47Z,,,,,,,,108.33,2023-02-09T00:25:47,,lamp_pwr,186
power,2023-02-09T05:25:48Z,,,,,,ON,,,2023-02-09T00:25:48,,,
power,2023-02-09T05:26:08Z,,,,,,,,,2023-02-09T00:26:08,ON,,
power,2023-02-09T05:30:47Z,,,,,,,,108.346,2023-02-09T00:30:47,,lamp_pwr,186
power,2023-02-09T05:30:48Z,,,,,,ON,,,2023-02-09T00:30:48,,,
power,2023-02-09T05:31:08Z,,,,,,,,,2023-02-09T00:31:08,ON,,
power,2023-02-09T05:35:47Z,,,,,,,,108.362,2023-02-09T00:35:47,,lamp_pwr,186
power,2023-02-09T05:35:48Z,,,,,,ON,,,2023-02-09T00:35:48,,,
power,2023-02-09T05:36:08Z,,,,,,,,,2023-02-09T00:36:08,ON,,
power,2023-02-09T05:40:47Z,,,,,,,,108.377,2023-02-09T00:40:47,,lamp_pwr,187
power,2023-02-09T05:40:48Z,,,,,,ON,,,2023-02-09T00:40:48,,,
power,2023-02-09T05:41:08Z,,,,,,,,,2023-02-09T00:41:08,ON,,
power,2023-02-09T05:45:47Z,,,,,,,,108.393,2023-02-09T00:45:47,,lamp_pwr,186
power,2023-02-09T05:45:48Z,,,,,,ON,,,2023-02-09T00:45:48,,,
power,2023-02-09T05:46:08Z,,,,,,,,,2023-02-09T00:46:08,ON,,
power,2023-02-09T05:50:47Z,,,,,,,,108.409,2023-02-09T00:50:47,,lamp_pwr,185
power,2023-02-09T05:50:48Z,,,,,,ON,,,2023-02-09T00:50:48,,,
power,2023-02-09T05:51:08Z,,,,,,,,,2023-02-09T00:51:08,ON,,
power,2023-02-09T05:55:47Z,,,,,,,,108.425,2023-02-09T00:55:47,,lamp_pwr,186
power,2023-02-09T05:55:48Z,,,,,,ON,,,2023-02-09T00:55:48,,,
power,2023-02-09T05:56:08Z,,,,,,,,,2023-02-09T00:56:08,ON,,
power,2023-02-09T05:58:14Z,,,,,,,,,2023-02-09T00:58:14,OFF,,
power,2023-02-09T06:00:47Z,,,,,,,,108.432,2023-02-09T01:00:47,,lamp_pwr,0
power,2023-02-09T06:00:48Z,,,,,,ON,,,2023-02-09T01:00:48,,,
power,2023-02-09T06:01:08Z,,,,,,,,,2023-02-09T01:01:08,OFF,,
power,2023-02-09T06:05:47Z,,,,,,,,108.432,2023-02-09T01:05:47,,lamp_pwr,1
power,2023-02-09T06:05:48Z,,,,,,ON,,,2023-02-09T01:05:48,,,
power,2023-02-09T06:06:08Z,,,,,,,,,2023-02-09T01:06:08,OFF,,
power,2023-02-09T06:10:47Z,,,,,,,,108.432,2023-02-09T01:10:47,,lamp_pwr,1
power,2023-02-09T06:10:48Z,,,,,,ON,,,2023-02-09T01:10:48,,,
power,2023-02-09T06:11:08Z,,,,,,,,,2023-02-09T01:11:08,OFF,,
power,2023-02-09T06:15:47Z,,,,,,,,108.433,2023-02-09T01:15:47,,lamp_pwr,0
power,2023-02-09T06:15:48Z,,,,,,ON,,,2023-02-09T01:15:48,,,
power,2023-02-09T06:16:08Z,,,,,,,,,2023-02-09T01:16:08,OFF,,
power,2023-02-09T06:20:47Z,,,,,,,,108.433,2023-02-09T01:20:47,,lamp_pwr,0
power,2023-02-09T06:20:48Z,,,,,,ON,,,2023-02-09T01:20:48,,,
power,2023-02-09T06:21:08Z,,,,,,,,,2023-02-09T01:21:08,OFF,,
power,2023-02-09T06:25:47Z,,,,,,,,108.433,2023-02-09T01:25:47,,lamp_pwr,0
power,2023-02-09T06:25:47Z,,,,,,ON,,,2023-02-09T01:25:47,,,
power,2023-02-09T06:26:07Z,,,,,,,,,2023-02-09T01:26:07,OFF,,
power,2023-02-09T06:30:47Z,,,,,,,,108.433,2023-02-09T01:30:47,,lamp_pwr,0
power,2023-02-09T06:30:47Z,,,,,,ON,,,2023-02-09T01:30:47,,,
power,2023-02-09T06:31:07Z,,,,,,,,,2023-02-09T01:31:07,OFF,,
power,2023-02-09T06:35:47Z,,,,,,,,108.433,2023-02-09T01:35:47,,lamp_pwr,0
power,2023-02-09T06:35:47Z,,,,,,ON,,,2023-02-09T01:35:47,,,
power,2023-02-09T06:36:07Z,,,,,,,,,2023-02-09T01:36:07,OFF,,
power,2023-02-09T06:40:47Z,,,,,,,,108.433,2023-02-09T01:40:47,,lamp_pwr,0
power,2023-02-09T06:40:47Z,,,,,,ON,,,2023-02-09T01:40:47,,,
power,2023-02-09T06:41:07Z,,,,,,,,,2023-02-09T01:41:07,OFF,,
power,2023-02-09T06:45:47Z,,,,,,,,108.433,2023-02-09T01:45:47,,lamp_pwr,1
power,2023-02-09T06:45:47Z,,,,,,ON,,,2023-02-09T01:45:47,,,
power,2023-02-09T06:46:07Z,,,,,,,,,2023-02-09T01:46:07,OFF,,
power,2023-02-09T06:50:47Z,,,,,,,,108.433,2023-02-09T01:50:47,,lamp_pwr,0
power,2023-02-09T06:50:47Z,,,,,,ON,,,2023-02-09T01:50:47,,,
power,2023-02-09T06:51:07Z,,,,,,,,,2023-02-09T01:51:07,OFF,,
power,2023-02-09T06:55:47Z,,,,,,,,108.433,2023-02-09T01:55:47,,lamp_pwr,0
power,2023-02-09T06:55:47Z,,,,,,ON,,,2023-02-09T01:55:47,,,
power,2023-02-09T06:56:07Z,,,,,,,,,2023-02-09T01:56:07,OFF,,
power,2023-02-09T07:00:47Z,,,,,,,,108.433,2023-02-09T02:00:47,,lamp_pwr,1
power,2023-02-09T07:00:47Z,,,,,,ON,,,2023-02-09T02:00:47,,,
power,2023-02-09T07:01:07Z,,,,,,,,,2023-02-09T02:01:07,OFF,,
power,2023-02-09T07:05:47Z,,,,,,,,108.433,2023-02-09T02:05:47,,lamp_pwr,0
power,2023-02-09T07:05:47Z,,,,,,ON,,,2023-02-09T02:05:47,,,
power,2023-02-09T07:06:07Z,,,,,,,,,2023-02-09T02:06:07,OFF,,
power,2023-02-09T07:10:47Z,,,,,,,,108.433,2023-02-09T02:10:47,,lamp_pwr,1
power,2023-02-09T07:10:47Z,,,,,,ON,,,2023-02-09T02:10:47,,,
power,2023-02-09T07:11:07Z,,,,,,,,,2023-02-09T02:11:07,OFF,,
power,2023-02-09T07:15:47Z,,,,,,,,108.433,2023-02-09T02:15:47,,lamp_pwr,0
power,2023-02-09T07:15:47Z,,,,,,ON,,,2023-02-09T02:15:47,,,
power,2023-02-09T07:16:07Z,,,,,,,,,2023-02-09T02:16:07,OFF,,
power,2023-02-09T07:20:47Z,,,,,,,,108.433,2023-02-09T02:20:47,,lamp_pwr,0
power,2023-02-09T07:20:47Z,,,,,,ON,,,2023-02-09T02:20:47,,,
power,2023-02-09T07:21:07Z,,,,,,,,,2023-02-09T02:21:07,OFF,,
power,2023-02-09T07:25:47Z,,,,,,,,108.433,2023-02-09T02:25:47,,lamp_pwr,0
power,2023-02-09T07:25:47Z,,,,,,ON,,,2023-02-09T02:25:47,,,
power,2023-02-09T07:26:07Z,,,,,,,,,2023-02-09T02:26:07,OFF,,
power,2023-02-09T07:30:47Z,,,,,,,,108.433,2023-02-09T02:30:47,,lamp_pwr,0
power,2023-02-09T07:30:47Z,,,,,,ON,,,2023-02-09T02:30:47,,,
power,2023-02-09T07:31:07Z,,,,,,,,,2023-02-09T02:31:07,OFF,,
power,2023-02-09T07:35:47Z,,,,,,,,108.433,2023-02-09T02:35:47,,lamp_pwr,0
power,2023-02-09T07:35:47Z,,,,,,ON,,,2023-02-09T02:35:47,,,
power,2023-02-09T07:36:07Z,,,,,,,,,2023-02-09T02:36:07,OFF,,
power,2023-02-09T07:36:26Z,,,,,,,,,2023-02-09T02:36:26,ON,,
power,2023-02-09T07:40:47Z,,,,,,,,108.447,2023-02-09T02:40:47,,lamp_pwr,186
power,2023-02-09T07:40:47Z,,,,,,ON,,,2023-02-09T02:40:47,,,
power,2023-02-09T07:41:07Z,,,,,,,,,2023-02-09T02:41:07,ON,,
power,2023-02-09T07:41:13Z,,,,,,,,,2023-02-09T02:41:13,ON,,
power,2023-02-09T07:45:47Z,,,,,,,,108.463,2023-02-09T02:45:47,,lamp_pwr,186
power,2023-02-09T07:45:47Z,,,,,,ON,,,2023-02-09T02:45:47,,,
power,2023-02-09T07:46:07Z,,,,,,,,,2023-02-09T02:46:07,ON,,
power,2023-02-09T07:50:47Z,,,,,,,,108.479,2023-02-09T02:50:47,,lamp_pwr,188
power,2023-02-09T07:50:47Z,,,,,,ON,,,2023-02-09T02:50:47,,,
power,2023-02-09T07:51:07Z,,,,,,,,,2023-02-09T02:51:07,ON,,
power,2023-02-09T07:55:47Z,,,,,,,,108.494,2023-02-09T02:55:47,,lamp_pwr,187
power,2023-02-09T07:55:47Z,,,,,,ON,,,2023-02-09T02:55:47,,,
power,2023-02-09T07:56:07Z,,,,,,,,,2023-02-09T02:56:07,ON,,
power,2023-02-09T08:00:47Z,,,,,,,,108.51,2023-02-09T03:00:47,,lamp_pwr,185
power,2023-02-09T08:00:47Z,,,,,,ON,,,2023-02-09T03:00:47,,,
power,2023-02-09T08:01:07Z,,,,,,,,,2023-02-09T03:01:07,ON,,
power,2023-02-09T08:05:47Z,,,,,,,,108.526,2023-02-09T03:05:47,,lamp_pwr,187
power,2023-02-09T08:05:47Z,,,,,,ON,,,2023-02-09T03:05:47,,,
power,2023-02-09T08:06:07Z,,,,,,,,,2023-02-09T03:06:07,ON,,
power,2023-02-09T08:10:47Z,,,,,,,,108.542,2023-02-09T03:10:47,,lamp_pwr,186
power,2023-02-09T08:10:47Z,,,,,,ON,,,2023-02-09T03:10:47,,,
power,2023-02-09T08:11:07Z,,,,,,,,,2023-02-09T03:11:07,ON,,
power,2023-02-09T08:15:47Z,,,,,,,,108.557,2023-02-09T03:15:47,,lamp_pwr,185
power,2023-02-09T08:15:47Z,,,,,,ON,,,2023-02-09T03:15:47,,,
power,2023-02-09T08:16:07Z,,,,,,,,,2023-02-09T03:16:07,ON,,
power,2023-02-09T08:20:47Z,,,,,,,,108.573,2023-02-09T03:20:47,,lamp_pwr,186
power,2023-02-09T08:20:47Z,,,,,,ON,,,2023-02-09T03:20:47,,,
power,2023-02-09T08:21:07Z,,,,,,,,,2023-02-09T03:21:07,ON,,
power,2023-02-09T08:25:47Z,,,,,,,,108.589,2023-02-09T03:25:47,,lamp_pwr,185
power,2023-02-09T08:25:47Z,,,,,,ON,,,2023-02-09T03:25:47,,,
power,2023-02-09T08:26:07Z,,,,,,,,,2023-02-09T03:26:07,ON,,
power,2023-02-09T08:30:47Z,,,,,,,,108.604,2023-02-09T03:30:47,,lamp_pwr,185
power,2023-02-09T08:30:47Z,,,,,,ON,,,2023-02-09T03:30:47,,,
power,2023-02-09T08:31:07Z,,,,,,,,,2023-02-09T03:31:07,ON,,
power,2023-02-09T08:35:47Z,,,,,,,,108.62,2023-02-09T03:35:47,,lamp_pwr,185
power,2023-02-09T08:35:47Z,,,,,,ON,,,2023-02-09T03:35:47,,,
power,2023-02-09T08:36:07Z,,,,,,,,,2023-02-09T03:36:07,ON,,
power,2023-02-09T08:40:47Z,,,,,,,,108.636,2023-02-09T03:40:47,,lamp_pwr,187
power,2023-02-09T08:40:47Z,,,,,,ON,,,2023-02-09T03:40:47,,,
power,2023-02-09T08:41:07Z,,,,,,,,,2023-02-09T03:41:07,ON,,
power,2023-02-09T08:45:47Z,,,,,,,,108.652,2023-02-09T03:45:47,,lamp_pwr,187
power,2023-02-09T08:45:47Z,,,,,,ON,,,2023-02-09T03:45:47,,,
power,2023-02-09T08:46:07Z,,,,,,,,,2023-02-09T03:46:07,ON,,
power,2023-02-09T08:50:47Z,,,,,,,,108.667,2023-02-09T03:50:47,,lamp_pwr,185
power,2023-02-09T08:50:47Z,,,,,,ON,,,2023-02-09T03:50:47,,,
power,2023-02-09T08:51:07Z,,,,,,,,,2023-02-09T03:51:07,ON,,
power,2023-02-09T08:53:13Z,,,,,,,,,2023-02-09T03:53:13,OFF,,
power,2023-02-09T08:55:47Z,,,,,,,,108.675,2023-02-09T03:55:47,,lamp_pwr,0
power,2023-02-09T08:55:47Z,,,,,,ON,,,2023-02-09T03:55:47,,,
power,2023-02-09T08:56:07Z,,,,,,,,,2023-02-09T03:56:07,OFF,,
power,2023-02-09T09:00:47Z,,,,,,,,108.675,2023-02-09T04:00:47,,lamp_pwr,0
power,2023-02-09T09:00:47Z,,,,,,ON,,,2023-02-09T04:00:47,,,
power,2023-02-09T09:01:07Z,,,,,,,,,2023-02-09T04:01:07,OFF,,
power,2023-02-09T09:05:47Z,,,,,,,,108.675,2023-02-09T04:05:47,,lamp_pwr,0
power,2023-02-09T09:05:47Z,,,,,,ON,,,2023-02-09T04:05:47,,,
power,2023-02-09T09:06:07Z,,,,,,,,,2023-02-09T04:06:07,OFF,,
power,2023-02-09T09:10:47Z,,,,,,,,108.675,2023-02-09T04:10:47,,lamp_pwr,0
power,2023-02-09T09:10:47Z,,,,,,ON,,,2023-02-09T04:10:47,,,
power,2023-02-09T09:11:07Z,,,,,,,,,2023-02-09T04:11:07,OFF,,
power,2023-02-09T09:15:47Z,,,,,,,,108.675,2023-02-09T04:15:47,,lamp_pwr,0
power,2023-02-09T09:15:47Z,,,,,,ON,,,2023-02-09T04:15:47,,,
power,2023-02-09T09:16:07Z,,,,,,,,,2023-02-09T04:16:07,OFF,,
power,2023-02-09T09:20:47Z,,,,,,,,108.675,2023-02-09T04:20:47,,lamp_pwr,0
power,2023-02-09T09:20:47Z,,,,,,ON,,,2023-02-09T04:20:47,,,
power,2023-02-09T09:21:07Z,,,,,,,,,2023-02-09T04:21:07,OFF,,
power,2023-02-09T09:25:47Z,,,,,,,,108.675,2023-02-09T04:25:47,,lamp_pwr,0
power,2023-02-09T09:25:47Z,,,,,,ON,,,2023-02-09T04:25:47,,,
power,2023-02-09T09:26:07Z,,,,,,,,,2023-02-09T04:26:07,OFF,,
power,2023-02-09T09:30:47Z,,,,,,,,108.676,2023-02-09T04:30:47,,lamp_pwr,0
power,2023-02-09T09:30:47Z,,,,,,ON,,,2023-02-09T04:30:47,,,
power,2023-02-09T09:31:07Z,,,,,,,,,2023-02-09T04:31:07,OFF,,
power,2023-02-09T09:35:47Z,,,,,,,,108.676,2023-02-09T04:35:47,,lamp_pwr,0
power,2023-02-09T09:35:47Z,,,,,,ON,,,2023-02-09T04:35:47,,,
power,2023-02-09T09:36:07Z,,,,,,,,,2023-02-09T04:36:07,OFF,,
power,2023-02-09T09:40:47Z,,,,,,,,108.676,2023-02-09T04:40:47,,lamp_pwr,0
power,2023-02-09T09:40:47Z,,,,,,ON,,,2023-02-09T04:40:47,,,
power,2023-02-09T09:41:07Z,,,,,,,,,2023-02-09T04:41:07,OFF,,
power,2023-02-09T09:45:47Z,,,,,,,,108.676,2023-02-09T04:45:47,,lamp_pwr,0
power,2023-02-09T09:45:47Z,,,,,,ON,,,2023-02-09T04:45:47,,,
power,2023-02-09T09:46:07Z,,,,,,,,,2023-02-09T04:46:07,OFF,,
power,2023-02-09T09:50:47Z,,,,,,,,108.676,2023-02-09T04:50:47,,lamp_pwr,0
power,2023-02-09T09:50:47Z,,,,,,ON,,,2023-02-09T04:50:47,,,
power,2023-02-09T09:51:07Z,,,,,,,,,2023-02-09T04:51:07,OFF,,
power,2023-02-09T09:55:47Z,,,,,,,,108.676,2023-02-09T04:55:47,,lamp_pwr,0
power,2023-02-09T09:55:47Z,,,,,,ON,,,2023-02-09T04:55:47,,,
power,2023-02-09T09:56:07Z,,,,,,,,,2023-02-09T04:56:07,OFF,,
power,2023-02-09T10:00:47Z,,,,,,,,108.676,2023-02-09T05:00:47,,lamp_pwr,0
power,2023-02-09T10:00:47Z,,,,,,ON,,,2023-02-09T05:00:47,,,
power,2023-02-09T10:01:07Z,,,,,,,,,2023-02-09T05:01:07,OFF,,
power,2023-02-09T10:05:47Z,,,,,,,,108.676,2023-02-09T05:05:47,,lamp_pwr,0
power,2023-02-09T10:05:47Z,,,,,,ON,,,2023-02-09T05:05:47,,,
power,2023-02-09T10:06:07Z,,,,,,,,,2023-02-09T05:06:07,OFF,,
power,2023-02-09T10:10:47Z,,,,,,,,108.676,2023-02-09T05:10:47,,lamp_pwr,0
power,2023-02-09T10:10:47Z,,,,,,ON,,,2023-02-09T05:10:47,,,
power,2023-02-09T10:11:07Z,,,,,,,,,2023-02-09T05:11:07,OFF,,
power,2023-02-09T10:15:00Z,,,,,,,,,2023-02-09T05:15:00,ON,,
power,2023-02-09T10:15:47Z,,,,,,,,108.678,2023-02-09T05:15:47,,lamp_pwr,187
power,2023-02-09T10:15:47Z,,,,,,ON,,,2023-02-09T05:15:47,,,
power,2023-02-09T10:16:07Z,,,,,,,,,2023-02-09T05:16:07,ON,,
power,2023-02-09T10:16:43Z,,,,,,,,,2023-02-09T05:16:43,ON,,
power,2023-02-09T10:20:47Z,,,,,,,,108.694,2023-02-09T05:20:47,,lamp_pwr,187
power,2023-02-09T10:20:47Z,,,,,,ON,,,2023-02-09T05:20:47,,,
power,2023-02-09T10:21:07Z,,,,,,,,,2023-02-09T05:21:07,ON,,
power,2023-02-09T10:25:47Z,,,,,,,,108.71,2023-02-09T05:25:47,,lamp_pwr,186
power,2023-02-09T10:25:47Z,,,,,,ON,,,2023-02-09T05:25:47,,,
power,2023-02-09T10:26:07Z,,,,,,,,,2023-02-09T05:26:07,ON,,
power,2023-02-09T10:30:47Z,,,,,,,,108.725,2023-02-09T05:30:47,,lamp_pwr,184
power,2023-02-09T10:30:47Z,,,,,,ON,,,2023-02-09T05:30:47,,,
power,2023-02-09T10:31:07Z,,,,,,,,,2023-02-09T05:31:07,ON,,
power,2023-02-09T10:35:47Z,,,,,,,,108.741,2023-02-09T05:35:47,,lamp_pwr,186
power,2023-02-09T10:35:47Z,,,,,,ON,,,2023-02-09T05:35:47,,,
power,2023-02-09T10:36:07Z,,,,,,,,,2023-02-09T05:36:07,ON,,
power,2023-02-09T10:40:47Z,,,,,,,,108.757,2023-02-09T05:40:47,,lamp_pwr,188
power,2023-02-09T10:40:47Z,,,,,,ON,,,2023-02-09T05:40:47,,,
power,2023-02-09T10:41:07Z,,,,,,,,,2023-02-09T05:41:07,ON,,
power,2023-02-09T10:45:47Z,,,,,,,,108.772,2023-02-09T05:45:47,,lamp_pwr,187
power,2023-02-09T10:45:47Z,,,,,,ON,,,2023-02-09T05:45:47,,,
power,2023-02-09T10:46:07Z,,,,,,,,,2023-02-09T05:46:07,ON,,
power,2023-02-09T10:50:47Z,,,,,,,,108.788,2023-02-09T05:50:47,,lamp_pwr,187
power,2023-02-09T10:50:47Z,,,,,,ON,,,2023-02-09T05:50:47,,,
power,2023-02-09T10:51:07Z,,,,,,,,,2023-02-09T05:51:07,ON,,
power,2023-02-09T10:55:47Z,,,,,,,,108.804,2023-02-09T05:55:47,,lamp_pwr,185
power,2023-02-09T10:55:47Z,,,,,,ON,,,2023-02-09T05:55:47,,,
power,2023-02-09T10:56:07Z,,,,,,,,,2023-02-09T05:56:07,ON,,
power,2023-02-09T11:00:47Z,,,,,,,,108.82,2023-02-09T06:00:47,,lamp_pwr,186
power,2023-02-09T11:00:47Z,,,,,,ON,,,2023-02-09T06:00:47,,,
power,2023-02-09T11:01:07Z,,,,,,,,,2023-02-09T06:01:07,ON,,
power,2023-02-09T11:05:47Z,,,,,,,,108.835,2023-02-09T06:05:47,,lamp_pwr,188
power,2023-02-09T11:05:47Z,,,,,,ON,,,2023-02-09T06:05:47,,,
power,2023-02-09T11:06:07Z,,,,,,,,,2023-02-09T06:06:07,ON,,
power,2023-02-09T11:10:47Z,,,,,,,,108.851,2023-02-09T06:10:47,,lamp_pwr,186
power,2023-02-09T11:10:47Z,,,,,,ON,,,2023-02-09T06:10:47,,,
power,2023-02-09T11:11:08Z,,,,,,,,,2023-02-09T06:11:08,ON,,
power,2023-02-09T11:15:47Z,,,,,,,,108.867,2023-02-09T06:15:47,,lamp_pwr,183
power,2023-02-09T11:15:47Z,,,,,,ON,,,2023-02-09T06:15:47,,,
power,2023-02-09T11:16:07Z,,,,,,,,,2023-02-09T06:16:07,ON,,
power,2023-02-09T11:20:47Z,,,,,,,,108.882,2023-02-09T06:20:47,,lamp_pwr,186
power,2023-02-09T11:20:47Z,,,,,,ON,,,2023-02-09T06:20:47,,,
power,2023-02-09T11:21:07Z,,,,,,,,,2023-02-09T06:21:07,ON,,
power,2023-02-09T11:25:47Z,,,,,,,,108.898,2023-02-09T06:25:47,,lamp_pwr,183
power,2023-02-09T11:25:47Z,,,,,,ON,,,2023-02-09T06:25:47,,,
power,2023-02-09T11:26:07Z,,,,,,,,,2023-02-09T06:26:07,ON,,
power,2023-02-09T11:30:47Z,,,,,,,,108.913,2023-02-09T06:30:47,,lamp_pwr,186
power,2023-02-09T11:30:47Z,,,,,,ON,,,2023-02-09T06:30:47,,,
power,2023-02-09T11:31:07Z,,,,,,,,,2023-02-09T06:31:07,ON,,
power,2023-02-09T11:35:47Z,,,,,,,,108.929,2023-02-09T06:35:47,,lamp_pwr,188
power,2023-02-09T11:35:47Z,,,,,,ON,,,2023-02-09T06:35:47,,,
power,2023-02-09T11:36:08Z,,,,,,,,,2023-02-09T06:36:08,ON,,
power,2023-02-09T11:40:04Z,,,,,,,,,2023-02-09T06:40:04,OFF,,
power,2023-02-09T11:40:47Z,,,,,,,,108.942,2023-02-09T06:40:47,,lamp_pwr,0
power,2023-02-09T11:40:47Z,,,,,,ON,,,2023-02-09T06:40:47,,,
power,2023-02-09T11:41:08Z,,,,,,,,,2023-02-09T06:41:08,OFF,,
power,2023-02-09T11:45:47Z,,,,,,,,108.942,2023-02-09T06:45:47,,lamp_pwr,0
power,2023-02-09T11:45:47Z,,,,,,ON,,,2023-02-09T06:45:47,,,
power,2023-02-09T11:46:08Z,,,,,,,,,2023-02-09T06:46:08,OFF,,
power,2023-02-09T11:50:47Z,,,,,,,,108.942,2023-02-09T06:50:47,,lamp_pwr,0
power,2023-02-09T11:50:47Z,,,,,,ON,,,2023-02-09T06:50:47,,,
power,2023-02-09T11:51:08Z,,,,,,,,,2023-02-09T06:51:08,OFF,,
power,2023-02-09T11:55:47Z,,,,,,,,108.942,2023-02-09T06:55:47,,lamp_pwr,0
power,2023-02-09T11:55:47Z,,,,,,ON,,,2023-02-09T06:55:47,,,
power,2023-02-09T11:56:08Z,,,,,,,,,2023-02-09T06:56:08,OFF,,
power,2023-02-09T12:00:47Z,,,,,,,,108.943,2023-02-09T07:00:47,,lamp_pwr,1
power,2023-02-09T12:00:47Z,,,,,,ON,,,2023-02-09T07:00:47,,,
power,2023-02-09T12:01:08Z,,,,,,,,,2023-02-09T07:01:08,OFF,,
