name,time,heat,kWhr,local_dt,old_plug,parm,watts
power,2023-01-29T17:04:51Z,,107.738,2023-01-29T12:04:51,,lamp_pwr,0
power,2023-01-29T17:04:52Z,ON,,2023-01-29T12:04:52,,,
power,2023-01-29T17:08:06Z,,,2023-01-29T12:08:06,ON,,
power,2023-01-29T17:09:51Z,,107.738,2023-01-29T12:09:51,,lamp_pwr,0
power,2023-01-29T17:09:52Z,ON,,2023-01-29T12:09:52,,,
power,2023-01-29T17:13:06Z,,,2023-01-29T12:13:06,ON,,
power,2023-01-29T17:14:51Z,,107.738,2023-01-29T12:14:51,,lamp_pwr,0
power,2023-01-29T17:14:52Z,ON,,2023-01-29T12:14:52,,,
power,2023-01-29T17:18:06Z,,,2023-01-29T12:18:06,ON,,
power,2023-01-29T17:19:51Z,,107.738,2023-01-29T12:19:51,,lamp_pwr,0
power,2023-01-29T17:19:52Z,ON,,2023-01-29T12:19:52,,,
power,2023-01-29T17:23:06Z,,,2023-01-29T12:23:06,ON,,
power,2023-01-29T17:24:52Z,,107.738,2023-01-29T12:24:52,,lamp_pwr,0
power,2023-01-29T17:24:52Z,ON,,2023-01-29T12:24:52,,,
power,2023-01-29T17:28:06Z,,,2023-01-29T12:28:06,ON,,
power,2023-01-29T17:29:52Z,,107.738,2023-01-29T12:29:52,,lamp_pwr,0
power,2023-01-29T17:29:52Z,ON,,2023-01-29T12:29:52,,,
power,2023-01-29T17:30:30Z,OFF,,2023-01-29T12:30:30,,,
power,2023-01-29T17:33:06Z,,,2023-01-29T12:33:06,ON,,
power,2023-01-29T17:34:51Z,,107.738,2023-01-29T12:34:51,,lamp_pwr,0
power,2023-01-29T17:34:52Z,OFF,,2023-01-29T12:34:52,,,
power,2023-01-29T17:38:06Z,,,2023-01-29T12:38:06,ON,,
power,2023-01-29T17:39:51Z,,107.738,2023-01-29T12:39:51,,lamp_pwr,0
power,2023-01-29T17:39:52Z,OFF,,2023-01-29T12:39:52,,,
power,2023-01-29T17:43:06Z,,,2023-01-29T12:43:06,ON,,
power,2023-01-29T17:44:52Z,,107.738,2023-01-29T12:44:52,,lamp_pwr,0
power,2023-01-29T17:44:52Z,OFF,,2023-01-29T12:44:52,,,
power,2023-01-29T17:45:05Z,,,2023-01-29T12:45:05,OFF,,
power,2023-01-29T17:48:06Z,,,2023-01-29T12:48:06,OFF,,
power,2023-01-29T17:49:51Z,,107.738,2023-01-29T12:49:51,,lamp_pwr,0
power,2023-01-29T17:49:52Z,OFF,,2023-01-29T12:49:52,,,
power,2023-01-29T17:53:06Z,,,2023-01-29T12:53:06,OFF,,
power,2023-01-29T17:54:51Z,,107.738,2023-01-29T12:54:51,,lamp_pwr,0
power,2023-01-29T17:54:52Z,OFF,,2023-01-29T12:54:52,,,
power,2023-01-29T17:58:06Z,,,2023-01-29T12:58:06,OFF,,
power,2023-01-29T17:59:51Z,,107.738,2023-01-29T12:59:51,,lamp_pwr,0
power,2023-01-29T17:59:52Z,OFF,,2023-01-29T12:59:52,,,
power,2023-01-29T18:03:06Z,,,2023-01-29T13:03:06,OFF,,
power,2023-01-29T18:04:52Z,,107.738,2023-01-29T13:04:52,,lamp_pwr,0
power,2023-01-29T18:04:52Z,OFF,,2023-01-29T13:04:52,,,
power,2023-01-29T18:08:06Z,,,2023-01-29T13:08:06,OFF,,
power,2023-01-29T18:09:52Z,,107.738,2023-01-29T13:09:52,,lamp_pwr,0
power,2023-01-29T18:09:52Z,OFF,,2023-01-29T13:09:52,,,
power,2023-01-29T18:13:06Z,,,2023-01-29T13:13:06,OFF,,
power,2023-01-29T18:13:40Z,ON,,2023-01-29T13:13:40,,,
power,2023-01-29T18:14:52Z,,107.738,2023-01-29T13:14:52,,lamp_pwr,0
power,2023-01-29T18:14:52Z,ON,,2023-01-29T13:14:52,,,
power,2023-01-29T18:18:06Z,,,2023-01-29T13:18:06,OFF,,
power,2023-01-29T18:19:51Z,,107.738,2023-01-29T13:19:51,,lamp_pwr,0
power,2023-01-29T18:19:52Z,ON,,2023-01-29T13:19:52,,,
power,2023-01-29T18:23:06Z,,,2023-01-29T13:23:06,OFF,,
power,2023-01-29T18:24:51Z,,107.738,2023-01-29T13:24:51,,lamp_pwr,0
power,2023-01-29T18:24:52Z,ON,,2023-01-29T13:24:52,,,
power,2023-01-29T18:28:06Z,,,2023-01-29T13:28:06,OFF,,
power,2023-01-29T18:29:52Z,,107.738,2023-01-29T13:29:52,,lamp_pwr,0
power,2023-01-29T18:29:52Z,ON,,2023-01-29T13:29:52,,,
power,2023-01-29T18:33:06Z,,,2023-01-29T13:33:06,OFF,,
power,2023-01-29T18:34:51Z,,107.738,2023-01-29T13:34:51,,lamp_pwr,0
power,2023-01-29T18:34:52Z,ON,,2023-01-29T13:34:52,,,
power,2023-01-29T18:38:06Z,,,2023-01-29T13:38:06,OFF,,
power,2023-01-29T18:39:51Z,,107.738,2023-01-29T13:39:51,,lamp_pwr,0
power,2023-01-29T18:39:52Z,ON,,2023-01-29T13:39:52,,,
power,2023-01-29T18:43:06Z,,,2023-01-29T13:43:06,OFF,,
power,2023-01-29T18:44:51Z,,107.738,2023-01-29T13:44:51,,lamp_pwr,0
power,2023-01-29T18:44:52Z,ON,,2023-01-29T13:44:52,,,
power,2023-01-29T18:48:06Z,,,2023-01-29T13:48:06,OFF,,
power,2023-01-29T18:49:51Z,,107.738,2023-01-29T13:49:51,,lamp_pwr,0
power,2023-01-29T18:49:52Z,ON,,2023-01-29T13:49:52,,,
power,2023-01-29T18:53:06Z,,,2023-01-29T13:53:06,OFF,,
power,2023-01-29T18:54:51Z,,107.738,2023-01-29T13:54:51,,lamp_pwr,0
power,2023-01-29T18:54:52Z,ON,,2023-01-29T13:54:52,,,
power,2023-01-29T18:58:06Z,,,2023-01-29T13:58:06,OFF,,
power,2023-01-29T18:59:51Z,,107.738,2023-01-29T13:59:51,,lamp_pwr,0
power,2023-01-29T18:59:52Z,ON,,2023-01-29T13:59:52,,,
power,2023-01-29T19:03:06Z,,,2023-01-29T14:03:06,OFF,,
power,2023-01-29T19:04:51Z,,107.738,2023-01-29T14:04:51,,lamp_pwr,0
power,2023-01-29T19:04:52Z,ON,,2023-01-29T14:04:52,,,
power,2023-01-29T19:08:06Z,,,2023-01-29T14:08:06,OFF,,
power,2023-01-29T19:09:51Z,,107.738,2023-01-29T14:09:51,,lamp_pwr,0
power,2023-01-29T19:09:52Z,ON,,2023-01-29T14:09:52,,,
power,2023-01-29T19:13:06Z,,,2023-01-29T14:13:06,OFF,,
power,2023-01-29T19:13:40Z,OFF,,2023-01-29T14:13:40,,,
power,2023-01-29T19:13:54Z,ON,,2023-01-29T14:13:54,,,
power,2023-01-29T19:14:52Z,,107.738,2023-01-29T14:14:52,,lamp_pwr,0
power,2023-01-29T19:14:52Z,ON,,2023-01-29T14:14:52,,,
power,2023-01-29T19:18:06Z,,,2023-01-29T14:18:06,OFF,,
power,2023-01-29T19:19:17Z,,,2023-01-29T14:19:17,ON,,
power,2023-01-29T19:19:52Z,,107.738,2023-01-29T14:19:52,,lamp_pwr,0
power,2023-01-29T19:19:52Z,ON,,2023-01-29T14:19:52,,,
power,2023-01-29T19:23:06Z,,,2023-01-29T14:23:06,ON,,
power,2023-01-29T19:24:52Z,,107.738,2023-01-29T14:24:52,,lamp_pwr,0
power,2023-01-29T19:24:52Z,ON,,2023-01-29T14:24:52,,,
power,2023-01-29T19:28:06Z,,,2023-01-29T14:28:06,ON,,
power,2023-01-29T19:29:51Z,,107.738,2023-01-29T14:29:51,,lamp_pwr,0
power,2023-01-29T19:29:52Z,ON,,2023-01-29T14:29:52,,,
power,2023-01-29T19:33:06Z,,,2023-01-29T14:33:06,ON,,
power,2023-01-29T19:34:51Z,,107.738,2023-01-29T14:34:51,,lamp_pwr,0
power,2023-01-29T19:34:52Z,ON,,2023-01-29T14:34:52,,,
power,2023-01-29T19:38:06Z,,,2023-01-29T14:38:06,ON,,
power,2023-01-29T19:39:51Z,,107.738,2023-01-29T14:39:51,,lamp_pwr,0
power,2023-01-29T19:39:52Z,ON,,2023-01-29T14:39:52,,,
power,2023-01-29T19:43:06Z,,,2023-01-29T14:43:06,ON,,
power,2023-01-29T19:44:51Z,,107.738,2023-01-29T14:44:51,,lamp_pwr,0
power,2023-01-29T19:44:52Z,ON,,2023-01-29T14:44:52,,,
power,2023-01-29T19:48:06Z,,,2023-01-29T14:48:06,ON,,
power,2023-01-29T19:49:51Z,,107.738,2023-01-29T14:49:51,,lamp_pwr,0
power,2023-01-29T19:49:52Z,ON,,2023-01-29T14:49:52,,,
power,2023-01-29T19:53:06Z,,,2023-01-29T14:53:06,ON,,
power,2023-01-29T19:54:51Z,,107.738,2023-01-29T14:54:51,,lamp_pwr,0
power,2023-01-29T19:54:52Z,ON,,2023-01-29T14:54:52,,,
power,2023-01-29T19:57:05Z,OFF,,2023-01-29T14:57:05,,,
power,2023-01-29T19:58:06Z,,,2023-01-29T14:58:06,ON,,
power,2023-01-29T19:59:51Z,,107.738,2023-01-29T14:59:51,,lamp_pwr,0
power,2023-01-29T19:59:52Z,OFF,,2023-01-29T14:59:52,,,
power,2023-01-29T20:03:06Z,,,2023-01-29T15:03:06,ON,,
power,2023-01-29T20:04:52Z,,107.738,2023-01-29T15:04:52,,lamp_pwr,0
power,2023-01-29T20:04:52Z,OFF,,2023-01-29T15:04:52,,,
power,2023-01-29T20:08:06Z,,,2023-01-29T15:08:06,ON,,
power,2023-01-29T20:09:51Z,,107.738,2023-01-29T15:09:51,,lamp_pwr,0
power,2023-01-29T20:09:52Z,OFF,,2023-01-29T15:09:52,,,
power,2023-01-29T20:12:11Z,,,2023-01-29T15:12:11,OFF,,
power,2023-01-29T20:13:06Z,,,2023-01-29T15:13:06,OFF,,
power,2023-01-29T20:13:08Z,,,2023-01-29T15:13:08,OFF,,
power,2023-01-29T20:14:51Z,,107.738,2023-01-29T15:14:51,,lamp_pwr,0
power,2023-01-29T20:14:52Z,OFF,,2023-01-29T15:14:52,,,
power,2023-01-29T20:18:06Z,,,2023-01-29T15:18:06,OFF,,
power,2023-01-29T20:19:51Z,,107.738,2023-01-29T15:19:51,,lamp_pwr,0
power,2023-01-29T20:19:52Z,OFF,,2023-01-29T15:19:52,,,
power,2023-01-29T20:23:06Z,,,2023-01-29T15:23:06,OFF,,
power,2023-01-29T20:24:52Z,,107.738,2023-01-29T15:24:52,,lamp_pwr,0
power,2023-01-29T20:24:52Z,OFF,,2023-01-29T15:24:52,,,
power,2023-01-29T20:28:06Z,,,2023-01-29T15:28:06,OFF,,
power,2023-01-29T20:29:51Z,,107.738,2023-01-29T15:29:51,,lamp_pwr,0
power,2023-01-29T20:29:52Z,OFF,,2023-01-29T15:29:52,,,
power,2023-01-29T20:33:06Z,,,2023-01-29T15:33:06,OFF,,
power,2023-01-29T20:34:52Z,,107.738,2023-01-29T15:34:52,,lamp_pwr,0
power,2023-01-29T20:34:52Z,OFF,,2023-01-29T15:34:52,,,
power,2023-01-29T20:38:06Z,,,2023-01-29T15:38:06,OFF,,
power,2023-01-29T20:39:51Z,,107.738,2023-01-29T15:39:51,,lamp_pwr,0
power,2023-01-29T20:39:52Z,OFF,,2023-01-29T15:39:52,,,
power,2023-01-29T20:43:06Z,,,2023-01-29T15:43:06,OFF,,
power,2023-01-29T20:44:51Z,,107.738,2023-01-29T15:44:51,,lamp_pwr,0
power,2023-01-29T20:44:52Z,OFF,,2023-01-29T15:44:52,,,
power,2023-01-29T20:48:06Z,,,2023-01-29T15:48:06,OFF,,
power,2023-01-29T20:48:17Z,ON,,2023-01-29T15:48:17,,,
power,2023-01-29T20:49:51Z,,107.738,2023-01-29T15:49:51,,lamp_pwr,0
power,2023-01-29T20:49:52Z,ON,,2023-01-29T15:49:52,,,
power,2023-01-29T20:53:06Z,,,2023-01-29T15:53:06,OFF,,
power,2023-01-29T20:54:51Z,,107.738,2023-01-29T15:54:51,,lamp_pwr,0
power,2023-01-29T20:54:52Z,ON,,2023-01-29T15:54:52,,,
power,2023-01-29T20:58:06Z,,,2023-01-29T15:58:06,OFF,,
power,2023-01-29T20:59:52Z,,107.738,2023-01-29T15:59:52,,lamp_pwr,0
power,2023-01-29T20:59:52Z,ON,,2023-01-29T15:59:52,,,
power,2023-01-29T21:03:06Z,,,2023-01-29T16:03:06,OFF,,
power,2023-01-29T21:04:52Z,,107.738,2023-01-29T16:04:52,,lamp_pwr,0
power,2023-01-29T21:04:52Z,ON,,2023-01-29T16:04:52,,,
power,2023-01-29T21:08:06Z,,,2023-01-29T16:08:06,OFF,,
power,2023-01-29T21:09:51Z,,107.738,2023-01-29T16:09:51,,lamp_pwr,0
power,2023-01-29T21:09:52Z,ON,,2023-01-29T16:09:52,,,
power,2023-01-29T21:13:06Z,,,2023-01-29T16:13:06,OFF,,
power,2023-01-29T21:14:51Z,,107.738,2023-01-29T16:14:51,,lamp_pwr,0
power,2023-01-29T21:14:52Z,ON,,2023-01-29T16:14:52,,,
power,2023-01-29T21:18:06Z,,,2023-01-29T16:18:06,OFF,,
power,2023-01-29T21:19:52Z,,107.738,2023-01-29T16:19:52,,lamp_pwr,0
power,2023-01-29T21:19:52Z,ON,,2023-01-29T16:19:52,,,
power,2023-01-29T21:23:06Z,,,2023-01-29T16:23:06,OFF,,
power,2023-01-29T21:24:51Z,,107.738,2023-01-29T16:24:51,,lamp_pwr,0
power,2023-01-29T21:24:52Z,ON,,2023-01-29T16:24:52,,,
power,2023-01-29T21:28:06Z,,,2023-01-29T16:28:06,OFF,,
power,2023-01-29T21:29:51Z,,107.738,2023-01-29T16:29:51,,lamp_pwr,0
power,2023-01-29T21:29:52Z,ON,,2023-01-29T16:29:52,,,
power,2023-01-29T21:33:06Z,,,2023-01-29T16:33:06,OFF,,
power,2023-01-29T21:34:51Z,,107.738,2023-01-29T16:34:51,,lamp_pwr,0
power,2023-01-29T21:34:52Z,ON,,2023-01-29T16:34:52,,,
power,2023-01-29T21:38:06Z,,,2023-01-29T16:38:06,OFF,,
power,2023-01-29T21:39:51Z,,107.738,2023-01-29T16:39:51,,lamp_pwr,0
power,2023-01-29T21:39:52Z,ON,,2023-01-29T16:39:52,,,
power,2023-01-29T21:43:06Z,,,2023-01-29T16:43:06,OFF,,
power,2023-01-29T21:44:51Z,,107.738,2023-01-29T16:44:51,,lamp_pwr,0
power,2023-01-29T21:44:52Z,ON,,2023-01-29T16:44:52,,,
power,2023-01-29T21:46:07Z,,,2023-01-29T16:46:07,ON,,
power,2023-01-29T21:48:06Z,,,2023-01-29T16:48:06,ON,,
power,2023-01-29T21:48:17Z,OFF,,2023-01-29T16:48:17,,,
power,2023-01-29T21:48:18Z,,,2023-01-29T16:48:18,ON,,
power,2023-01-29T21:48:31Z,ON,,2023-01-29T16:48:31,,,
power,2023-01-29T21:49:52Z,,107.738,2023-01-29T16:49:52,,lamp_pwr,0
power,2023-01-29T21:49:52Z,ON,,2023-01-29T16:49:52,,,
power,2023-01-29T21:53:06Z,,,2023-01-29T16:53:06,ON,,
power,2023-01-29T21:54:52Z,,107.738,2023-01-29T16:54:52,,lamp_pwr,0
power,2023-01-29T21:54:52Z,ON,,2023-01-29T16:54:52,,,
power,2023-01-29T21:58:06Z,,,2023-01-29T16:58:06,ON,,
power,2023-01-29T21:59:51Z,,107.738,2023-01-29T16:59:51,,lamp_pwr,0
power,2023-01-29T21:59:52Z,ON,,2023-01-29T16:59:52,,,
power,2023-01-29T22:03:06Z,,,2023-01-29T17:03:06,ON,,
power,2023-01-29T22:04:51Z,,107.738,2023-01-29T17:04:51,,lamp_pwr,0
power,2023-01-29T22:04:52Z,ON,,2023-01-29T17:04:52,,,
power,2023-01-29T22:08:06Z,,,2023-01-29T17:08:06,ON,,
power,2023-01-29T22:09:51Z,,107.738,2023-01-29T17:09:51,,lamp_pwr,0
power,2023-01-29T22:09:52Z,ON,,2023-01-29T17:09:52,,,
power,2023-01-29T22:13:06Z,,,2023-01-29T17:13:06,ON,,
power,2023-01-29T22:14:51Z,,107.738,2023-01-29T17:14:51,,lamp_pwr,0
power,2023-01-29T22:14:52Z,ON,,2023-01-29T17:14:52,,,
power,2023-01-29T22:18:06Z,,,2023-01-29T17:18:06,ON,,
power,2023-01-29T22:19:52Z,,107.738,2023-01-29T17:19:52,,lamp_pwr,0
power,2023-01-29T22:19:52Z,ON,,2023-01-29T17:19:52,,,
power,2023-01-29T22:21:39Z,OFF,,2023-01-29T17:21:39,,,
power,2023-01-29T22:23:06Z,,,2023-01-29T17:23:06,ON,,
power,2023-01-29T22:24:52Z,,107.738,2023-01-29T17:24:52,,lamp_pwr,0
power,2023-01-29T22:24:52Z,OFF,,2023-01-29T17:24:52,,,
power,2023-01-29T22:28:06Z,,,2023-01-29T17:28:06,ON,,
power,2023-01-29T22:29:51Z,,107.738,2023-01-29T17:29:51,,lamp_pwr,0
power,2023-01-29T22:29:52Z,OFF,,2023-01-29T17:29:52,,,
power,2023-01-29T22:33:06Z,,,2023-01-29T17:33:06,ON,,
power,2023-01-29T22:34:52Z,,107.738,2023-01-29T17:34:52,,lamp_pwr,0
power,2023-01-29T22:34:52Z,OFF,,2023-01-29T17:34:52,,,
power,2023-01-29T22:38:06Z,,,2023-01-29T17:38:06,ON,,
power,2023-01-29T22:39:51Z,,107.738,2023-01-29T17:39:51,,lamp_pwr,0
power,2023-01-29T22:39:52Z,OFF,,2023-01-29T17:39:52,,,
power,2023-01-29T22:43:06Z,,,2023-01-29T17:43:06,ON,,
power,2023-01-29T22:44:12Z,,,2023-01-29T17:44:12,OFF,,
power,2023-01-29T22:44:51Z,,107.738,2023-01-29T17:44:51,,lamp_pwr,0
power,2023-01-29T22:44:52Z,OFF,,2023-01-29T17:44:52,,,
power,2023-01-29T22:48:06Z,,,2023-01-29T17:48:06,OFF,,
power,2023-01-29T22:49:52Z,,107.738,2023-01-29T17:49:52,,lamp_pwr,0
power,2023-01-29T22:49:52Z,OFF,,2023-01-29T17:49:52,,,
power,2023-01-29T22:53:06Z,,,2023-01-29T17:53:06,OFF,,
power,2023-01-29T22:54:51Z,,107.738,2023-01-29T17:54:51,,lamp_pwr,0
power,2023-01-29T22:54:52Z,OFF,,2023-01-29T17:54:52,,,
power,2023-01-29T22:58:06Z,,,2023-01-29T17:58:06,OFF,,
power,2023-01-29T22:59:51Z,,107.738,2023-01-29T17:59:51,,lamp_pwr,0
power,2023-01-29T22:59:52Z,OFF,,2023-01-29T17:59:52,,,
power,2023-01-29T23:03:06Z,,,2023-01-29T18:03:06,OFF,,
power,2023-01-29T23:04:52Z,,107.738,2023-01-29T18:04:52,,lamp_pwr,0
power,2023-01-29T23:04:52Z,OFF,,2023-01-29T18:04:52,,,
power,2023-01-29T23:08:06Z,,,2023-01-29T18:08:06,OFF,,
power,2023-01-29T23:09:51Z,,107.738,2023-01-29T18:09:51,,lamp_pwr,0
power,2023-01-29T23:09:52Z,OFF,,2023-01-29T18:09:52,,,
power,2023-01-29T23:13:06Z,,,2023-01-29T18:13:06,OFF,,
power,2023-01-29T23:14:51Z,,107.738,2023-01-29T18:14:51,,lamp_pwr,0
power,2023-01-29T23:14:52Z,OFF,,2023-01-29T18:14:52,,,
power,2023-01-29T23:18:06Z,,,2023-01-29T18:18:06,OFF,,
power,2023-01-29T23:19:51Z,,107.738,2023-01-29T18:19:51,,lamp_pwr,0
power,2023-01-29T23:19:52Z,OFF,,2023-01-29T18:19:52,,,
power,2023-01-29T23:23:06Z,,,2023-01-29T18:23:06,OFF,,
power,2023-01-29T23:24:51Z,,107.738,2023-01-29T18:24:51,,lamp_pwr,0
power,2023-01-29T23:24:52Z,OFF,,2023-01-29T18:24:52,,,
power,2023-01-29T23:27:55Z,ON,,2023-01-29T18:27:55,,,
power,2023-01-29T23:28:06Z,,,2023-01-29T18:28:06,OFF,,
power,2023-01-29T23:29:51Z,,107.738,2023-01-29T18:29:51,,lamp_pwr,0
power,2023-01-29T23:29:52Z,ON,,2023-01-29T18:29:52,,,
power,2023-01-29T23:33:06Z,,,2023-01-29T18:33:06,OFF,,
power,2023-01-29T23:34:52Z,,107.738,2023-01-29T18:34:52,,lamp_pwr,0
power,2023-01-29T23:34:52Z,ON,,2023-01-29T18:34:52,,,
power,2023-01-29T23:38:06Z,,,2023-01-29T18:38:06,OFF,,
power,2023-01-29T23:39:52Z,,107.738,2023-01-29T18:39:52,,lamp_pwr,0
power,2023-01-29T23:39:52Z,ON,,2023-01-29T18:39:52,,,
power,2023-01-29T23:43:06Z,,,2023-01-29T18:43:06,OFF,,
power,2023-01-29T23:44:51Z,,107.738,2023-01-29T18:44:51,,lamp_pwr,0
power,2023-01-29T23:44:52Z,ON,,2023-01-29T18:44:52,,,
power,2023-01-29T23:48:06Z,,,2023-01-29T18:48:06,OFF,,
power,2023-01-29T23:49:51Z,,107.738,2023-01-29T18:49:51,,lamp_pwr,0
power,2023-01-29T23:49:52Z,ON,,2023-01-29T18:49:52,,,
power,2023-01-29T23:53:06Z,,,2023-01-29T18:53:06,OFF,,
power,2023-01-29T23:54:51Z,,107.738,2023-01-29T18:54:51,,lamp_pwr,0
power,2023-01-29T23:54:52Z,ON,,2023-01-29T18:54:52,,,
power,2023-01-29T23:58:06Z,,,2023-01-29T18:58:06,OFF,,
power,2023-01-29T23:59:51Z,,107.738,2023-01-29T18:59:51,,lamp_pwr,0
power,2023-01-29T23:59:52Z,ON,,2023-01-29T18:59:52,,,
power,2023-01-30T00:03:06Z,,,2023-01-29T19:03:06,OFF,,
power,2023-01-30T00:04:51Z,,107.738,2023-01-29T19:04:51,,lamp_pwr,0
power,2023-01-30T00:04:52Z,ON,,2023-01-29T19:04:52,,,
power,2023-01-30T00:08:06Z,,,2023-01-29T19:08:06,OFF,,
power,2023-01-30T00:09:52Z,,107.738,2023-01-29T19:09:52,,lamp_pwr,0
power,2023-01-30T00:09:52Z,ON,,2023-01-29T19:09:52,,,
power,2023-01-30T00:13:06Z,,,2023-01-29T19:13:06,OFF,,
power,2023-01-30T00:14:51Z,,107.738,2023-01-29T19:14:51,,lamp_pwr,0
power,2023-01-30T00:14:52Z,ON,,2023-01-29T19:14:52,,,
power,2023-01-30T00:18:06Z,,,2023-01-29T19:18:06,OFF,,
power,2023-01-30T00:19:51Z,,107.738,2023-01-29T19:19:51,,lamp_pwr,0
power,2023-01-30T00:19:52Z,ON,,2023-01-29T19:19:52,,,
power,2023-01-30T00:23:07Z,,,2023-01-29T19:23:07,OFF,,
power,2023-01-30T00:24:52Z,,107.738,2023-01-29T19:24:52,,lamp_pwr,0
power,2023-01-30T00:24:52Z,ON,,2023-01-29T19:24:52,,,
power,2023-01-30T00:27:55Z,OFF,,2023-01-29T19:27:55,,,
power,2023-01-30T00:28:06Z,,,2023-01-29T19:28:06,OFF,,
power,2023-01-30T00:28:09Z,ON,,2023-01-29T19:28:09,,,
power,2023-01-30T00:29:52Z,,107.738,2023-01-29T19:29:52,,lamp_pwr,0
power,2023-01-30T00:29:52Z,ON,,2023-01-29T19:29:52,,,
power,2023-01-30T00:31:22Z,,,2023-01-29T19:31:22,ON,,
power,2023-01-30T00:33:06Z,,,2023-01-29T19:33:06,ON,,
power,2023-01-30T00:33:08Z,,,2023-01-29T19:33:08,ON,,
power,2023-01-30T00:34:51Z,,107.738,2023-01-29T19:34:51,,lamp_pwr,0
power,2023-01-30T00:34:52Z,ON,,2023-01-29T19:34:52,,,
power,2023-01-30T00:38:07Z,,,2023-01-29T19:38:07,ON,,
power,2023-01-30T00:39:51Z,,107.738,2023-01-29T19:39:51,,lamp_pwr,0
power,2023-01-30T00:39:52Z,ON,,2023-01-29T19:39:52,,,
power,2023-01-30T00:43:07Z,,,2023-01-29T19:43:07,ON,,
power,2023-01-30T00:44:51Z,,107.738,2023-01-29T19:44:51,,lamp_pwr,0
power,2023-01-30T00:44:52Z,ON,,2023-01-29T19:44:52,,,
power,2023-01-30T00:48:07Z,,,2023-01-29T19:48:07,ON,,
power,2023-01-30T00:49:51Z,,107.738,2023-01-29T19:49:51,,lamp_pwr,0
power,2023-01-30T00:49:52Z,ON,,2023-01-29T19:49:52,,,
power,2023-01-30T00:53:07Z,,,2023-01-29T19:53:07,ON,,
power,2023-01-30T00:54:51Z,,107.738,2023-01-29T19:54:51,,lamp_pwr,0
power,2023-01-30T00:54:52Z,ON,,2023-01-29T19:54:52,,,
power,2023-01-30T00:58:07Z,,,2023-01-29T19:58:07,ON,,
power,2023-01-30T00:59:52Z,,107.738,2023-01-29T19:59:52,,lamp_pwr,0
power,2023-01-30T00:59:52Z,ON,,2023-01-29T19:59:52,,,
power,2023-01-30T01:03:07Z,,,2023-01-29T20:03:07,ON,,
power,2023-01-30T01:03:17Z,OFF,,2023-01-29T20:03:17,,,
power,2023-01-30T01:04:52Z,,107.738,2023-01-29T20:04:52,,lamp_pwr,0
power,2023-01-30T01:04:53Z,OFF,,2023-01-29T20:04:53,,,
power,2023-01-30T01:08:07Z,,,2023-01-29T20:08:07,ON,,
power,2023-01-30T01:09:51Z,,107.738,2023-01-29T20:09:51,,lamp_pwr,0
power,2023-01-30T01:09:52Z,OFF,,2023-01-29T20:09:52,,,
power,2023-01-30T01:13:07Z,,,2023-01-29T20:13:07,ON,,
power,2023-01-30T01:14:51Z,,107.738,2023-01-29T20:14:51,,lamp_pwr,0
power,2023-01-30T01:14:52Z,OFF,,2023-01-29T20:14:52,,,
power,2023-01-30T01:18:07Z,,,2023-01-29T20:18:07,ON,,
power,2023-01-30T01:19:51Z,,107.738,2023-01-29T20:19:51,,lamp_pwr,0
power,2023-01-30T01:19:52Z,OFF,,2023-01-29T20:19:52,,,
power,2023-01-30T01:23:07Z,,,2023-01-29T20:23:07,ON,,
power,2023-01-30T01:24:35Z,,,2023-01-29T20:24:35,OFF,,
power,2023-01-30T01:24:52Z,,107.738,2023-01-29T20:24:52,,lamp_pwr,0
power,2023-01-30T01:24:53Z,OFF,,2023-01-29T20:24:53,,,
power,2023-01-30T01:28:07Z,,,2023-01-29T20:28:07,OFF,,
power,2023-01-30T01:29:51Z,,107.738,2023-01-29T20:29:51,,lamp_pwr,0
power,2023-01-30T01:29:52Z,OFF,,2023-01-29T20:29:52,,,
power,2023-01-30T01:33:07Z,,,2023-01-29T20:33:07,OFF,,
power,2023-01-30T01:34:51Z,,107.738,2023-01-29T20:34:51,,lamp_pwr,0
power,2023-01-30T01:34:52Z,OFF,,2023-01-29T20:34:52,,,
power,2023-01-30T01:38:07Z,,,2023-01-29T20:38:07,OFF,,
power,2023-01-30T01:39:52Z,,107.738,2023-01-29T20:39:52,,lamp_pwr,0
power,2023-01-30T01:39:53Z,OFF,,2023-01-29T20:39:53,,,
power,2023-01-30T01:43:07Z,,,2023-01-29T20:43:07,OFF,,
power,2023-01-30T01:44:51Z,,107.738,2023-01-29T20:44:51,,lamp_pwr,0
power,2023-01-30T01:44:53Z,OFF,,2023-01-29T20:44:53,,,
power,2023-01-30T01:48:07Z,,,2023-01-29T20:48:07,OFF,,
power,2023-01-30T01:49:51Z,,107.738,2023-01-29T20:49:51,,lamp_pwr,0
power,2023-01-30T01:49:52Z,OFF,,2023-01-29T20:49:52,,,
power,2023-01-30T01:53:07Z,,,2023-01-29T20:53:07,OFF,,
power,2023-01-30T01:54:51Z,,107.738,2023-01-29T20:54:51,,lamp_pwr,0
power,2023-01-30T01:54:53Z,OFF,,2023-01-29T20:54:53,,,
power,2023-01-30T01:58:07Z,,,2023-01-29T20:58:07,OFF,,
power,2023-01-30T01:59:52Z,,107.738,2023-01-29T20:59:52,,lamp_pwr,0
power,2023-01-30T01:59:53Z,OFF,,2023-01-29T20:59:53,,,
power,2023-01-30T02:03:07Z,,,2023-01-29T21:03:07,OFF,,
