name,time,heat,kWhr,local_dt,old_plug,parm,watts
power,2023-02-02T12:44:53Z,ON,,2023-02-02T07:44:53,,,
power,2023-02-02T12:48:28Z,,,2023-02-02T07:48:28,ON,,
power,2023-02-02T12:48:33Z,,,2023-02-02T07:48:33,ON,,
power,2023-02-02T12:49:52Z,,107.738,2023-02-02T07:49:52,,lamp_pwr,0
power,2023-02-02T12:49:53Z,ON,,2023-02-02T07:49:53,,,
power,2023-02-02T12:53:28Z,,,2023-02-02T07:53:28,ON,,
power,2023-02-02T12:54:52Z,,107.738,2023-02-02T07:54:52,,lamp_pwr,0
power,2023-02-02T12:54:53Z,ON,,2023-02-02T07:54:53,,,
power,2023-02-02T12:58:28Z,,,2023-02-02T07:58:28,ON,,
power,2023-02-02T12:59:52Z,,107.738,2023-02-02T07:59:52,,lamp_pwr,0
power,2023-02-02T12:59:53Z,ON,,2023-02-02T07:59:53,,,
power,2023-02-02T13:03:28Z,,,2023-02-02T08:03:28,ON,,
power,2023-02-02T13:04:52Z,,107.738,2023-02-02T08:04:52,,lamp_pwr,0
power,2023-02-02T13:04:53Z,ON,,2023-02-02T08:04:53,,,
power,2023-02-02T13:08:28Z,,,2023-02-02T08:08:28,ON,,
power,2023-02-02T13:09:53Z,,107.738,2023-02-02T08:09:53,,lamp_pwr,0
power,2023-02-02T13:09:53Z,ON,,2023-02-02T08:09:53,,,
power,2023-02-02T13:13:28Z,,,2023-02-02T08:13:28,ON,,
power,2023-02-02T13:14:50Z,OFF,,2023-02-02T08:14:50,,,
power,2023-02-02T13:14:52Z,,107.738,2023-02-02T08:14:52,,lamp_pwr,0
power,2023-02-02T13:14:53Z,OFF,,2023-02-02T08:14:53,,,
power,2023-02-02T13:18:28Z,,,2023-02-02T08:18:28,ON,,
power,2023-02-02T13:19:52Z,,107.738,2023-02-02T08:19:52,,lamp_pwr,0
power,2023-02-02T13:19:53Z,OFF,,2023-02-02T08:19:53,,,
power,2023-02-02T13:23:28Z,,,2023-02-02T08:23:28,ON,,
power,2023-02-02T13:24:52Z,,107.738,2023-02-02T08:24:52,,lamp_pwr,0
power,2023-02-02T13:24:53Z,OFF,,2023-02-02T08:24:53,,,
power,2023-02-02T13:28:28Z,,,2023-02-02T08:28:28,ON,,
power,2023-02-02T13:29:52Z,,107.738,2023-02-02T08:29:52,,lamp_pwr,0
power,2023-02-02T13:29:53Z,OFF,,2023-02-02T08:29:53,,,
power,2023-02-02T13:33:28Z,,,2023-02-02T08:33:28,ON,,
power,2023-02-02T13:34:53Z,,107.738,2023-02-02T08:34:53,,lamp_pwr,0
power,2023-02-02T13:34:53Z,OFF,,2023-02-02T08:34:53,,,
power,2023-02-02T13:38:28Z,,,2023-02-02T08:38:28,ON,,
power,2023-02-02T13:39:52Z,,107.738,2023-02-02T08:39:52,,lamp_pwr,0
power,2023-02-02T13:39:53Z,OFF,,2023-02-02T08:39:53,,,
power,2023-02-02T13:43:28Z,,,2023-02-02T08:43:28,ON,,
power,2023-02-02T13:44:52Z,,107.738,2023-02-02T08:44:52,,lamp_pwr,0
power,2023-02-02T13:44:53Z,OFF,,2023-02-02T08:44:53,,,
power,2023-02-02T13:48:28Z,,,2023-02-02T08:48:28,ON,,
power,2023-02-02T13:49:52Z,,107.738,2023-02-02T08:49:52,,lamp_pwr,0
power,2023-02-02T13:49:53Z,OFF,,2023-02-02T08:49:53,,,
power,2023-02-02T13:53:28Z,,,2023-02-02T08:53:28,ON,,
power,2023-02-02T13:54:52Z,,107.738,2023-02-02T08:54:52,,lamp_pwr,0
power,2023-02-02T13:54:53Z,OFF,,2023-02-02T08:54:53,,,
power,2023-02-02T13:58:28Z,,,2023-02-02T08:58:28,ON,,
power,2023-02-02T13:59:53Z,,107.738,2023-02-02T08:59:53,,lamp_pwr,0
power,2023-02-02T13:59:53Z,OFF,,2023-02-02T08:59:53,,,
power,2023-02-02T14:03:28Z,,,2023-02-02T09:03:28,ON,,
power,2023-02-02T14:04:52Z,,107.738,2023-02-02T09:04:52,,lamp_pwr,0
power,2023-02-02T14:04:53Z,OFF,,2023-02-02T09:04:53,,,
power,2023-02-02T14:08:28Z,,,2023-02-02T09:08:28,ON,,
power,2023-02-02T14:09:52Z,,107.738,2023-02-02T09:09:52,,lamp_pwr,0
power,2023-02-02T14:09:53Z,OFF,,2023-02-02T09:09:53,,,
power,2023-02-02T14:13:28Z,,,2023-02-02T09:13:28,ON,,
power,2023-02-02T14:14:24Z,,,2023-02-02T09:14:24,OFF,,
power,2023-02-02T14:14:53Z,,107.738,2023-02-02T09:14:53,,lamp_pwr,0
power,2023-02-02T14:14:53Z,OFF,,2023-02-02T09:14:53,,,
power,2023-02-02T14:18:28Z,,,2023-02-02T09:18:28,OFF,,
power,2023-02-02T14:19:53Z,,107.738,2023-02-02T09:19:53,,lamp_pwr,0
power,2023-02-02T14:19:53Z,OFF,,2023-02-02T09:19:53,,,
power,2023-02-02T14:23:28Z,,,2023-02-02T09:23:28,OFF,,
power,2023-02-02T14:24:52Z,,107.738,2023-02-02T09:24:52,,lamp_pwr,0
power,2023-02-02T14:24:53Z,OFF,,2023-02-02T09:24:53,,,
power,2023-02-02T14:28:28Z,,,2023-02-02T09:28:28,OFF,,
power,2023-02-02T14:29:52Z,,107.738,2023-02-02T09:29:52,,lamp_pwr,0
power,2023-02-02T14:29:53Z,OFF,,2023-02-02T09:29:53,,,
power,2023-02-02T14:30:16Z,ON,,2023-02-02T09:30:16,,,
power,2023-02-02T14:33:28Z,,,2023-02-02T09:33:28,OFF,,
power,2023-02-02T14:34:52Z,,107.738,2023-02-02T09:34:52,,lamp_pwr,0
power,2023-02-02T14:34:53Z,ON,,2023-02-02T09:34:53,,,
power,2023-02-02T14:38:28Z,,,2023-02-02T09:38:28,OFF,,
power,2023-02-02T14:39:52Z,,107.738,2023-02-02T09:39:52,,lamp_pwr,0
power,2023-02-02T14:39:53Z,ON,,2023-02-02T09:39:53,,,
power,2023-02-02T14:43:28Z,,,2023-02-02T09:43:28,OFF,,
power,2023-02-02T14:44:53Z,,107.738,2023-02-02T09:44:53,,lamp_pwr,0
power,2023-02-02T14:44:53Z,ON,,2023-02-02T09:44:53,,,
power,2023-02-02T14:48:28Z,,,2023-02-02T09:48:28,OFF,,
power,2023-02-02T14:49:52Z,,107.738,2023-02-02T09:49:52,,lamp_pwr,0
power,2023-02-02T14:49:53Z,ON,,2023-02-02T09:49:53,,,
power,2023-02-02T14:53:28Z,,,2023-02-02T09:53:28,OFF,,
power,2023-02-02T14:54:53Z,,107.738,2023-02-02T09:54:53,,lamp_pwr,0
power,2023-02-02T14:54:53Z,ON,,2023-02-02T09:54:53,,,
power,2023-02-02T14:58:28Z,,,2023-02-02T09:58:28,OFF,,
power,2023-02-02T14:59:52Z,,107.738,2023-02-02T09:59:52,,lamp_pwr,0
power,2023-02-02T14:59:53Z,ON,,2023-02-02T09:59:53,,,
power,2023-02-02T15:03:28Z,,,2023-02-02T10:03:28,OFF,,
power,2023-02-02T15:04:52Z,,107.738,2023-02-02T10:04:52,,lamp_pwr,0
power,2023-02-02T15:04:53Z,ON,,2023-02-02T10:04:53,,,
power,2023-02-02T15:08:28Z,,,2023-02-02T10:08:28,OFF,,
power,2023-02-02T15:09:53Z,,107.738,2023-02-02T10:09:53,,lamp_pwr,0
power,2023-02-02T15:09:53Z,ON,,2023-02-02T10:09:53,,,
power,2023-02-02T15:13:28Z,,,2023-02-02T10:13:28,OFF,,
power,2023-02-02T15:14:22Z,,,2023-02-02T10:14:22,ON,,
power,2023-02-02T15:14:52Z,,107.738,2023-02-02T10:14:52,,lamp_pwr,0
power,2023-02-02T15:14:53Z,ON,,2023-02-02T10:14:53,,,
power,2023-02-02T15:18:28Z,,,2023-02-02T10:18:28,ON,,
power,2023-02-02T15:19:52Z,,107.738,2023-02-02T10:19:52,,lamp_pwr,0
power,2023-02-02T15:19:53Z,ON,,2023-02-02T10:19:53,,,
power,2023-02-02T15:23:28Z,,,2023-02-02T10:23:28,ON,,
power,2023-02-02T15:24:53Z,,107.738,2023-02-02T10:24:53,,lamp_pwr,0
power,2023-02-02T15:24:53Z,ON,,2023-02-02T10:24:53,,,
power,2023-02-02T15:28:28Z,,,2023-02-02T10:28:28,ON,,
power,2023-02-02T15:29:52Z,,107.738,2023-02-02T10:29:52,,lamp_pwr,0
power,2023-02-02T15:29:53Z,ON,,2023-02-02T10:29:53,,,
power,2023-02-02T15:30:16Z,OFF,,2023-02-02T10:30:16,,,
power,2023-02-02T15:30:27Z,ON,,2023-02-02T10:30:27,,,
power,2023-02-02T15:33:28Z,,,2023-02-02T10:33:28,ON,,
power,2023-02-02T15:34:52Z,,107.738,2023-02-02T10:34:52,,lamp_pwr,0
power,2023-02-02T15:34:53Z,ON,,2023-02-02T10:34:53,,,
power,2023-02-02T15:38:28Z,,,2023-02-02T10:38:28,ON,,
power,2023-02-02T15:39:53Z,,107.738,2023-02-02T10:39:53,,lamp_pwr,0
power,2023-02-02T15:39:53Z,ON,,2023-02-02T10:39:53,,,
power,2023-02-02T15:43:28Z,,,2023-02-02T10:43:28,ON,,
power,2023-02-02T15:44:53Z,,107.738,2023-02-02T10:44:53,,lamp_pwr,0
power,2023-02-02T15:44:53Z,ON,,2023-02-02T10:44:53,,,
power,2023-02-02T15:48:28Z,,,2023-02-02T10:48:28,ON,,
power,2023-02-02T15:49:52Z,,107.738,2023-02-02T10:49:52,,lamp_pwr,0
power,2023-02-02T15:49:53Z,ON,,2023-02-02T10:49:53,,,
power,2023-02-02T15:53:28Z,,,2023-02-02T10:53:28,ON,,
power,2023-02-02T15:54:52Z,,107.738,2023-02-02T10:54:52,,lamp_pwr,0
power,2023-02-02T15:54:53Z,ON,,2023-02-02T10:54:53,,,
power,2023-02-02T15:58:28Z,,,2023-02-02T10:58:28,ON,,
power,2023-02-02T15:59:53Z,,107.738,2023-02-02T10:59:53,,lamp_pwr,0
power,2023-02-02T15:59:53Z,ON,,2023-02-02T10:59:53,,,
power,2023-02-02T16:03:28Z,,,2023-02-02T11:03:28,ON,,
power,2023-02-02T16:04:53Z,,107.738,2023-02-02T11:04:53,,lamp_pwr,0
power,2023-02-02T16:04:53Z,ON,,2023-02-02T11:04:53,,,
power,2023-02-02T16:08:28Z,,,2023-02-02T11:08:28,ON,,
power,2023-02-02T16:09:53Z,,107.738,2023-02-02T11:09:53,,lamp_pwr,0
power,2023-02-02T16:09:53Z,ON,,2023-02-02T11:09:53,,,
power,2023-02-02T16:13:28Z,,,2023-02-02T11:13:28,ON,,
power,2023-02-02T16:14:52Z,,107.738,2023-02-02T11:14:52,,lamp_pwr,0
power,2023-02-02T16:14:53Z,ON,,2023-02-02T11:14:53,,,
power,2023-02-02T16:18:28Z,,,2023-02-02T11:18:28,ON,,
power,2023-02-02T16:19:36Z,OFF,,2023-02-02T11:19:36,,,
power,2023-02-02T16:19:52Z,,107.738,2023-02-02T11:19:52,,lamp_pwr,0
power,2023-02-02T16:19:53Z,OFF,,2023-02-02T11:19:53,,,
power,2023-02-02T16:22:24Z,,,2023-02-02T11:22:24,OFF,,
power,2023-02-02T16:23:28Z,,,2023-02-02T11:23:28,OFF,,
power,2023-02-02T16:24:52Z,,107.738,2023-02-02T11:24:52,,lamp_pwr,0
power,2023-02-02T16:24:53Z,OFF,,2023-02-02T11:24:53,,,
power,2023-02-02T16:28:28Z,,,2023-02-02T11:28:28,OFF,,
power,2023-02-02T16:29:52Z,,107.738,2023-02-02T11:29:52,,lamp_pwr,0
power,2023-02-02T16:29:53Z,OFF,,2023-02-02T11:29:53,,,
power,2023-02-02T16:33:28Z,,,2023-02-02T11:33:28,OFF,,
power,2023-02-02T16:34:52Z,,107.738,2023-02-02T11:34:52,,lamp_pwr,0
power,2023-02-02T16:34:53Z,OFF,,2023-02-02T11:34:53,,,
power,2023-02-02T16:38:28Z,,,2023-02-02T11:38:28,OFF,,
power,2023-02-02T16:39:52Z,,107.738,2023-02-02T11:39:52,,lamp_pwr,0
power,2023-02-02T16:39:53Z,OFF,,2023-02-02T11:39:53,,,
power,2023-02-02T16:43:28Z,,,2023-02-02T11:43:28,OFF,,
power,2023-02-02T16:43:41Z,ON,,2023-02-02T11:43:41,,,
power,2023-02-02T16:44:52Z,,107.738,2023-02-02T11:44:52,,lamp_pwr,0
power,2023-02-02T16:44:53Z,ON,,2023-02-02T11:44:53,,,
power,2023-02-02T16:48:28Z,,,2023-02-02T11:48:28,OFF,,
power,2023-02-02T16:49:52Z,,107.738,2023-02-02T11:49:52,,lamp_pwr,0
power,2023-02-02T16:49:53Z,ON,,2023-02-02T11:49:53,,,
power,2023-02-02T16:53:28Z,,,2023-02-02T11:53:28,OFF,,
power,2023-02-02T16:54:52Z,,107.738,2023-02-02T11:54:52,,lamp_pwr,0
power,2023-02-02T16:54:53Z,ON,,2023-02-02T11:54:53,,,
power,2023-02-02T16:58:28Z,,,2023-02-02T11:58:28,OFF,,
power,2023-02-02T16:59:52Z,,107.738,2023-02-02T11:59:52,,lamp_pwr,0
power,2023-02-02T16:59:53Z,ON,,2023-02-02T11:59:53,,,
power,2023-02-02T17:03:28Z,,,2023-02-02T12:03:28,OFF,,
power,2023-02-02T17:04:52Z,,107.738,2023-02-02T12:04:52,,lamp_pwr,0
power,2023-02-02T17:04:53Z,ON,,2023-02-02T12:04:53,,,
power,2023-02-02T17:08:28Z,,,2023-02-02T12:08:28,OFF,,
power,2023-02-02T17:09:52Z,,107.738,2023-02-02T12:09:52,,lamp_pwr,0
power,2023-02-02T17:09:53Z,ON,,2023-02-02T12:09:53,,,
power,2023-02-02T17:13:28Z,,,2023-02-02T12:13:28,OFF,,
power,2023-02-02T17:14:53Z,,107.738,2023-02-02T12:14:53,,lamp_pwr,0
power,2023-02-02T17:14:53Z,ON,,2023-02-02T12:14:53,,,
power,2023-02-02T17:18:28Z,,,2023-02-02T12:18:28,OFF,,
power,2023-02-02T17:19:52Z,,107.738,2023-02-02T12:19:52,,lamp_pwr,0
power,2023-02-02T17:19:53Z,ON,,2023-02-02T12:19:53,,,
power,2023-02-02T17:23:28Z,,,2023-02-02T12:23:28,OFF,,
power,2023-02-02T17:24:52Z,,107.738,2023-02-02T12:24:52,,lamp_pwr,0
power,2023-02-02T17:24:53Z,ON,,2023-02-02T12:24:53,,,
power,2023-02-02T17:28:28Z,,,2023-02-02T12:28:28,OFF,,
power,2023-02-02T17:29:53Z,,107.738,2023-02-02T12:29:53,,lamp_pwr,0
power,2023-02-02T17:29:53Z,ON,,2023-02-02T12:29:53,,,
power,2023-02-02T17:33:28Z,,,2023-02-02T12:33:28,OFF,,
power,2023-02-02T17:34:53Z,,107.738,2023-02-02T12:34:53,,lamp_pwr,0
power,2023-02-02T17:34:53Z,ON,,2023-02-02T12:34:53,,,
power,2023-02-02T17:38:28Z,,,2023-02-02T12:38:28,OFF,,
power,2023-02-02T17:39:52Z,,107.738,2023-02-02T12:39:52,,lamp_pwr,0
power,2023-02-02T17:39:53Z,ON,,2023-02-02T12:39:53,,,
power,2023-02-02T17:43:28Z,,,2023-02-02T12:43:28,OFF,,
power,2023-02-02T17:43:41Z,OFF,,2023-02-02T12:43:41,,,
power,2023-02-02T17:43:52Z,ON,,2023-02-02T12:43:52,,,
power,2023-02-02T17:44:53Z,,107.738,2023-02-02T12:44:53,,lamp_pwr,0
power,2023-02-02T17:44:53Z,ON,,2023-02-02T12:44:53,,,
power,2023-02-02T17:48:28Z,,,2023-02-02T12:48:28,OFF,,
power,2023-02-02T17:49:53Z,,107.738,2023-02-02T12:49:53,,lamp_pwr,0
power,2023-02-02T17:49:53Z,ON,,2023-02-02T12:49:53,,,
power,2023-02-02T17:53:28Z,,,2023-02-02T12:53:28,OFF,,
power,2023-02-02T17:54:53Z,,107.738,2023-02-02T12:54:53,,lamp_pwr,0
power,2023-02-02T17:54:53Z,ON,,2023-02-02T12:54:53,,,
power,2023-02-02T17:58:28Z,,,2023-02-02T12:58:28,OFF,,
power,2023-02-02T17:59:53Z,,107.738,2023-02-02T12:59:53,,lamp_pwr,0
power,2023-02-02T17:59:53Z,ON,,2023-02-02T12:59:53,,,
power,2023-02-02T18:03:28Z,,,2023-02-02T13:03:28,OFF,,
power,2023-02-02T18:04:52Z,,107.738,2023-02-02T13:04:52,,lamp_pwr,0
power,2023-02-02T18:04:53Z,ON,,2023-02-02T13:04:53,,,
power,2023-02-02T18:07:17Z,,,2023-02-02T13:07:17,ON,,
power,2023-02-02T18:08:28Z,,,2023-02-02T13:08:28,ON,,
power,2023-02-02T18:09:06Z,,,2023-02-02T13:09:06,ON,,
power,2023-02-02T18:09:52Z,,107.738,2023-02-02T13:09:52,,lamp_pwr,0
power,2023-02-02T18:09:53Z,ON,,2023-02-02T13:09:53,,,
power,2023-02-02T18:13:28Z,,,2023-02-02T13:13:28,ON,,
power,2023-02-02T18:13:30Z,,,2023-02-02T13:13:30,ON,,
power,2023-02-02T18:14:52Z,,107.738,2023-02-02T13:14:52,,lamp_pwr,0
power,2023-02-02T18:14:53Z,ON,,2023-02-02T13:14:53,,,
power,2023-02-02T18:18:28Z,,,2023-02-02T13:18:28,ON,,
power,2023-02-02T18:19:54Z,,107.738,2023-02-02T13:19:54,,lamp_pwr,0
power,2023-02-02T18:19:54Z,ON,,2023-02-02T13:19:54,,,
power,2023-02-02T18:23:28Z,,,2023-02-02T13:23:28,ON,,
power,2023-02-02T18:24:53Z,,107.738,2023-02-02T13:24:53,,lamp_pwr,0
power,2023-02-02T18:24:54Z,ON,,2023-02-02T13:24:54,,,
power,2023-02-02T18:28:28Z,,,2023-02-02T13:28:28,ON,,
power,2023-02-02T18:29:53Z,,107.738,2023-02-02T13:29:53,,lamp_pwr,0
power,2023-02-02T18:29:54Z,ON,,2023-02-02T13:29:54,,,
power,2023-02-02T18:33:28Z,,,2023-02-02T13:33:28,ON,,
power,2023-02-02T18:34:53Z,,107.738,2023-02-02T13:34:53,,lamp_pwr,0
power,2023-02-02T18:34:54Z,ON,,2023-02-02T13:34:54,,,
power,2023-02-02T18:38:28Z,,,2023-02-02T13:38:28,ON,,
power,2023-02-02T18:39:54Z,,107.738,2023-02-02T13:39:54,,lamp_pwr,0
power,2023-02-02T18:39:54Z,ON,,2023-02-02T13:39:54,,,
power,2023-02-02T18:43:28Z,,,2023-02-02T13:43:28,ON,,
power,2023-02-02T18:43:52Z,OFF,,2023-02-02T13:43:52,,,
power,2023-02-02T18:44:53Z,,107.738,2023-02-02T13:44:53,,lamp_pwr,0
power,2023-02-02T18:44:54Z,OFF,,2023-02-02T13:44:54,,,
power,2023-02-02T18:48:28Z,,,2023-02-02T13:48:28,ON,,
power,2023-02-02T18:48:55Z,,,2023-02-02T13:48:55,OFF,,
power,2023-02-02T18:49:54Z,,107.738,2023-02-02T13:49:54,,lamp_pwr,0
power,2023-02-02T18:49:55Z,OFF,,2023-02-02T13:49:55,,,
power,2023-02-02T18:53:28Z,,,2023-02-02T13:53:28,OFF,,
power,2023-02-02T18:54:53Z,,107.738,2023-02-02T13:54:53,,lamp_pwr,0
power,2023-02-02T18:54:54Z,OFF,,2023-02-02T13:54:54,,,
power,2023-02-02T18:58:28Z,,,2023-02-02T13:58:28,OFF,,
power,2023-02-02T18:59:53Z,,107.738,2023-02-02T13:59:53,,lamp_pwr,0
power,2023-02-02T18:59:54Z,OFF,,2023-02-02T13:59:54,,,
power,2023-02-02T19:03:28Z,,,2023-02-02T14:03:28,OFF,,
power,2023-02-02T19:04:54Z,,107.738,2023-02-02T14:04:54,,lamp_pwr,0
power,2023-02-02T19:04:55Z,OFF,,2023-02-02T14:04:55,,,
power,2023-02-02T19:08:28Z,,,2023-02-02T14:08:28,OFF,,
power,2023-02-02T19:09:53Z,,107.738,2023-02-02T14:09:53,,lamp_pwr,0
power,2023-02-02T19:09:55Z,OFF,,2023-02-02T14:09:55,,,
power,2023-02-02T19:13:28Z,,,2023-02-02T14:13:28,OFF,,
power,2023-02-02T19:14:53Z,,107.738,2023-02-02T14:14:53,,lamp_pwr,0
power,2023-02-02T19:14:55Z,OFF,,2023-02-02T14:14:55,,,
power,2023-02-02T19:18:28Z,,,2023-02-02T14:18:28,OFF,,
power,2023-02-02T19:19:54Z,,107.738,2023-02-02T14:19:54,,lamp_pwr,0
power,2023-02-02T19:19:55Z,OFF,,2023-02-02T14:19:55,,,
power,2023-02-02T19:23:28Z,,,2023-02-02T14:23:28,OFF,,
power,2023-02-02T19:24:53Z,,107.738,2023-02-02T14:24:53,,lamp_pwr,0
power,2023-02-02T19:24:55Z,OFF,,2023-02-02T14:24:55,,,
power,2023-02-02T19:28:28Z,,,2023-02-02T14:28:28,OFF,,
power,2023-02-02T19:29:53Z,,107.738,2023-02-02T14:29:53,,lamp_pwr,0
power,2023-02-02T19:29:55Z,OFF,,2023-02-02T14:29:55,,,
power,2023-02-02T19:33:28Z,,,2023-02-02T14:33:28,OFF,,
power,2023-02-02T19:34:53Z,,107.738,2023-02-02T14:34:53,,lamp_pwr,0
power,2023-02-02T19:34:55Z,OFF,,2023-02-02T14:34:55,,,
power,2023-02-02T19:38:28Z,,,2023-02-02T14:38:28,OFF,,
power,2023-02-02T19:39:53Z,,107.738,2023-02-02T14:39:53,,lamp_pwr,0
power,2023-02-02T19:39:55Z,OFF,,2023-02-02T14:39:55,,,
power,2023-02-02T19:43:28Z,,,2023-02-02T14:43:28,OFF,,
power,2023-02-02T19:44:53Z,,107.738,2023-02-02T14:44:53,,lamp_pwr,0
power,2023-02-02T19:44:55Z,OFF,,2023-02-02T14:44:55,,,
power,2023-02-02T19:48:28Z,,,2023-02-02T14:48:28,OFF,,
power,2023-02-02T19:49:53Z,,107.738,2023-02-02T14:49:53,,lamp_pwr,0
power,2023-02-02T19:49:55Z,OFF,,2023-02-02T14:49:55,,,
power,2023-02-02T19:53:17Z,ON,,2023-02-02T14:53:17,,,
power,2023-02-02T19:53:28Z,,,2023-02-02T14:53:28,OFF,,
power,2023-02-02T19:54:53Z,,107.738,2023-02-02T14:54:53,,lamp_pwr,0
power,2023-02-02T19:54:55Z,ON,,2023-02-02T14:54:55,,,
power,2023-02-02T19:58:28Z,,,2023-02-02T14:58:28,OFF,,
power,2023-02-02T19:59:53Z,,107.738,2023-02-02T14:59:53,,lamp_pwr,0
power,2023-02-02T19:59:55Z,ON,,2023-02-02T14:59:55,,,
power,2023-02-02T20:03:28Z,,,2023-02-02T15:03:28,OFF,,
power,2023-02-02T20:04:53Z,,107.738,2023-02-02T15:04:53,,lamp_pwr,0
power,2023-02-02T20:04:55Z,ON,,2023-02-02T15:04:55,,,
power,2023-02-02T20:08:28Z,,,2023-02-02T15:08:28,OFF,,
power,2023-02-02T20:09:53Z,,107.738,2023-02-02T15:09:53,,lamp_pwr,0
power,2023-02-02T20:09:55Z,ON,,2023-02-02T15:09:55,,,
power,2023-02-02T20:13:28Z,,,2023-02-02T15:13:28,OFF,,
power,2023-02-02T20:14:53Z,,107.738,2023-02-02T15:14:53,,lamp_pwr,0
power,2023-02-02T20:14:55Z,ON,,2023-02-02T15:14:55,,,
power,2023-02-02T20:18:28Z,,,2023-02-02T15:18:28,OFF,,
power,2023-02-02T20:19:54Z,,107.738,2023-02-02T15:19:54,,lamp_pwr,0
power,2023-02-02T20:19:55Z,ON,,2023-02-02T15:19:55,,,
power,2023-02-02T20:23:28Z,,,2023-02-02T15:23:28,OFF,,
power,2023-02-02T20:24:54Z,,107.738,2023-02-02T15:24:54,,lamp_pwr,0
power,2023-02-02T20:24:55Z,ON,,2023-02-02T15:24:55,,,
power,2023-02-02T20:28:28Z,,,2023-02-02T15:28:28,OFF,,
power,2023-02-02T20:29:53Z,,107.738,2023-02-02T15:29:53,,lamp_pwr,0
power,2023-02-02T20:29:55Z,ON,,2023-02-02T15:29:55,,,
power,2023-02-02T20:33:28Z,,,2023-02-02T15:33:28,OFF,,
power,2023-02-02T20:34:53Z,,107.738,2023-02-02T15:34:53,,lamp_pwr,0
power,2023-02-02T20:34:55Z,ON,,2023-02-02T15:34:55,,,
power,2023-02-02T20:38:28Z,,,2023-02-02T15:38:28,OFF,,
power,2023-02-02T20:39:53Z,,107.738,2023-02-02T15:39:53,,lamp_pwr,0
power,2023-02-02T20:39:55Z,ON,,2023-02-02T15:39:55,,,
power,2023-02-02T20:43:28Z,,,2023-02-02T15:43:28,OFF,,
power,2023-02-02T20:44:53Z,,107.738,2023-02-02T15:44:53,,lamp_pwr,0
power,2023-02-02T20:44:55Z,ON,,2023-02-02T15:44:55,,,
power,2023-02-02T20:48:28Z,,,2023-02-02T15:48:28,OFF,,
power,2023-02-02T20:49:53Z,,107.738,2023-02-02T15:49:53,,lamp_pwr,0
power,2023-02-02T20:49:55Z,ON,,2023-02-02T15:49:55,,,
power,2023-02-02T20:53:17Z,OFF,,2023-02-02T15:53:17,,,
power,2023-02-02T20:53:28Z,,,2023-02-02T15:53:28,OFF,,
power,2023-02-02T20:53:29Z,ON,,2023-02-02T15:53:29,,,
power,2023-02-02T20:54:53Z,,107.738,2023-02-02T15:54:53,,lamp_pwr,0
power,2023-02-02T20:54:55Z,ON,,2023-02-02T15:54:55,,,
power,2023-02-02T20:57:06Z,,,2023-02-02T15:57:06,ON,,
power,2023-02-02T20:58:28Z,,,2023-02-02T15:58:28,ON,,
power,2023-02-02T20:59:54Z,,107.738,2023-02-02T15:59:54,,lamp_pwr,0
power,2023-02-02T20:59:55Z,ON,,2023-02-02T15:59:55,,,
power,2023-02-02T21:01:37Z,,,2023-02-02T16:01:37,ON,,
power,2023-02-02T21:03:28Z,,,2023-02-02T16:03:28,ON,,
power,2023-02-02T21:04:53Z,,107.738,2023-02-02T16:04:53,,lamp_pwr,0
power,2023-02-02T21:04:55Z,ON,,2023-02-02T16:04:55,,,
power,2023-02-02T21:04:56Z,,,2023-02-02T16:04:56,ON,,
power,2023-02-02T21:08:28Z,,,2023-02-02T16:08:28,ON,,
power,2023-02-02T21:09:53Z,,107.738,2023-02-02T16:09:53,,lamp_pwr,0
power,2023-02-02T21:09:55Z,ON,,2023-02-02T16:09:55,,,
power,2023-02-02T21:13:28Z,,,2023-02-02T16:13:28,ON,,
power,2023-02-02T21:14:53Z,,107.738,2023-02-02T16:14:53,,lamp_pwr,0
power,2023-02-02T21:14:55Z,ON,,2023-02-02T16:14:55,,,
power,2023-02-02T21:18:28Z,,,2023-02-02T16:18:28,ON,,
power,2023-02-02T21:19:53Z,,107.738,2023-02-02T16:19:53,,lamp_pwr,0
power,2023-02-02T21:19:55Z,ON,,2023-02-02T16:19:55,,,
power,2023-02-02T21:23:28Z,,,2023-02-02T16:23:28,ON,,
power,2023-02-02T21:24:54Z,,107.738,2023-02-02T16:24:54,,lamp_pwr,0
power,2023-02-02T21:24:55Z,ON,,2023-02-02T16:24:55,,,
power,2023-02-02T21:28:28Z,,,2023-02-02T16:28:28,ON,,
power,2023-02-02T21:29:53Z,,107.738,2023-02-02T16:29:53,,lamp_pwr,0
power,2023-02-02T21:29:55Z,ON,,2023-02-02T16:29:55,,,
power,2023-02-02T21:33:28Z,,,2023-02-02T16:33:28,ON,,
power,2023-02-02T21:34:54Z,,107.738,2023-02-02T16:34:54,,lamp_pwr,0
power,2023-02-02T21:34:55Z,ON,,2023-02-02T16:34:55,,,
power,2023-02-02T21:38:28Z,,,2023-02-02T16:38:28,ON,,
power,2023-02-02T21:39:53Z,,107.738,2023-02-02T16:39:53,,lamp_pwr,0
power,2023-02-02T21:39:55Z,ON,,2023-02-02T16:39:55,,,
power,2023-02-02T21:43:28Z,,,2023-02-02T16:43:28,ON,,
power,2023-02-02T21:44:53Z,,107.738,2023-02-02T16:44:53,,lamp_pwr,0
power,2023-02-02T21:44:55Z,ON,,2023-02-02T16:44:55,,,
