name,time,avgGenWattsIn,avgWattsOut,genRunTime,genStartMode,genStatus,interval,inverterFault,inverterStatus,local_dt,maxWattsOut,yr_mo
inverter,2023-08-09T00:00:00Z,0,1251.4424877590013,0,1,2,22287.3478910923,0,64,2023-08-09T19:59:57,6960,23-08
inverter,2023-08-10T00:00:00Z,0,1263.343538998137,0,1,2,84985.01683974266,0,64,2023-08-10T19:59:57,9394,23-08
inverter,2023-08-11T00:00:00Z,0,1238.556700307299,0,1,2,85022.83071446419,0,64,2023-08-11T19:59:57,8418,23-08
inverter,2023-08-12T00:00:00Z,0,1240.3097758599367,0,1,2,84975.86748695374,0,64,2023-08-12T19:59:56,9801,23-08
inverter,2023-08-13T00:00:00Z,0,1244.8023101950787,0,1,2,84886.3976764679,0,64,2023-08-13T19:59:55,8470,23-08
inverter,2023-08-14T00:00:00Z,0,1041.9923225536286,0,1,2,84728.87551498413,0,64,2023-08-14T19:59:57,7986,23-08
inverter,2023-08-15T00:00:00Z,0,751.6914683019226,0,1,2,84821.83968663216,0,64,2023-08-15T19:59:57,6844,23-08
inverter,2023-08-16T00:00:00Z,1041.6622907315868,940.0433133273741,250.33078829447433,1,2,84755.58324837685,0,64,2023-08-16T19:59:54,3402,23-08
inverter,2023-08-17T00:00:00Z,0,651.2991508972956,0,1,2,84888.76753926277,0,64,2023-08-17T19:59:57,7930,23-08
inverter,2023-08-18T00:00:00Z,651.8575061368599,986.8051373823505,168.1644606312116,1,2,84889.42190313339,0,64,2023-08-18T19:59:56,7502,23-08
inverter,2023-08-19T00:00:00Z,0,904.5986867579192,0,1,2,84743.29001379013,0,64,2023-08-19T19:59:57,7680,23-08
inverter,2023-08-20T00:00:00Z,217.07605802685157,1331.8717809547609,63.24049708843231,1,2,84805.18516254425,0,64,2023-08-20T19:59:57,8349,23-08
inverter,2023-08-21T00:00:00Z,0,1366.0920776632308,0,1,2,84769.93033909798,0,64,2023-08-21T19:59:58,8687,23-08
inverter,2023-08-22T00:00:00Z,0,1523.7476263809456,0,1,2,84600.03848576546,0,64,2023-08-22T19:59:56,8610,23-08
inverter,2023-08-23T00:00:00Z,0,1272.8858707472014,0,1,2,84112.4895620346,0,64,2023-08-23T19:59:59,7560,23-08
inverter,2023-08-24T00:00:00Z,0,1089.498824337041,0,1,2,84537.95994949341,0,64,2023-08-24T19:59:55,7320,23-08
inverter,2023-08-25T00:00:00Z,0,763.248629335044,0,1,2,84517.21600818634,0,64,2023-08-25T19:59:56,7259,23-08
inverter,2023-08-26T00:00:00Z,1051.845252762488,1812.7327762139414,294.0953359683355,1,2,84387.35922765732,0,64,2023-08-26T19:59:55,8520,23-08
inverter,2023-08-27T00:00:00Z,0,1257.3836168546798,0,1,2,84070.19005727768,0,64,2023-08-27T19:59:55,7590,23-08
inverter,2023-08-28T00:00:00Z,0,777.1292891161029,0,1,2,84277.534532547,0,64,2023-08-28T19:59:58,7502,23-08
inverter,2023-08-29T00:00:00Z,0,1283.8953199705968,0,1,2,83843.15572929382,0,64,2023-08-29T19:59:57,9272,23-08
inverter,2023-08-30T00:00:00Z,0,1377.7494425282782,0,1,2,83451.58400964737,0,64,2023-08-30T19:59:57,8833,23-08
inverter,2023-08-31T00:00:00Z,860.2817974129988,1485.1153647485014,244.0527387261391,1,2,83624.25460243225,0,64,2023-08-31T19:59:58,8107,23-08
inverter,2023-09-01T00:00:00Z,0,1140.6915759660687,0,1,2,70146.87658858299,0,64,2023-09-01T19:59:58,8073,23-09
inverter,2023-09-01T00:00:00Z,0,554.2785113701428,0,1,2,14040.379120111465,0,64,2023-08-31T23:59:55,4760,23-08
inverter,2023-09-02T00:00:00Z,0,1040.084959741125,0,1,2,84412.31011509895,0,64,2023-09-02T19:59:59,6776,23-09
inverter,2023-09-03T00:00:00Z,0,1198.2626752248323,0,1,2,84379.13618206978,0,64,2023-09-03T19:59:58,7800,23-09
inverter,2023-09-04T00:00:00Z,0,1204.5738626362293,0,1,2,84169.91829490662,0,64,2023-09-04T19:59:55,7259,23-09
inverter,2023-09-05T00:00:00Z,0,1240.7884704708074,0,1,2,84299.42599511147,0,64,2023-09-05T19:59:58,7381,23-09
inverter,2023-09-06T00:00:00Z,0,1337.00224220293,0,1,2,84308.64596009254,0,64,2023-09-06T19:59:57,8228,23-09
inverter,2023-09-07T00:00:00Z,0,1333.3904205443712,0,1,2,84066.87549471855,0,64,2023-09-07T19:59:56,8470,23-09
inverter,2023-09-08T00:00:00Z,0,1344.9917920426549,0,1,2,84219.09163999557,0,64,2023-09-08T19:59:57,7973,23-09
inverter,2023-09-09T00:00:00Z,491.79733551431855,1519.421745033681,104.14091019630433,1,2,84217.29955673218,0,64,2023-09-09T19:59:54,8954,23-09
inverter,2023-09-10T00:00:00Z,295.8328388353436,887.8010102920447,72.31342628002167,5,3,84189.81806993484,0,8,2023-09-10T19:59:55,8330,23-09
inverter,2023-09-11T00:00:00Z,953.0000515877109,1141.054984638659,208.2859312574069,1,2,84206.50312256813,0,64,2023-09-11T19:59:57,7378,23-09
inverter,2023-09-12T00:00:00Z,0,697.5209289240362,0,1,2,84250.49930739403,0,64,2023-09-12T19:59:57,2783,23-09
inverter,2023-09-13T00:00:00Z,707.6481800524542,987.7551782579731,197.85175942579903,1,8,84216.64123249054,0,8,2023-09-13T19:59:55,3224,23-09
inverter,2023-09-14T00:00:00Z,311.2094365652399,856.1459574846793,83.60396768252055,1,2,84203.19980478287,0,64,2023-09-14T19:59:57,3150,23-09
inverter,2023-09-15T00:00:00Z,0,685.2831709443917,0,1,2,84267.08675813675,0,64,2023-09-15T19:59:55,7320,23-09
inverter,2023-09-16T00:00:00Z,0,550.265549779269,0,1,2,84311.47663474083,0,64,2023-09-16T19:59:57,6664,23-09
