name,time,avgWatts,interval,kWh_charge,kWh_discharge,local_dt,maxChargeCurrent,maxChargeWatts,maxDischargeCurrent,maxDischargeWatts,min_Ahr2empty,min_Voltage,min_soc,pakMinT,pakMinV,yr_mo,yr_mo_1
m30_battery,2023-06-25T00:00:00Z,-342.60123870537836,0.49006410002708434,7.2506015625,8.5746337890625,2023-06-24T20:00:10,-5.53,-288.61,-40.73,-2119.61,423.643875,51.999428571428574,70.48,19,3.7,23-06,
m30_battery,2023-06-25T00:30:00Z,-614.0277169855485,0.4968294038375219,7.2506015625,8.883212890625,2023-06-24T20:30:04,-9.2,-478.15,-32.15,-1663.82,417.69559375,51.78599999999998,69.49,19,3.69,23-06,
m30_battery,2023-06-25T01:00:00Z,-447.0170944040182,0.4925274334351222,7.2506015625,9.105728515625,2023-06-24T21:00:19,-5.77,-298.81,-12.3,-636.97,413.3978125,51.75285714285714,68.78,19,3.69,23-06,
m30_battery,2023-06-25T01:30:00Z,-403.77109503634284,0.4982488935523563,7.2506015625,9.3091728515625,2023-06-24T21:30:03,-5.7,-294.68,-31.12,-1599.04,409.4629375,51.62399999999997,68.13,18,3.68,23-06,
m30_battery,2023-06-25T02:00:00Z,-467.4098455895708,0.48981393973032633,7.2506015625,9.5381474609375,2023-06-24T22:00:18,-6.01,-310.14,-73.91,-3755.45,405.02534375,51.42611111111107,67.39,18,3.66,23-06,
m30_battery,2023-06-25T02:30:00Z,-485.65610186236546,0.49870141565799714,7.2506015625,9.782033203125,2023-06-24T22:30:12,-8.31,-427.98,-35.1,-1807.58,400.290625,51.438888888888926,66.6,18,3.665,23-06,
m30_battery,2023-06-25T03:00:00Z,-451.77553550208427,0.49242914974689483,7.2506015625,10.00598046875,2023-06-24T23:00:27,-5.98,-307.65,-12,-617.25,395.93640625,51.40914285714288,65.87,18,3.665,23-06,
m30_battery,2023-06-25T03:30:00Z,-326.5039032938113,0.4895106616947386,7.2506015625,10.1673798828125,2023-06-24T23:30:11,-5.87,-301.85,-7.55,-388.1,392.79665625,51.38400000000005,65.35,18,3.66,23-06,
m30_battery,2023-06-25T04:00:00Z,-515.2858784966843,0.4986695126692454,7.2506015625,10.177689453125,2023-06-25T00:00:05,-5.95,-305.63,-30.79,-1572.42,387.75425,51.24250000000001,64.51,17,3.655,23-06,
m30_battery,2023-06-25T04:30:00Z,-431.2134330823082,0.49252925104565093,0,0.460576171875,2023-06-25T00:30:20,-5.83,-298.93,-11.63,-596.22,383.5694375,51.22319999999999,63.82,17,3.65,23-06,
m30_battery,2023-06-25T05:00:00Z,-404.8838714843143,0.4981389325194889,0,0.6646646118164062,2023-06-25T01:00:05,-5.8,-297.36,-32.79,-1680.15,379.58353125,51.1652777777778,63.15,17,3.645,23-06,
m30_battery,2023-06-25T05:30:00Z,-357.8529263510059,0.48902679092354245,0,0.8415211181640625,2023-06-25T01:30:20,-5.78,-296.03,-9.5,-486.19,376.12634375,51.14828571428574,62.58,17,3.65,23-06,
m30_battery,2023-06-25T06:00:00Z,-466.6486445853297,0.4976929732826021,0,1.0773695068359375,2023-06-25T02:00:13,-5.91,-302.6,-42.51,-2166.36,371.50909375,51.02999999999998,61.81,17,3.635,23-06,
m30_battery,2023-06-25T06:30:00Z,-474.3965502713936,0.49199291401439244,0,1.312857666015625,2023-06-25T02:30:28,-5.8,-296.04,-12.42,-633.77,366.89440625,50.995294117647056,61.04,17,3.64,23-06,
