name,time,avg_temp_closet,avg_temp_outdoor,avg_temp_shed,heater_kWhr,heater_on,interval,local_dt,max_temp_closet,min_temp_closet,pct_heater_on,yr_mo,yr_mo_1
d1_temp,2023-10-25T04:00:00Z,17.042480468750004,16.1455078125,16.337879774305552,0.24800000000001887,1.3546596083333333,24.003889024440287,2023-10-25T00:00:08,18.1875,15.4375,0.05643500546740762,,23-10
d1_temp,2023-10-26T04:00:00Z,17.663270399305556,17.421256510416665,19.42975260416667,0,0,24.001069943906664,2023-10-26T00:00:22,18.8125,16.5,0,,23-10
d1_temp,2023-10-27T04:00:00Z,19.54189453125,21.53468967013889,20.745735677083342,0,0,24.002970406367503,2023-10-27T00:00:26,21.25,16.9375,0,,23-10
d1_temp,2023-10-28T04:00:00Z,20.581738281250008,21.86668836805556,21.223285590277776,0,0,24.001467999506946,2023-10-28T00:00:37,22.625,17.75,0,,23-10
d1_temp,2023-10-29T04:00:00Z,16.92864583333333,9.780902777777776,14.160753038194448,0.2190000000000225,1.220726633888889,24.001750181938604,2023-10-29T00:00:42,21.125,15.4375,0.05085990082537772,,23-10
d1_temp,2023-10-30T04:00:00Z,16.229220920138886,8.783810763888889,13.393174913194445,0.3100000000000023,1.7392572802777777,23.987074867448058,2023-10-30T00:00:48,17.6875,15.4375,0.07250810237967185,,23-10
d1_temp,2023-10-31T04:00:00Z,18.002701822916663,12.848763020833337,11.418912760416665,0.43300000000002115,2.4243021752777776,24.004076049241945,2023-10-31T00:00:02,23.875,15.4375,0.10099543803746354,,23-10
d1_temp,2023-11-01T04:00:00Z,16.186111111111117,8.71274956597222,10.502929687500002,0.7560000000000286,4.231421240277777,24.005651148830836,2023-11-01T00:00:17,17.75,15.375,0.1762677135497682,,23-11
d1_temp,2023-11-02T04:00:00Z,16.18307291666667,10.155338541666667,8.421527777777776,1.0260000000000389,5.735922642886112,23.99036871205278,2023-11-02T00:00:37,17.6875,15.375,0.23909272557384162,,23-11
d1_temp,2023-11-03T04:00:00Z,16.283452690972222,11.456705729166666,10.711067708333333,0.783999999999935,4.381915435555555,24.007791551500837,2023-11-03T00:00:02,17.6875,15.375,0.18252055488550847,,23-11
d1_temp,2023-11-04T04:00:00Z,16.08805338541666,8.670345052083333,12.86304253472222,0.6580000000000155,3.6631055474999994,24.007379228059442,2023-11-04T00:00:30,17.6875,15.4375,0.15258248360648297,,23-11
d1_temp,2023-11-05T04:00:00Z,16.78623046874999,10.312879774305555,13.390679253472227,0.4749999999999659,2.575936288888889,23.98886299399888,2023-11-05T00:00:57,19.3125,15.4375,0.10738050776034246,,23-11
d1_temp,2023-11-06T04:00:00Z,16.432259114583335,8.052463107638888,10.419010416666666,0.7340000000000657,4.09681413013861,24.005594731249722,2023-11-05T23:00:17,18.625,15.4375,0.1706608053665718,,23-11
d1_temp,2023-11-07T04:00:00Z,16.408062065972224,13.166059027777779,14.629427083333333,0.33700000000004593,1.8731301316666666,24.005569287702222,2023-11-06T23:00:37,17.6875,15.4375,0.07802898190905432,,23-11
d1_temp,2023-11-08T04:00:00Z,16.439073350694443,8.273155381944447,10.170486111111112,0.6920000000000641,3.9146344627777774,23.989894393449728,2023-11-07T23:00:57,18.6875,15.4375,0.1631784783448918,,23-11
d1_temp,2023-11-09T04:00:00Z,16.302213541666664,2.793880208333333,7.662000868055556,1.3080000000000496,7.25849529725472,24.01047814447694,2023-11-08T23:00:20,17.6875,15.375,0.3023053207678153,,23-11
d1_temp,2023-11-10T04:00:00Z,16.194401041666666,5.108756510416666,8.756673177083334,0.950000000000017,5.31875468,23.99271892224583,2023-11-09T23:00:58,17.6875,15.375,0.22168203183793808,,23-11
d1_temp,2023-11-11T04:00:00Z,17.53752170138889,9.360666232638888,8.945659722222222,0.6999999999999886,3.879684576111111,23.97539972692473,2023-11-10T23:00:32,23.0625,15.4375,0.16181939072132207,,23-11
d1_temp,2023-11-12T04:00:00Z,16.34142795138889,5.919184027777778,6.318326822916667,1.2270000000000039,6.821779803536945,24.007844448536947,2023-11-11T23:00:04,17.6875,15.375,0.2841479508149958,,23-11
d1_temp,2023-11-13T04:00:00Z,16.357324218749998,6.3948459201388905,5.920377604166666,1.396999999999906,7.77586683861111,23.99278461645777,2023-11-12T23:00:32,17.625,15.375,0.32409188691158763,,23-11
d1_temp,2023-11-14T04:00:00Z,16.24156901041667,5.177690972222222,8.019943576388892,1.164000000000101,6.521787614709168,24.00873916026472,2023-11-13T23:00:06,17.75,15.375,0.27164223706936463,,23-11
d1_temp,2023-11-15T04:00:00Z,16.234819878472226,8.143630642361112,8.352962239583333,1.0230000000000814,6.471012580102779,23.99134207343611,2023-11-14T23:00:37,17.6875,15.4375,0.26972282585506824,,23-11
d1_temp,2023-11-16T04:00:00Z,16.26866319444444,12.450575086805555,9.787825520833332,0.7489999999999952,4.3821576821958335,24.00594248580695,2023-11-15T23:00:06,17.6875,15.4375,0.18254470470329168,,23-11
d1_temp,2023-11-17T04:00:00Z,16.179166666666664,9.377918836805554,10.431868489583332,0.8790000000000191,4.917375867730832,24.008743068841948,2023-11-16T23:00:28,17.75,15.375,0.20481604778854504,,23-11
d1_temp,2023-11-18T04:00:00Z,16.132421875000006,8.469108072916665,12.696679687499994,0.5699999999999932,3.1443475102777776,23.98723942039417,2023-11-17T23:00:59,17.6875,15.4375,0.13108417584744764,,23-11
d1_temp,2023-11-19T04:00:00Z,16.701475694444444,6.992285156250001,7.719444444444444,0.9420000000000641,5.234116167274723,24.00553463171917,2023-11-18T23:00:13,19.1875,15.375,0.21803789199340481,,23-11
d1_temp,2023-11-20T04:00:00Z,16.927658420138894,6.5978515625,6.6979383680555555,0.724000000000018,5.433213135555554,24.00554999379695,2023-11-19T23:00:33,21.625,15.375,0.22633154153766524,,23-11
d1_temp,2023-11-21T04:00:00Z,16.193457031250002,3.7490125868055553,4.585394965277778,1.461999999999989,11.250930288581667,23.990788918303892,2023-11-20T23:00:53,17.625,15.1875,0.4689687499187538,,23-11
d1_temp,2023-11-22T04:00:00Z,16.292534722222218,3.195334201388889,7.627593315972224,1.1430000000000007,7.324233261820002,23.95750257209778,2023-11-21T23:00:20,17.6875,15.3125,0.30571772828901644,,23-11
d1_temp,2023-11-23T04:00:00Z,17.33986545138889,9.176616753472222,9.579242621527778,0.6549999999999727,5.031493164508334,24.005594065897224,2023-11-22T23:00:29,21.9375,15.3125,0.2095966944494893,,23-11
d1_temp,2023-11-24T04:00:00Z,16.579503038194442,6.205219184027776,8.158083767361111,0.7530000000000143,6.636527911111112,23.98756757613889,2023-11-23T23:00:49,18.9375,15.375,0.27666531381500525,,23-11
d1_temp,2023-11-25T04:00:00Z,16.3982421875,4.835525173611111,4.117328559027778,1.4149999999999068,11.45206775284611,24.008024427290565,2023-11-24T23:00:05,19.375,11.3125,0.47701000086572043,,23-11
d1_temp,2023-11-26T04:00:00Z,16.253917100694448,6.219780815972221,6.00646701388889,1.3340000000000316,7.458481385362223,23.992389150362225,2023-11-25T23:00:34,17.625,15.3125,0.310868639993263,,23-11
d1_temp,2023-11-27T04:00:00Z,16.002766927083332,9.222395833333335,10.086425781250002,1.3059999999999832,7.358148082144723,24.010265969922504,2023-11-26T23:00:06,17.625,13,0.3064584162192216,,23-11
d1_temp,2023-11-28T04:00:00Z,16.458192274305556,4.002191840277778,5.913031684027779,1.492999999999995,8.263677335555556,24.00242587991528,2023-11-27T23:00:43,17.625,15.375,0.34428508921968703,,23-11
d1_temp,2023-11-29T04:00:00Z,16.511219618055552,2.0184461805555554,3.618424479166667,1.9050000000001432,10.637815468611109,24.00169129165694,2023-11-28T23:00:52,17.625,15.375,0.4432110778922003,,23-11
d1_temp,2023-11-30T04:00:00Z,16.421571180555556,6.358745659722222,5.234049479166667,1.6269999999999527,9.065672397291113,23.985486417568882,2023-11-29T23:00:58,17.625,15.375,0.3779649175949457,,23-11
d1_temp,2023-12-01T04:00:00Z,16.443002717391305,8.286401721014494,8.252468297101448,1.0249999999999488,5.670971840277778,22.996149978051665,2023-12-01T00:00:19,17.8125,15.375,0.24660527286916953,,23-12
d1_temp,2023-12-01T04:00:00Z,16.446875000000002,1.9005208333333334,6.462760416666667,0.06799999999998363,0.3680185330555556,1.0036180947222222,2023-11-30T23:00:06,17.5625,15.4375,0.3666918073626546,,23-11
d1_temp,2023-12-02T04:00:00Z,16.24411892361111,5.828038194444443,9.760785590277779,0.9430000000000689,5.20217498,24.014770485555825,2023-12-01T23:00:05,17.6875,15.4375,0.21662397244766315,,23-12
d1_temp,2023-12-03T04:00:00Z,16.37922092013889,3.5548611111111104,7.902962239583334,1.377999999999929,7.644053902806945,23.985214660862496,2023-12-02T23:00:58,17.625,15.4375,0.31869858205938895,,23-12
